x,y,G
25513197.20459999889,6685876.05109000020,1.31624579437
25513297.20459999889,6685876.05109000020,1.31642901906
25513397.20459999889,6685876.05109000020,1.31661653531
25499997.20459999889,6685776.05109000020,1.28923690312
25500097.20459999889,6685776.05109000020,1.28937411312
25500197.20459999889,6685776.05109000020,1.28958058344
25500297.20459999889,6685776.05109000020,1.28979122625
25500397.20459999889,6685776.05109000020,1.29000318063
25500497.20459999889,6685776.05109000020,1.29021513469
25500597.20459999889,6685776.05109000020,1.29042398937
25500697.20459999889,6685776.05109000020,1.29064178469
25500797.20459999889,6685776.05109000020,1.29085004344
25500897.20459999889,6685776.05109000020,1.29105830187
25500997.20459999889,6685776.05109000020,1.29127597813
25501097.20459999889,6685776.05109000020,1.29148411750
25501197.20459999889,6685776.05109000020,1.29170179375
25501297.20459999889,6685776.05109000020,1.29190981375
25501397.20459999889,6685776.05109000020,1.29211783406
25501497.20459999889,6685776.05109000020,1.29233264938
25501597.20459999889,6685776.05109000020,1.29254412656
25501697.20459999889,6685776.05109000020,1.29275572312
25501797.20459999889,6685776.05109000020,1.29296720031
25501897.20459999889,6685776.05109000020,1.29317867750
25501997.20459999889,6685776.05109000020,1.29339003563
25502097.20459999889,6685776.05109000020,1.29360139375
25502197.20459999889,6685776.05109000020,1.29381394375
25510497.20459999889,6685776.05109000020,1.31090271469
25510597.20459999889,6685776.05109000020,1.31100428094
25511097.20459999889,6685776.05109000020,1.31202745437
25511197.20459999889,6685776.05109000020,1.31216526031
25511297.20459999889,6685776.05109000020,1.35469079774
25511397.20459999889,6685776.05109000020,1.35488854677
25511497.20459999889,6685776.05109000020,1.35508088129
25511597.20459999889,6685776.05109000020,1.35528687516
25511697.20459999889,6685776.05109000020,1.35547908645
25511797.20459999889,6685776.05109000020,1.35567129806
25511897.20459999889,6685776.05109000020,1.35587716871
25511997.20459999889,6685776.05109000020,1.35606925710
25512097.20459999889,6685776.05109000020,1.35627512774
25512197.20459999889,6685776.05109000020,1.35646660097
25512297.20459999889,6685776.05109000020,1.35665635129
25512397.20459999889,6685776.05109000020,1.35685914548
25512497.20459999889,6685776.05109000020,1.35704815774
25512597.20459999889,6685776.05109000020,1.35723704677
25512697.20459999889,6685776.05109000020,1.35743996419
25512797.20459999889,6685776.05109000020,1.35762885323
25512897.20459999889,6685776.05109000020,1.31539940844
25512997.20459999889,6685776.05109000020,1.31558227531
25513097.20459999889,6685776.05109000020,1.31576502312
25513197.20459999889,6685776.05109000020,1.31596148000
25513297.20459999889,6685776.05109000020,1.31614422812
25513397.20459999889,6685776.05109000020,1.31633532062
25513497.20459999889,6685776.05109000020,1.31648767000
25499997.20459999889,6685676.05109000020,1.28897714625
25500097.20459999889,6685676.05109000020,1.28918075562
25500197.20459999889,6685676.05109000020,1.28938364969
25500297.20459999889,6685676.05109000020,1.28959000125
25500397.20459999889,6685676.05109000020,1.28979802125
25500497.20459999889,6685676.05109000020,1.29001534000
25500597.20459999889,6685676.05109000020,1.29022312156
25500697.20459999889,6685676.05109000020,1.29044032094
25500797.20459999889,6685676.05109000020,1.29064798344
25500897.20459999889,6685676.05109000020,1.29085564625
25500997.20459999889,6685676.05109000020,1.29107284531
25501097.20459999889,6685676.05109000020,1.29128038875
25501197.20459999889,6685676.05109000020,1.29149746906
25501297.20459999889,6685676.05109000020,1.29170501219
25501397.20459999889,6685676.05109000020,1.29191231719
25501497.20459999889,6685676.05109000020,1.29212951656
25501597.20459999889,6685676.05109000020,1.29233682156
25501697.20459999889,6685676.05109000020,1.29255390156
25501797.20459999889,6685676.05109000020,1.29276108750
25501897.20459999889,6685676.05109000020,1.29296827312
25501997.20459999889,6685676.05109000020,1.29318523406
25502097.20459999889,6685676.05109000020,1.29339218125
25502197.20459999889,6685676.05109000020,1.29360830781
25510497.20459999889,6685676.05109000020,1.31064641469
25510597.20459999889,6685676.05109000020,1.31075274937
25510997.20459999889,6685676.05109000020,1.31151640406
25511097.20459999889,6685676.05109000020,1.31170725812
25511197.20459999889,6685676.05109000020,1.35421728323
25511297.20459999889,6685676.05109000020,1.35441207871
25511397.20459999889,6685676.05109000020,1.35461733419
25511497.20459999889,6685676.05109000020,1.35480893032
25511597.20459999889,6685676.05109000020,1.35501406258
25511697.20459999889,6685676.05109000020,1.35520565903
25511797.20459999889,6685676.05109000020,1.35539700903
25511897.20459999889,6685676.05109000020,1.35560214129
25511997.20459999889,6685676.05109000020,1.35579349161
25512097.20459999889,6685676.05109000020,1.35599862387
25512197.20459999889,6685676.05109000020,1.35618923548
25512297.20459999889,6685676.05109000020,1.35637837065
25512397.20459999889,6685676.05109000020,1.35658067258
25512497.20459999889,6685676.05109000020,1.35676906968
25512597.20459999889,6685676.05109000020,1.35697137161
25512697.20459999889,6685676.05109000020,1.35715964548
25512797.20459999889,6685676.05109000020,1.31493079656
25512897.20459999889,6685676.05109000020,1.31512677656
25512997.20459999889,6685676.05109000020,1.31530904781
25513097.20459999889,6685676.05109000020,1.31549131875
25513197.20459999889,6685676.05109000020,1.31568717969
25513297.20459999889,6685676.05109000020,1.31586933125
25513397.20459999889,6685676.05109000020,1.35850734097
25513497.20459999889,6685676.05109000020,1.35870078290
25513597.20459999889,6685676.05109000020,1.35886456903
25499897.20459999889,6685576.05109000020,1.28866100313
25499997.20459999889,6685576.05109000020,1.28878462312
25500097.20459999889,6685576.05109000020,1.28898751750
25500197.20459999889,6685576.05109000020,1.43743096341
25500297.20459999889,6685576.05109000020,1.43766037666
25500397.20459999889,6685576.05109000020,1.28960907469
25500497.20459999889,6685576.05109000020,1.28982579719
25500597.20459999889,6685576.05109000020,1.29003298281
25500697.20459999889,6685576.05109000020,1.29024970531
25500797.20459999889,6685576.05109000020,1.29045677187
25500897.20459999889,6685576.05109000020,1.29066383844
25500997.20459999889,6685576.05109000020,1.29088044156
25501097.20459999889,6685576.05109000020,1.29108750812
25501197.20459999889,6685576.05109000020,1.29130399219
25501297.20459999889,6685576.05109000020,1.44001219756
25501397.20459999889,6685576.05109000020,1.44024280732
25501497.20459999889,6685576.05109000020,1.29193425188
25501597.20459999889,6685576.05109000020,1.29214108000
25501697.20459999889,6685576.05109000020,1.29235756406
25501797.20459999889,6685576.05109000020,1.29256427281
25501897.20459999889,6685576.05109000020,1.29277086250
25501997.20459999889,6685576.05109000020,1.29298722750
25502097.20459999889,6685576.05109000020,1.29319369781
25502197.20459999889,6685576.05109000020,1.29340279094
25502297.20459999889,6685576.05109000020,1.29361629500
25510497.20459999889,6685576.05109000020,1.31039023406
25510597.20459999889,6685576.05109000020,1.31049001219
25510697.20459999889,6685576.05109000020,1.31067526344
25510897.20459999889,6685576.05109000020,1.31113922594
25510997.20459999889,6685576.05109000020,1.31125080594
25511097.20459999889,6685576.05109000020,1.35374942903
25511197.20459999889,6685576.05109000020,1.35394041000
25511297.20459999889,6685576.05109000020,1.35413139097
25511397.20459999889,6685576.05109000020,1.35433590806
25511497.20459999889,6685576.05109000020,1.35452676581
25511597.20459999889,6685576.05109000020,1.35473115968
25511697.20459999889,6685576.05109000020,1.35492189484
25511797.20459999889,6685576.05109000020,1.35511250645
25511897.20459999889,6685576.05109000020,1.35531690032
25511997.20459999889,6685576.05109000020,1.35550738903
25512097.20459999889,6685576.05109000020,1.35571178323
25512197.20459999889,6685576.05109000020,1.35590177968
25512297.20459999889,6685576.05109000020,1.35609029968
25512397.20459999889,6685576.05109000020,1.35629198613
25512497.20459999889,6685576.05109000020,1.35647989097
25512597.20459999889,6685576.05109000020,1.31428527844
25512697.20459999889,6685576.05109000020,1.31446719156
25512797.20459999889,6685576.05109000020,1.31464898594
25512897.20459999889,6685576.05109000020,1.31484437000
25512997.20459999889,6685576.05109000020,1.31502604500
25513097.20459999889,6685576.05109000020,1.31520771969
25513197.20459999889,6685576.05109000020,1.31540310375
25513297.20459999889,6685576.05109000020,1.35802287452
25513397.20459999889,6685576.05109000020,1.35822443806
25513497.20459999889,6685576.05109000020,1.35840988161
25513597.20459999889,6685576.05109000020,1.35860270839
25499897.20459999889,6685476.05109000020,1.43653151882
25499997.20459999889,6685476.05109000020,1.43675787526
25500097.20459999889,6685476.05109000020,1.43697612369
25500197.20459999889,6685476.05109000020,1.43720979059
25500297.20459999889,6685476.05109000020,1.28920245156
25500397.20459999889,6685476.05109000020,1.28940939906
25500497.20459999889,6685476.05109000020,1.28962552562
25500597.20459999889,6685476.05109000020,1.28983211531
25500697.20459999889,6685476.05109000020,1.29004824156
25500797.20459999889,6685476.05109000020,1.29025483125
25500897.20459999889,6685476.05109000020,1.29046130187
25500997.20459999889,6685476.05109000020,1.43908271394
25501097.20459999889,6685476.05109000020,1.43931292474
25501197.20459999889,6685476.05109000020,1.43955376934
25501297.20459999889,6685476.05109000020,1.29130613812
25501397.20459999889,6685476.05109000020,1.29151237000
25501497.20459999889,6685476.05109000020,1.29172837719
25501597.20459999889,6685476.05109000020,1.29193449031
25501697.20459999889,6685476.05109000020,1.44072529338
25501797.20459999889,6685476.05109000020,1.29235661031
25501897.20459999889,6685476.05109000020,1.29256260406
25501997.20459999889,6685476.05109000020,1.29277849188
25502097.20459999889,6685476.05109000020,1.29298436656
25502197.20459999889,6685476.05109000020,1.29320108875
25502297.20459999889,6685476.05109000020,1.29341030125
25510497.20459999889,6685476.05109000020,1.31003189094
25510597.20459999889,6685476.05109000020,1.31022739406
25510697.20459999889,6685476.05109000020,1.31041693688
25510797.20459999889,6685476.05109000020,1.31060636031
25510897.20459999889,6685476.05109000020,1.31079578406
25510997.20459999889,6685476.05109000020,1.31098520750
25511097.20459999889,6685476.05109000020,1.35348043129
25511197.20459999889,6685476.05109000020,1.35367079710
25511297.20459999889,6685476.05109000020,1.35386091677
25511397.20459999889,6685476.05109000020,1.35406469516
25511497.20459999889,6685476.05109000020,1.35425481484
25511597.20459999889,6685476.05109000020,1.35445847065
25511697.20459999889,6685476.05109000020,1.35464834387
25511797.20459999889,6685476.05109000020,1.35483834065
25511897.20459999889,6685476.05109000020,1.35504187323
25511997.20459999889,6685476.05109000020,1.35523162355
25512097.20459999889,6685476.05109000020,1.35543527903
25512197.20459999889,6685476.05109000020,1.35562453742
25512297.20459999889,6685476.05109000020,1.31343352781
25512397.20459999889,6685476.05109000020,1.31362843500
25512497.20459999889,6685476.05109000020,1.31380975250
25512597.20459999889,6685476.05109000020,1.31400465969
25512697.20459999889,6685476.05109000020,1.31418597687
25512797.20459999889,6685476.05109000020,1.31436717500
25512897.20459999889,6685476.05109000020,1.31456196313
25512997.20459999889,6685476.05109000020,1.35715423097
25513097.20459999889,6685476.05109000020,1.35735530226
25513197.20459999889,6685476.05109000020,1.35754222258
25513297.20459999889,6685476.05109000020,1.35772901968
25513397.20459999889,6685476.05109000020,1.35793009097
25513497.20459999889,6685476.05109000020,1.35811676516
25513597.20459999889,6685476.05109000020,1.35831119161
25499697.20459999889,6685376.05109000020,1.43579542857
25499797.20459999889,6685376.05109000020,1.43609289512
25499897.20459999889,6685376.05109000020,1.43631885261
25499997.20459999889,6685376.05109000020,1.43654334843
25500097.20459999889,6685376.05109000020,1.43676757805
25500197.20459999889,6685376.05109000020,1.43700044739
25500297.20459999889,6685376.05109000020,1.28901410094
25500397.20459999889,6685376.05109000020,1.28922045219
25500497.20459999889,6685376.05109000020,1.28943610188
25500597.20459999889,6685376.05109000020,1.28964209563
25500697.20459999889,6685376.05109000020,1.28985762594
25500797.20459999889,6685376.05109000020,1.43839846098
25500897.20459999889,6685376.05109000020,1.43862814007
25500997.20459999889,6685376.05109000020,1.43886831986
25501097.20459999889,6685376.05109000020,1.43909786620
25501197.20459999889,6685376.05109000020,1.29090642938
25501297.20459999889,6685376.05109000020,1.29110133656
25501397.20459999889,6685376.05109000020,1.29130709156
25501497.20459999889,6685376.05109000020,1.29152250281
25501597.20459999889,6685376.05109000020,1.44025423798
25501697.20459999889,6685376.05109000020,1.44049441777
25501797.20459999889,6685376.05109000020,1.29214894781
25501897.20459999889,6685376.05109000020,1.29235446438
25501997.20459999889,6685376.05109000020,1.29256975656
25502097.20459999889,6685376.05109000020,1.29277503500
25502197.20459999889,6685376.05109000020,1.29299116125
25502297.20459999889,6685376.05109000020,1.29320418844
25510497.20459999889,6685376.05109000020,1.30977594844
25510597.20459999889,6685376.05109000020,1.30996477594
25510697.20459999889,6685376.05109000020,1.31015360344
25510797.20459999889,6685376.05109000020,1.31033682813
25510897.20459999889,6685376.05109000020,1.35280879839
25510997.20459999889,6685376.05109000020,1.35299842581
25511097.20459999889,6685376.05109000020,1.35320146613
25511197.20459999889,6685376.05109000020,1.35339097065
25511297.20459999889,6685376.05109000020,1.35358035194
25511397.20459999889,6685376.05109000020,1.35378326903
25511497.20459999889,6685376.05109000020,1.35397265032
25511597.20459999889,6685376.05109000020,1.35417556774
25511697.20459999889,6685376.05109000020,1.35436482581
25511797.20459999889,6685376.05109000020,1.35455396097
25511897.20459999889,6685376.05109000020,1.35475675516
25511997.20459999889,6685376.05109000020,1.35494576742
25512097.20459999889,6685376.05109000020,1.35514856161
25512197.20459999889,6685376.05109000020,1.31298291688
25512297.20459999889,6685376.05109000020,1.31316435344
25512397.20459999889,6685376.05109000020,1.31335866437
25512497.20459999889,6685376.05109000020,1.31353938594
25512597.20459999889,6685376.05109000020,1.35611220323
25512697.20459999889,6685376.05109000020,1.35629875419
25512797.20459999889,6685376.05109000020,1.35648530516
25512897.20459999889,6685376.05109000020,1.35668588452
