XCOORD;YCOORD;GEOLAT;GEOLON;UNIT;UNITAREA;U;TH;RHO;K;PVEL;METAM;SIO2;FE2O3;POR;XEUREF;YEUREF
7374900;3527220;66.46449606;27.60675536;39;24592;4.88;39.1;2629;4.2081;5400;0;73.2;1.27;0.39;526865.0878;7371871.609
7077308;3578367;63.78785009;28.58614358;63;73.9;5.89;35.8;2612;4.1666;3870;1;74.8;1.56;0.84;577994.9377;7074386.684
7027602;3585624;63.34045034;28.70639819;76;55413.3;13.8;5.58;2587;5.1045;4040;0;74.5;0.36;0.99;585250.1301;7024698.901
6689160;3359960;60.28954918;24.46469583;14;13371;3.95;41.1;2621;5.2705;5030;1;73.2;1.5836656;0.45;359671.8039;6686377.083
6855680;3229150;61.71218905;21.87220198;15;44421.3;8.32;24.9;2758;2.6975;5600;0;64.2;4.7869892;0.21;228906.5379;6852834.32
6758760;3340830;60.90634389;24.06310408;14;13371;11.2;15.3;2601;4.5069;4900;1;74.5;0.61906928;0.77;340548.0168;6755951.115
7166000;3495250;64.59210398;26.89722187;39;24592;11.8;12.9;2640;3.9259;5990;0;74;1;0.56;494906.9466;7163045.823
6976630;3673590;62.8521925;30.40627016;68;1730.9;7.47;28.7;2614;4.5567;5330;0;74.2;0.9987891;0.48;673185.0497;6973746.675
6705230;3454210;60.45535783;26.16483903;8;9523.8;7.37;28.7;2638;4.3741;3280;0;74.5;2.4474832;0.37;453887.6609;6702442.612
7205386;3591301;64.93296166;28.92708772;76;55413.3;1.37;50.7;2649;4.3409;5580;0;70.6;2.25;0.62;590923.562;7202418.359
7708200;3537720;69.45133167;27.95818137;85;3786.1;10.3;18;2641;3.8263;4400;3;75.7;1.17;0.67;537364.013;7705052.688
6689160;3278090;60.25310327;22.98776474;14;13371;4.3;39.5;2635;4.4156;5140;0;72.2;2.0425687;0.48;277831.3839;6686376.244
6704440;3090770;60.24438264;19.59807084;9;3089.7;7.79;27.3;2585;4.6646;5020;1;76;1.6016618;0.68;90578.9808;6701648.725
6715900;3447050;60.550228;26.0318971;8;9523.8;4.61;38.4;2612;4.6646;4940;0;75.5;1.709639;0.65;446730.0516;6713108.591
6677870;3370780;60.19189014;24.6673613;19;2296.7;11.1;17.3;2689;1.0375;6040;0;76.2;2.429487;0.24;370488.0356;6675091.309
6697090;3409880;60.3748505;25.36325614;14;13371;4.59;36.9;2633;5.2954;4870;0;70.4;0.89981;0.58;409573.9186;6694304.865
6668870;3299850;60.08264158;23.39989667;14;13371;4.86;37.1;2621;4.565;5630;0;74.1;1.2417378;0.6;299583.6297;6666093.949
6750390;3446700;60.85967253;26.0161019;14;13371;6.82;29.7;2624;4.4571;5810;0;73.4;1.5746675;0.47;446379.6728;6747585.911
7397850;3411270;66.65863193;24.98974631;39;24592;2.97;43.6;2636;4.5318;#N/A;0;72.8;1.46;1.05;410956.1747;7394813.553
7205400;3430960;64.93835036;25.53614673;39;24592;7.29;27.9;2636;4.2413;5630;0;72.7;1.97;0.41;430639.5329;7202431.211
7292550;3472570;65.72598332;26.39851573;76;55413.3;6.81;30.3;2609;4.2496;3950;3;74.5;0.89;0.9;472234.4841;7289550.902
7736920;3546860;69.7072823;28.20581974;83;1161.5;11.2;13.4;2627;4.3326;#N/A;3;74.1;0.93;#N/A;546501.1615;7733762.225
6878240;3635200;61.98651646;29.57631675;14;13371;2.98;44.2;2625;4.1583;5270;1;73.9;1.6286561;0.39;634810.2762;6875392.096
6717820;3493070;60.57090836;26.87053142;8;9523.8;8.66;23.1;2640;3.8678;5050;1;73.7;0.83862292;0.4;492733.5319;6715028.769
6744870;3474160;60.81288502;26.52210268;8;9523.8;6.78;28.4;2675;4.4322;4880;1;68.9;4.1841165;0.55;473829.919;6742068.545
6698780;3192720;60.28361438;21.43810054;14;13371;1.44;48.3;2652;4.7476;4890;1;73.1;1.0977682;0.43;192492.3773;6695991.899
7520360;3366090;67.7391739;23.82844093;39;24592;3.9;41.2;2608;3.984;#N/A;0;73.1;1.56;1.57;365792.2369;7517281.135
7370110;3511500;66.4225131;27.25367802;53;9371.4;7.01;26.7;2704;4.3824;#N/A;3;71.5;4.97;0.59;511150.6779;7367083.296
6737150;3384580;60.72771173;24.88156899;14;13371;7.05;28.6;2613;4.3658;5350;1;73.7;1.3137226;0.77;384282.3834;6734349.637
7074820;3524900;63.77337042;27.50130245;68;1730.9;9.83;19.1;2598;3.9342;4860;0;74.6;0.74;0.76;524547.2104;7071899.174
6684670;3205210;60.16676693;21.68340129;14;13371;6.83;28.2;2635;4.6148;5510;1;72.7;1.6646485;0.34;204977.9907;6681887.201
7457550;3366850;67.17717698;23.92008108;39;24592;6.56;31;2634;3.2619;#N/A;3;73.7;2.35;1.42;366551.6904;7454492.83
7345030;3548160;66.19415138;28.06502231;39;24592;6.5;26.8;2695;5.4614;5770;3;69.5;4.87;0.47;547797.8857;7342012.222
6797020;3466730;61.28030788;26.37646514;8;9523.8;4.77;34.8;2637;5.2041;5030;0;72.2;2.1685421;0.6;466402.0873;6794199.457
7052250;3427640;63.56434089;25.5402884;24;16584.2;6.13;27;2651;6.8973;4800;0;62.6;2.14;0.53;427322.4516;7049335.913
6676110;3310630;60.15263437;23.58650462;18;15883.8;11.5;12.7;2677;2.2825;5720;3;71.9;2.8433996;0.32;310359.6511;6673331.446
7742900;3561710;69.75781978;28.59321261;12;940.7;2.8;43.8;2619;4.1583;#N/A;3;71;3.05;#N/A;561345.9889;7739739.899
6659630;3305050;60.00236989;23.50192037;14;13371;11.6;12.9;2692;1.6102;6010;0;68.9;3.4282761;0.15;304781.8662;6656857.384
6793710;3513470;61.25181292;27.24776909;8;9523.8;4.44;35.9;2650;4.9219;#N/A;1;71.1;2.2765193;0.9;513125.1809;6790891.32
6667870;3291550;60.06954666;23.25211393;14;13371;6.67;30;2601;3.9508;5060;0;75.1;0.57497859;0.6;291286.6626;6665094.201
6668150;3337680;60.09293092;24.07919059;14;13371;4.83;35.3;2628;4.565;5310;1;73.7;1.4037036;0.43;337399.9922;6665374.646
7012294;3707655;63.1536042;31.11828939;67;6997.8;5.18;36.1;2632;2.9382;4760;0;74.1;1.34;0.62;707237.0299;7009397.988
6695570;3466790;60.36990046;26.39503402;8;9523.8;8.12;22.3;2678;4.2081;5590;1;68.2;4.1751184;0.33;466463.278;6692786.397
7395920;3522210;66.65337851;27.49813336;39;24592;5.4;33.7;2632;3.9923;5300;0;72.8;1.57;0.6;521856.9479;7392884.141
6808580;3197490;61.26795604;21.35346814;14;13371;8.08;23.8;2621;4.0006;5840;1;73.3;1.1247625;0.43;197258.9177;6805750.989
7233170;3536520;65.19260648;27.77607637;76;55413.3;2.06;45.1;2674;3.9093;5560;1;69.6;2.82;0.37;536161.9211;7230192.191
7240844;3613503;65.24390204;29.42490418;67;6997.8;5.69;32.4;2622;4.0504;#N/A;1;73.9;1.36;1.02;613117.6521;7237863.567
7164550;3436930;64.57322991;25.68036926;24;16584.2;7.1;26.4;2685;3.2785;5770;0;71.8;2.73;0.22;436607.726;7161595.54
7324100;3490100;66.00995342;26.77807166;76;55413.3;3.04;41.2;2626;4.3575;4930;3;71.2;1.79;1.19;489758.2794;7321089.695
7143432;3423749;64.38116207;25.41643903;15;44421.3;9.41;16.8;2716;3.2868;6120;1;65.5;4.49;0.41;423431.6526;7140484.93
6735400;3436310;60.72363692;25.8298773;14;13371;7.78;22.9;2628;4.5816;5180;0;73.3;1.4936846;0.57;435993.648;6732601.191
7719170;3574700;69.5418659;28.91009934;12;940.7;1.78;45;2664;4.1334;#N/A;0;69.5;3.04;#N/A;574330.9238;7716018.183
7309610;3477060;65.87932948;26.49335293;76;55413.3;3.23;40.2;2609;4.565;4160;0;73.7;1.2;1.14;476722.8955;7306604.836
6657280;3360490;60.00387069;24.49610961;19;2296.7;5.72;30.5;2664;3.7184;5620;0;76.6;2.1505459;0.19;360201.8843;6654508.767
7433790;3563020;66.98722895;28.44014576;60;14280.3;9.25;18.6;2595;3.9259;5420;3;74.3;1.07;1.15;562652.8438;7430740.446
6781950;3524550;61.14574879;27.45266148;8;9523.8;6.52;26.6;2641;4.7393;#N/A;1;69.1;3.8781811;0.87;524201.411;6779135.824
6759530;3379040;60.92676735;24.76616546;14;13371;5.35;31.2;2618;4.8638;5220;0;73.6;1.6736466;0.49;378744.1955;6756721.331
7080340;3629026;63.80008714;29.61521796;76;55413.3;10.4;13.3;2596;4.5235;4620;0;74.3;0.79;1.01;628635.7545;7077418.003
6901350;3458950;62.21565863;26.20770333;24;16584.2;5.46;32.1;2614;3.901;5180;1;69.3;3.0773502;0.51;458623.5408;6898491.139
6723270;3479730;60.61936207;26.62670001;8;9523.8;6.93;25;2660;4.3658;#N/A;1;70.6;3.5812438;0.67;479398.2464;6720476.546
7390210;3415380;66.59131975;25.08790609;39;24592;1.23;47.9;2614;3.818;#N/A;0;73.8;1.22;0.93;415064.7182;7387176.249
7389030;3371600;66.56563303;24.1031743;39;24592;5.66;31.3;2596;4.1666;#N/A;0;74.6;1.13;1.37;371299.9515;7385996.588
6687830;3400360;60.28954762;25.19536895;14;13371;1.9;42.8;2600;5.8598;4730;0;68.5;2.3125117;0.61;400057.4109;6685048.055
7375400;3436390;66.46360912;25.56912384;53;9371.4;5.7;29.5;2670;4.0255;5350;3;72.1;3.75;0.69;436067.3686;7372371.475
7548670;3399370;68.00616227;24.58855337;39;24592;6.5;28.4;2592;3.8346;3800;0;77.1;1;1.4;399060.8943;7545581.114
7358530;3378820;66.29534989;24.29532903;53;9371.4;6.18;26;2635;5.6108;5990;3;74;1.73;0.14;378517.4871;7355507.291
7426060;3436970;66.9178652;25.55582973;39;24592;1.42;46;2593;4.5899;3430;0;74.3;0.79;1.39;436647.3881;7423013.672
6711150;3468900;60.50989312;26.43083122;8;9523.8;6.98;22.9;2707;4.3409;5140;1;67.4;3.8961773;0.52;468572.2797;6708360.752
6707130;3526170;60.47419386;27.47274304;8;9523.8;6.58;24.3;2666;4.8721;#N/A;1;70.9;2.6004509;0.59;525821.9606;6704343.205
6746280;3536070;60.82477397;27.65987359;8;9523.8;7.38;21.7;2675;4.4488;#N/A;1;68.7;4.5350424;1.31;535717.8842;6743479.133
7742310;3565250;69.75168173;28.684392;85;3786.1;1.11;45.4;2652;4.5069;#N/A;3;72;2.51;#N/A;564884.7299;7739150.084
7451390;3583600;67.13998914;28.92391934;67;6997.8;5.1;34.1;2602;2.6809;5220;3;74.4;0.93;1.14;583225.7427;7448334.298
6804050;3523180;61.34414946;27.42992139;8;9523.8;3.36;36.8;2647;4.6646;4770;1;71.8;2.4924737;0.74;522831.5254;6801227.589
6687360;3353160;60.27100918;24.34319769;14;13371;3;38.7;2628;4.5318;5790;1;72.7;1.3857074;0.43;352874.2715;6684577.657
6813140;3263320;61.35423429;22.57085506;15;44421.3;1.28;48.6;2673;1.2533;5700;1;68.6;2.1415478;0.28;263065.1344;6810310.338
7051098;3277145;63.49138118;22.5205505;28;22880.6;4.84;32.5;2700;2.9216;5300;0;67.7;4.72;0.53;276881.3528;7048182.366
6753630;3236950;60.80519181;22.16183579;9;3089.7;3.33;36.7;2681;4.233;#N/A;1;70.5;3.4822647;0.62;236705.5462;6750821.82
6755560;3390650;60.89454174;24.98236064;14;13371;4.9;32;2608;4.5235;5140;0;73;1.5026827;0.66;390349.988;6752752.994
6773200;3503150;61.06796979;27.05519519;8;9523.8;6.53;23.2;2715;4.814;5890;1;68.6;3.6082381;0.59;502809.2036;6770388.788
7365920;3388650;66.36521315;24.50759393;39;24592;4.39;34.2;2630;3.8429;5450;3;73;2.23;0.94;388344.0333;7362894.726
7184836;3426569;64.75303027;25.45393859;39;24592;4.86;31.4;2603;5.0215;5860;1;68.2;1.95;0.77;426250.1758;7181874.303
7515140;3378070;67.69768498;24.11709228;39;24592;2.3;41.7;2620;4.1085;4870;0;73.5;1.6;0.82;377768.0797;7512062.89
6775370;3466780;61.08603588;26.38121899;14;13371;6.69;24.5;2627;4.6065;5960;0;71.7;1.6106599;0.41;466452.2638;6772557.381
7426340;3558500;66.9213475;28.33295129;39;24592;4.13;34.6;2644;3.8346;4380;0;70.2;2.58;1.16;558134.3664;7423293.076
7394230;3457040;66.63599392;26.02568913;39;24592;3.16;40.3;2661;1.992;3690;3;70.9;3.24;1.26;456710.1992;7391194.831
6717900;3279420;60.51114017;22.98009097;14;13371;7.4;20.3;2586;6.2084;#N/A;1;70;1.3857074;0.97;279160.6124;6715105.55
7061102;3575013;63.64325208;28.51037324;76;55413.3;2.86;39.4;2614;4.1251;5560;3;74.5;1.1;0.61;574642.4151;7058186.581
6748360;3224830;60.7498881;21.94749892;14;13371;11.2;8.46;2623;3.9176;5590;1;74.2;1.0347815;0.47;224590.0711;6745553.643
6785950;3570970;61.17601291;28.31584982;18;15883.8;5.5;25.4;2907;2.988;6650;3;47.6;8.4672121;0.48;570604.6903;6783135.09
7031198;3337166;63.34574526;23.74358287;30;743.3;12.4;2.45;2899;1.0624;#N/A;3;46.4;13.9;0.48;336881.394;7028290.443
7481580;3442820;67.4167221;25.6621591;39;24592;9.25;16.6;2608;3.3532;3360;0;72.9;0.86021836;1.27;442495.3722;7478514.215
6752720;3455720;60.88169377;26.18152138;14;13371;7.48;22;2623;3.984;5600;0;74.2;1.3947055;0.39;455396.3602;6749915.325
6807870;3283760;61.31895983;22.95800399;15;44421.3;8.34;18;2702;3.32;5730;1;68.5;3.1043445;0.22;283497.8522;6805042.558
6708850;3534550;60.48900361;27.62539581;8;9523.8;6.82;23;2639;4.6397;4890;1;69.9;3.0683521;0.71;534198.9446;6706062.728
6732430;3530800;60.70092214;27.56084065;8;9523.8;6.7;22.4;2679;4.6812;5250;1;69.3;3.6082381;0.51;530449.9706;6729634.118
7111423;3419776;64.09324656;25.3513436;26;1315.8;6.3;22.7;2727;4.8555;6420;0;58.5;4.91;0.41;419460.4842;7108487.405
6858600;3553950;61.83054538;28.02072228;14;13371;2.88;36.4;2605;5.8349;5060;1;72.6;1.1787511;1.04;553589.8616;6855758.061
7722530;3578660;69.57082831;29.01435051;12;940.7;4.57;31.9;2624;4.2081;#N/A;0;72.7;2.19;#N/A;578289.5777;7719376.928
7364540;3531600;66.37118742;27.70239348;39;24592;1.38;43;2651;4.3326;6010;3;72;1.72;0.3;531243.5849;7361515.293
6735570;3206130;60.62227876;21.62522967;9;3089.7;4.73;30.3;2644;4.6065;4970;1;72.6;2.339506;0.47;205897.0916;6732768.261
7315310;3418170;65.92073229;25.19935426;76;55413.3;0.97;44.8;2623;4.5152;4820;3;74.4;1.24;0.69;417853.6397;7312302.727
6971170;3441360;62.83963376;25.84567988;24;16584.2;6.78;21.9;2668;4.6812;5230;1;69.4;3.3023027;0.54;441038.6709;6968285.439
6702810;3309340;60.3912386;23.53811287;14;13371;4.6;32.7;2635;3.1872;4620;0;74.3;1.2237416;0.43;309069.9048;6700021.479
6690850;3258040;60.25680381;22.62469002;14;13371;5.11;29.4;2605;4.6729;5080;0;74.1;1.1607549;0.62;257788.6491;6688065.418
6685610;3233930;60.19489557;22.19760686;14;13371;9.11;14.4;2599;4.8306;4780;1;75.8;0.43550804;0.4;233687.491;6682827.137
6715770;3476140;60.55185347;26.56204875;8;9523.8;7.07;20.8;2671;4.5899;5190;1;69.5;3.7612058;0.42;475809.6336;6712979.213
7262950;3516350;65.46129934;27.34894749;76;55413.3;6.23;25;2647;4.0836;5880;0;73.7;1.34;0.52;515999.014;7259961.54
7033394;3653910;63.36953599;30.07371396;76;55413.3;2.17;42.9;2686;1.4359;4150;0;69;1.25;0.85;653511.4862;7030489.455
7390570;3396160;66.58867055;24.65458924;39;24592;4.79;31;2635;3.7184;#N/A;0;72.8;2.09;0.67;395851.3922;7387536.1
7051755;3656804;63.53275051;30.1495043;76;55413.3;2.11;41.9;2703;1.9837;5530;0;66.3;3.99;0.56;656404.1378;7048843.767
6932570;3682350;62.45338275;30.53063278;68;1730.9;2.37;38.4;2621;5.0381;5590;0;70.3;2.4204889;0.68;681942.3827;6929702.831
6744380;3557070;60.80527782;28.04525046;8;9523.8;6.72;22.4;2646;4.5318;4260;1;68.7;3.7612058;0.71;556710.3329;6741580.248
6738310;3483460;60.75451265;26.69353888;8;9523.8;7.03;21.2;2633;4.7393;5150;1;73.6;2.0155744;0.53;483126.6946;6735511.126
6724880;3489250;60.6341843;26.80047826;8;9523.8;7.12;19.9;2687;4.648;4590;1;68.9;3.7522077;0.68;488914.8228;6722086.14
7516830;3580950;67.72715291;28.90927733;67;6997.8;4.68;31.4;2623;3.7931;#N/A;0;72.9;1.7636276;#N/A;580577.0678;7513751.049
6689450;3377110;60.29770363;24.77433737;8;9523.8;3.89;33.2;2611;4.6895;4610;1;74.9;1.3677112;0.74;376815.6467;6686667.141
7216740;3461600;65.04500508;26.18096765;53;9371.4;9.61;10.9;2844;2.1663;4850;0;50.1;9.43;1.14;461268.6888;7213767.564
7115720;3497420;64.14111939;26.94346839;50;184.6;6.43;22.8;2690;4.1251;5380;0;70;4.79;0.82;497076.569;7112783.895
6776020;3240730;61.00790809;22.20095724;9;3089.7;4.03;32.5;2643;4.2247;5220;1;74.3;2.1955364;0.38;240483.8544;6773203.621
7554980;3395510;68.06130596;24.49019115;39;24592;4.16;32.6;2638;3.8429;#N/A;0;70.8;2.2;1.11;395202.2651;7551888.939
7739750;3561420;69.72966206;28.58359336;85;3786.1;1.83;40.1;2662;4.3409;#N/A;3;70.7;2.94;#N/A;561056.0325;7736591.021
6761360;3246800;60.880723;22.3320747;9;3089.7;4.17;31.7;2618;4.5899;5020;1;74.8;1.979582;0.4;246551.8512;6758549.078
7413550;3507190;66.81217777;27.15964493;39;24592;2.71;39.6;2520;4.233;1670;0;74.2;1.53;5.29;506842.3665;7410507.939
6733610;3390490;60.69762811;24.99178488;19;2296.7;7.63;18.7;2712;3.2287;5810;0;76.7;3.1403369;0.22;390190.2494;6730811.046
7392200;3453030;66.61720609;25.93590817;39;24592;5.89;25.3;2645;4.0836;4290;0;70.5;2.15;0.46;452701.608;7389165.548
6754950;3467120;60.90281969;26.39103866;8;9523.8;5.63;25.1;2659;4.7144;4460;1;70.3;3.1223407;0.59;466792.3329;6752144.743
6754780;3517780;60.90228444;27.32447136;8;9523.8;6.28;23.1;2640;4.648;#N/A;1;72;2.6724357;0.54;517434.2721;6751975.724
6859110;3648600;61.81006306;29.81582193;14;13371;11.4;5.54;2616;3.8927;#N/A;1;73.8;0.78733375;0.83;648205.6562;6856269.282
7460660;3386070;67.21295423;24.36040961;39;24592;4.42;32.2;2606;3.5026;4740;0;74.7;1.21;0.78;385765.0056;7457601.606
6783680;3477400;61.16136731;26.5770249;14;13371;5.6;25.6;2626;4.8223;5970;0;73;1.3047245;0.42;477068.4017;6780864.549
7598560;3340500;68.42585859;23.10828176;39;24592;2.7;37.8;2596;4.2247;#N/A;0;72.9;1.77;1.92;340211.5074;7595454.331
6666410;3260100;60.03928878;22.69056011;14;13371;4.08;32;2641;4.0338;5400;0;74;1.6016618;0.36;259848.0698;6663634.423
7391380;3507050;66.61337926;27.1552041;39;24592;3.6;34.1;2623;4.0421;4970;0;73.9;1.38;0.7;506702.3353;7388345.776
7126403;3632263;64.21162768;29.72070348;76;55413.3;1.67;39.9;2628;4.9136;5780;0;72.3;1.89;0.76;631871.1618;7123464.33
6956500;3661760;62.67728288;30.15500515;68;1730.9;4.4;30.1;2616;4.8057;5890;0;74.6;1.0707739;0.39;661359.629;6953623.916
6789650;3602340;61.20228341;28.90055315;14;13371;6.32;22.8;2619;4.8555;5720;0;73.3;1.3137226;0.59;601963.3674;6786834.237
7361360;3382430;66.32207973;24.37303588;39;24592;5.36;26.5;2640;4.4156;5690;0;70.8;2.27;0.37;382126.2181;7358336.304
7440400;3481780;67.05246078;26.57743168;73;218.3;5.82;21;2640;7.1878;4680;0;64.9;3.21;0.88;481441.4081;7437348.534
7122290;3428700;64.19265135;25.52911938;26;1315.8;6.05;23.8;2644;4.4405;5710;0;73.7;1.81;0.46;428381.1613;7119350.616
7714900;3533840;69.51190118;27.86159368;85;3786.1;2.4;37.2;2665;4.2579;5060;3;71;3.35;0.65;533485.4821;7711750.323
6775840;3516110;61.09135061;27.29544858;8;9523.8;6.57;21;2682;4.5152;#N/A;1;68.7;3.3562913;0.81;515764.5155;6773027.958
7294930;3401890;65.73348486;24.85741677;68;1730.9;1.48;39.7;2727;4.0421;5610;3;62.5;3.7;0.65;401579.524;7291929.879
7097007;3423401;63.96480126;25.43291543;27;1792.8;8.09;16.3;2696;3.5939;6200;1;69.4;2.92;0.15;423084.3965;7094076.681
6988185;3341924;62.96257068;23.88018099;24;16584.2;11.1;5.21;2629;4.4737;4040;0;72.9;1.11;1.04;341638.3258;6985292.948
6777500;3533400;61.10516769;27.61619141;8;9523.8;6.83;20.6;2654;4.4488;#N/A;1;70;3.6262343;0.96;533048.3196;6774687.595
7632940;3299950;68.70711061;22.05685459;74;2743.7;4.39;35.5;2629;0.50298;4760;3;75.5;0.45;0.87;299675.5749;7629822.693
7271900;3513800;65.54168393;27.29484834;76;55413.3;2.76;36.2;2647;3.9757;5800;0;71.7;1.84;0.4;513449.8917;7268908.362
6803370;3212890;61.23303088;21.64718162;9;3089.7;4.49;28.3;2692;4.4156;5600;1;67.3;5.3538695;0.76;212653.4162;6800543.223
6717980;3526230;60.57156468;27.47525701;8;9523.8;6.19;22.6;2656;4.4571;#N/A;1;68.3;3.7702039;0.59;525881.7836;6715189.272
6686150;3225570;60.19418802;22.0467294;14;13371;5.23;26.5;2617;4.7808;#N/A;1;73.3;1.2327397;0.68;225330.5489;6683366.847
6924530;3381550;62.40700634;24.70516126;15;44421.3;7.2;19;2723;3.3449;5110;3;63.5;5.7497859;0.49;381250.9958;6921661.71
7098430;3536000;63.98419153;27.73179566;39;24592;10.9;6.33;2630;3.8097;4110;0;74.8;0.62;0.65;535642.8918;7095500.717
7463250;3446090;67.25302;25.74703972;39;24592;2.53;37.5;2606;4.1085;3760;1;72.1;1.3317188;1.04;445764.1075;7460190.636
6797930;3496600;61.28989176;26.93341173;14;13371;9.03;12.4;2605;4.731;4610;0;74.1;0.64156453;0.97;496261.2338;6795109.556
6705330;3400410;60.44654653;25.1875723;14;13371;3.6;31.3;2599;5.7436;5130;0;74.9;0.88541304;0.52;400107.1405;6702541.686
6718820;3301610;60.5309266;23.38226043;14;13371;8.6;14.2;2728;2.739;5720;0;66.2;3.9231716;0.17;301342.5747;6716025.429
7524800;3568100;67.80185412;28.61061573;12;940.7;4.47;31;2608;3.3532;#N/A;0;74.1;1.2867283;#N/A;567731.6505;7521718.34
7411860;3550880;66.79289907;28.15273702;60;14280.3;4.59;23.4;2881;4.8638;#N/A;3;47.6;11.9;2.23;550516.9757;7408818.358
6678600;3320510;60.1794086;23.76190006;19;2296.7;8.15;17.4;2684;2.0667;5920;3;73.9;3.0233616;0.3;320236.0795;6675820.63
7126000;3530230;64.23203343;27.6194237;39;24592;8.29;15.4;2641;3.7599;#N/A;1;74.4;0.59;#N/A;529874.6241;7123060.685
7452000;3367150;67.12761632;23.93331764;39;24592;3.91;28.9;2730;4.5733;#N/A;3;68.1;4.3;0.75;366851.553;7448944.777
7141191;3356740;64.3395518;24.03184584;24;16584.2;6.05;22.4;2645;4.648;5960;1;73.1;1.73;0.35;356446.5043;7138243.951
7656100;3288480;68.90537712;21.72616877;76;55413.3;3.54;33.2;2629;3.7599;4670;0;74.1;0.86;0.58;288209.5905;7652974.768
7044609;3382183;63.48363659;24.63190854;15;44421.3;7.82;15.7;2808;2.4153;6080;1;62.1;6.22;0.24;381881.921;7041697.116
6945900;3348360;62.58644608;24.04506622;24;16584.2;4.94;27.9;2607;3.9591;4440;1;73.1;1.6376542;0.75;348072.5765;6943023.444
6710740;3318620;60.46655975;23.69892578;19;2296.7;5.62;22.2;2690;5.0879;6130;0;69.3;2.5014718;0.04;318346.5194;6707948.623
7200290;3515570;64.89935005;27.32516322;75;3114.8;0.77;43.3;2668;3.1208;5890;0;73.2;1.32;0.31;515219.4744;7197323.804
6762680;3400370;60.9609715;25.15762846;14;13371;4.47;28.4;2633;4.4488;5750;0;73.4;1.3407169;0.37;400066.434;6759870.566
7101550;3552200;64.01012995;28.06369087;53;9371.4;8.91;7.5;3064;2.3738;5530;3;42.9;16.9;1.24;551837.0293;7098619.706
7442800;3439880;67.06851816;25.61378136;39;24592;1.63;40;2598;4.1666;2870;0;74.4;0.39;1.26;439556.3388;7439747.823
6698950;3133560;60.2361884;20.3752474;9;3089.7;6.22;21.8;2658;4.1334;#N/A;1;70.3;3.6622267;1.07;133353.6426;6696161.247
6690590;3187380;60.20639519;21.35468494;14;13371;4.79;27.5;2640;4.0753;4620;1;72.6;1.4486941;0.49;187154.3781;6687804.896
7166050;3517250;64.59215869;27.35657266;39;24592;2.24;35.7;2697;4.2081;5720;1;67.5;3.69;0.62;516899.0506;7163096.028
7136533;3589152;64.31628192;28.83945201;76;55413.3;4.64;28.7;2658;3.2868;6060;0;68.3;2.43;0.51;588775.5521;7133590.327
6706170;3121640;60.28964128;20.1481165;9;3089.7;6.47;20.3;2676;4.1417;5730;1;70.1;3.7971982;0.53;121437.8366;6703378.442
7044354;3621784;63.48014392;29.44054446;76;55413.3;3.08;34;2666;3.4528;5850;0;69.1;2.61;0.57;621396.8647;7041445.14
6695540;3088110;60.16249609;19.56848637;9;3089.7;6.36;21.8;2595;4.4571;5160;1;72.9;2.5824547;0.95;87920.1118;6692751.943
7108166;3611796;64.05540765;29.2861058;67;6997.8;4.96;26.1;2652;4.1417;5730;0;71.3;2.43;0.76;611411.6892;7105233.696
6680750;3119760;60.06136913;20.16184476;9;3089.7;5.54;24.1;2619;4.4322;4680;1;72.8;2.609449;0.95;119558.8806;6677967.73
7409060;3578980;66.76185387;28.78939824;39;24592;3.07;33.8;2616;4.0753;4580;0;73.6;1.38;1.23;578607.262;7406019.227
7359170;3357210;66.29196338;23.81380956;53;9371.4;4.27;27.5;2662;4.7725;5570;3;72.2;2.81;0.59;356915.077;7356146.949
6865840;3266990;61.82796192;22.5723515;24;16584.2;7.43;16.5;2621;4.7725;#N/A;1;72.9;1.3587131;0.61;266732.8442;6862991.265
7608800;3399380;68.54476918;24.53124983;39;24592;3.29;33;2583;4.4654;#N/A;0;73.8;1.09;2.07;399071.3331;7605690
6697570;3101590;60.19392995;19.80535281;9;3089.7;6.38;20.2;2658;4.3409;5600;1;72.4;3.0953464;0.56;101395.157;6694781.362
7371250;3379500;66.40955438;24.29822549;39;24592;5.66;23.8;2632;3.9508;5140;3;75.1;1.54;0.56;379197.2228;7368222.826
7029715;3259382;63.28865012;22.19736883;28;22880.6;5.08;24;2749;3.8014;5060;0;63.9;5.99;0.44;259124.989;7026806.827
6724970;3538400;60.63332176;27.69853433;8;9523.8;5.98;21.6;2664;4.2247;5080;1;69.6;3.7342115;0.61;538047.358;6722176.963
6944850;3402560;62.59532296;25.09976299;24;16584.2;6.81;18.5;2676;4.0587;4700;1;68.9;4.0221507;0.79;402253.1293;6941974.553
6808970;3531920;61.3876841;27.5940486;14;13371;8.77;12.6;2624;3.6935;5550;1;73.4;1.2417378;0.79;531568.3314;6806145.897
