XCOORD YCOORD GEOLAT GEOLON UNIT UNITAREA U TH RHO K PVEL METAM SIO2 FE2O3 POR
6668150 3337680 60.092930917 24.079190592 14 13371 4.83 35.3 2628 4.565 5310 1 73.7 1.4037036 0.43
7012294 3707655 63.153604199 31.118289393 67 6997.8 5.18 36.1 2632 2.9382 4760 0 74.1 1.34 0.62
6695570 3466790 60.369900462 26.395034024 8 9523.8 8.12 22.3 2678 4.2081 5590 1 68.2 4.1751184 0.33
7395920 3522210 66.653378505 27.498133356 39 24592 5.4 33.7 2632 3.9923 5300 0 72.8 1.57 0.6
6808580 3197490 61.267956044 21.353468137 14 13371 8.08 23.8 2621 4.0006 5840 1 73.3 1.1247625 0.43
7233170 3536520 65.192606477 27.776076366 76 55413.3 2.06 45.1 2674 3.9093 5560 1 69.6 2.82 0.37
7240844 3613503 65.243902039 29.424904179 67 6997.8 5.69 32.4 2622 4.0504 ND 1 73.9 1.36 1.02
7164550 3436930 64.573229913 25.680369260 24 16584.2 7.1 26.4 2685 3.2785 5770 0 71.8 2.73 0.22
7324100 3490100 66.009953417 26.778071664 76 55413.3 3.04 41.2 2626 4.3575 4930 3 71.2 1.79 1.19
7143432 3423749 64.381162072 25.416439034 15 44421.3 9.41 16.8 2716 3.2868 6120 1 65.5 4.49 0.41
6735400 3436310 60.723636919 25.829877295 14 13371 7.78 22.9 2628 4.5816 5180 0 73.3 1.4936846 0.57
7719170 3574700 69.541865901 28.910099341 12 940.7 1.78 45 2664 4.1334 ND 0 69.5 3.04 ND
7309610 3477060 65.879329479 26.493352925 76 55413.3 3.23 40.2 2609 4.565 4160 0 73.7 1.2 1.14
6657280 3360490 60.003870691 24.496109614 19 2296.7 5.72 30.5 2664 3.7184 5620 0 76.6 2.1505459 0.19
7433790 3563020 66.987228945 28.440145764 60 14280.3 9.25 18.6 2595 3.9259 5420 3 74.3 1.07 1.15
6781950 3524550 61.145748790 27.452661483 8 9523.8 6.52 26.6 2641 4.7393 ND 1 69.1 3.8781811 0.87
6759530 3379040 60.926767346 24.766165457 14 13371 5.35 31.2 2618 4.8638 5220 0 73.6 1.6736466 0.49
7080340 3629026 63.800087135 29.615217960 76 55413.3 10.4 13.3 2596 4.5235 4620 0 74.3 0.79 1.01
6901350 3458950 62.215658631 26.207703327 24 16584.2 5.46 32.1 2614 3.901 5180 1 69.3 3.0773502 0.51
6723270 3479730 60.619362070 26.626700006 8 9523.8 6.93 25 2660 4.3658 ND 1 70.6 3.5812438 0.67
7390210 3415380 66.591319746 25.087906089 39 24592 1.23 47.9 2614 3.818 ND 0 73.8 1.22 0.93
7389030 3371600 66.565633032 24.103174297 39 24592 5.66 31.3 2596 4.1666 ND 0 74.6 1.13 1.37
6687830 3400360 60.289547616 25.195368949 14 13371 1.9 42.8 2600 5.8598 4730 0 68.5 2.3125117 0.61
7375400 3436390 66.463609123 25.569123840 53 9371.4 5.7 29.5 2670 4.0255 5350 3 72.1 3.75 0.69
7548670 3399370 68.006162268 24.588553369 39 24592 6.5 28.4 2592 3.8346 3800 0 77.1 1 1.4
7358530 3378820 66.295349885 24.295329025 53 9371.4 6.18 26 2635 5.6108 5990 3 74 1.73 0.14
7426060 3436970 66.917865199 25.555829732 39 24592 1.42 46 2593 4.5899 3430 0 74.3 0.79 1.39
6711150 3468900 60.509893117 26.430831216 8 9523.8 6.98 22.9 2707 4.3409 5140 1 67.4 3.8961773 0.52
6707130 3526170 60.474193857 27.472743043 8 9523.8 6.58 24.3 2666 4.8721 ND 1 70.9 2.6004509 0.59
6746280 3536070 60.824773968 27.659873585 8 9523.8 7.38 21.7 2675 4.4488 ND 1 68.7 4.5350424 1.31
7742310 3565250 69.751681725 28.684391997 85 3786.1 1.11 45.4 2652 4.5069 ND 3 72 2.51 ND
7451390 3583600 67.139989135 28.923919339 67 6997.8 5.1 34.1 2602 2.6809 5220 3 74.4 0.93 1.14
6804050 3523180 61.344149457 27.429921388 8 9523.8 3.36 36.8 2647 4.6646 4770 1 71.8 2.4924737 0.74
6687360 3353160 60.271009178 24.343197687 14 13371 3 38.7 2628 4.5318 5790 1 72.7 1.3857074 0.43
6813140 3263320 61.354234287 22.570855063 15 44421.3 1.28 48.6 2673 1.2533 5700 1 68.6 2.1415478 0.28
7051098 3277145 63.491381180 22.520550500 28 22880.6 4.84 32.5 2700 2.9216 5300 0 67.7 4.72 0.53
6753630 3236950 60.805191812 22.161835785 9 3089.7 3.33 36.7 2681 4.233 ND 1 70.5 3.4822647 0.62
6755560 3390650 60.894541742 24.982360636 14 13371 4.9 32 2608 4.5235 5140 0 73 1.5026827 0.66
6773200 3503150 61.067969791 27.055195188 8 9523.8 6.53 23.2 2715 4.814 5890 1 68.6 3.6082381 0.59
7365920 3388650 66.365213145 24.507593925 39 24592 4.39 34.2 2630 3.8429 5450 3 73 2.23 0.94
7184836 3426569 64.753030271 25.453938585 39 24592 4.86 31.4 2603 5.0215 5860 1 68.2 1.95 0.77
7515140 3378070 67.697684984 24.117092282 39 24592 2.3 41.7 2620 4.1085 4870 0 73.5 1.6 0.82
6775370 3466780 61.086035879 26.381218987 14 13371 6.69 24.5 2627 4.6065 5960 0 71.7 1.6106599 0.41
7426340 3558500 66.921347498 28.332951293 39 24592 4.13 34.6 2644 3.8346 4380 0 70.2 2.58 1.16
7394230 3457040 66.635993923 26.025689132 39 24592 3.16 40.3 2661 1.992 3690 3 70.9 3.24 1.26
6717900 3279420 60.511140167 22.980090972 14 13371 7.4 20.3 2586 6.2084 ND 1 70 1.3857074 0.97
7061102 3575013 63.643252078 28.510373241 76 55413.3 2.86 39.4 2614 4.1251 5560 3 74.5 1.1 0.61
6748360 3224830 60.749888103 21.947498916 14 13371 11.2 8.46 2623 3.9176 5590 1 74.2 1.0347815 0.47
6785950 3570970 61.176012905 28.315849815 18 15883.8 5.5 25.4 2907 2.988 6650 3 47.6 8.4672121 0.48
7031198 3337166 63.345745262 23.743582865 30 743.3 12.4 2.45 2899 1.0624 ND 3 46.4 13.9 0.48
7481580 3442820 67.416722103 25.662159098 39 24592 9.25 16.6 2608 3.3532 3360 0 72.9 0.86021836 1.27
6752720 3455720 60.881693767 26.181521383 14 13371 7.48 22 2623 3.984 5600 0 74.2 1.3947055 0.39
6807870 3283760 61.318959834 22.958003992 15 44421.3 8.34 18 2702 3.32 5730 1 68.5 3.1043445 0.22
6708850 3534550 60.489003610 27.625395805 8 9523.8 6.82 23 2639 4.6397 4890 1 69.9 3.0683521 0.71
6732430 3530800 60.700922144 27.560840646 8 9523.8 6.7 22.4 2679 4.6812 5250 1 69.3 3.6082381 0.51
7111423 3419776 64.093246560 25.351343596 26 1315.8 6.3 22.7 2727 4.8555 6420 0 58.5 4.91 0.41
6858600 3553950 61.830545379 28.020722280 14 13371 2.88 36.4 2605 5.8349 5060 1 72.6 1.1787511 1.04
7722530 3578660 69.570828306 29.014350513 12 940.7 4.57 31.9 2624 4.2081 ND 0 72.7 2.19 ND
7364540 3531600 66.371187416 27.702393482 39 24592 1.38 43 2651 4.3326 6010 3 72 1.72 0.3
6735570 3206130 60.622278762 21.625229673 9 3089.7 4.73 30.3 2644 4.6065 4970 1 72.6 2.339506 0.47
7315310 3418170 65.920732290 25.199354262 76 55413.3 0.97 44.8 2623 4.5152 4820 3 74.4 1.24 0.69
6971170 3441360 62.839633757 25.845679875 24 16584.2 6.78 21.9 2668 4.6812 5230 1 69.4 3.3023027 0.54
6702810 3309340 60.391238604 23.538112870 14 13371 4.6 32.7 2635 3.1872 4620 0 74.3 1.2237416 0.43
6690850 3258040 60.256803807 22.624690019 14 13371 5.11 29.4 2605 4.6729 5080 0 74.1 1.1607549 0.62
6685610 3233930 60.194895570 22.197606859 14 13371 9.11 14.4 2599 4.8306 4780 1 75.8 0.43550804 0.4
6715770 3476140 60.551853468 26.562048746 8 9523.8 7.07 20.8 2671 4.5899 5190 1 69.5 3.7612058 0.42
7262950 3516350 65.461299337 27.348947493 76 55413.3 6.23 25 2647 4.0836 5880 0 73.7 1.34 0.52
7033394 3653910 63.369535994 30.073713963 76 55413.3 2.17 42.9 2686 1.4359 4150 0 69 1.25 0.85
7390570 3396160 66.588670551 24.654589241 39 24592 4.79 31 2635 3.7184 ND 0 72.8 2.09 0.67
7051755 3656804 63.532750511 30.149504304 76 55413.3 2.11 41.9 2703 1.9837 5530 0 66.3 3.99 0.56
6932570 3682350 62.453382752 30.530632779 68 1730.9 2.37 38.4 2621 5.0381 5590 0 70.3 2.4204889 0.68
6744380 3557070 60.805277820 28.045250462 8 9523.8 6.72 22.4 2646 4.5318 4260 1 68.7 3.7612058 0.71
6738310 3483460 60.754512647 26.693538880 8 9523.8 7.03 21.2 2633 4.7393 5150 1 73.6 2.0155744 0.53
6724880 3489250 60.634184299 26.800478262 8 9523.8 7.12 19.9 2687 4.648 4590 1 68.9 3.7522077 0.68
7516830 3580950 67.727152914 28.909277332 67 6997.8 4.68 31.4 2623 3.7931 ND 0 72.9 1.7636276 ND
6689450 3377110 60.297703625 24.774337365 8 9523.8 3.89 33.2 2611 4.6895 4610 1 74.9 1.3677112 0.74
7216740 3461600 65.045005078 26.180967654 53 9371.4 9.61 10.9 2844 2.1663 4850 0 50.1 9.43 1.14
7115720 3497420 64.141119393 26.943468387 50 184.6 6.43 22.8 2690 4.1251 5380 0 70 4.79 0.82
6776020 3240730 61.007908090 22.200957235 9 3089.7 4.03 32.5 2643 4.2247 5220 1 74.3 2.1955364 0.38
7554980 3395510 68.061305964 24.490191153 39 24592 4.16 32.6 2638 3.8429 ND 0 70.8 2.2 1.11
7739750 3561420 69.729662063 28.583593355 85 3786.1 1.83 40.1 2662 4.3409 ND 3 70.7 2.94 ND
6761360 3246800 60.880723000 22.332074703 9 3089.7 4.17 31.7 2618 4.5899 5020 1 74.8 1.979582 0.4
7413550 3507190 66.812177770 27.159644927 39 24592 2.71 39.6 2520 4.233 1670 0 74.2 1.53 5.29
6733610 3390490 60.697628105 24.991784878 19 2296.7 7.63 18.7 2712 3.2287 5810 0 76.7 3.1403369 0.22
7392200 3453030 66.617206088 25.935908166 39 24592 5.89 25.3 2645 4.0836 4290 0 70.5 2.15 0.46
6754950 3467120 60.902819690 26.391038660 8 9523.8 5.63 25.1 2659 4.7144 4460 1 70.3 3.1223407 0.59
6754780 3517780 60.902284438 27.324471359 8 9523.8 6.28 23.1 2640 4.648 ND 1 72 2.6724357 0.54
6859110 3648600 61.810063061 29.815821929 14 13371 11.4 5.54 2616 3.8927 ND 1 73.8 0.78733375 0.83
7460660 3386070 67.212954226 24.360409607 39 24592 4.42 32.2 2606 3.5026 4740 0 74.7 1.21 0.78
6783680 3477400 61.161367309 26.577024896 14 13371 5.6 25.6 2626 4.8223 5970 0 73 1.3047245 0.42
7598560 3340500 68.425858587 23.108281760 39 24592 2.7 37.8 2596 4.2247 ND 0 72.9 1.77 1.92
6666410 3260100 60.039288781 22.690560113 14 13371 4.08 32 2641 4.0338 5400 0 74 1.6016618 0.36
7391380 3507050 66.613379264 27.155204102 39 24592 3.6 34.1 2623 4.0421 4970 0 73.9 1.38 0.7
7126403 3632263 64.211627678 29.720703479 76 55413.3 1.67 39.9 2628 4.9136 5780 0 72.3 1.89 0.76
6956500 3661760 62.677282883 30.155005148 68 1730.9 4.4 30.1 2616 4.8057 5890 0 74.6 1.0707739 0.39
6789650 3602340 61.202283414 28.900553153 14 13371 6.32 22.8 2619 4.8555 5720 0 73.3 1.3137226 0.59
7361360 3382430 66.322079733 24.373035877 39 24592 5.36 26.5 2640 4.4156 5690 0 70.8 2.27 0.37
7440400 3481780 67.052460776 26.577431684 73 218.3 5.82 21 2640 7.1878 4680 0 64.9 3.21 0.88
7122290 3428700 64.192651345 25.529119383 26 1315.8 6.05 23.8 2644 4.4405 5710 0 73.7 1.81 0.46
7714900 3533840 69.511901183 27.861593675 85 3786.1 2.4 37.2 2665 4.2579 5060 3 71 3.35 0.65
6775840 3516110 61.091350610 27.295448576 8 9523.8 6.57 21 2682 4.5152 ND 1 68.7 3.3562913 0.81
7294930 3401890 65.733484855 24.857416770 68 1730.9 1.48 39.7 2727 4.0421 5610 3 62.5 3.7 0.65
7097007 3423401 63.964801256 25.432915428 27 1792.8 8.09 16.3 2696 3.5939 6200 1 69.4 2.92 0.15
6988185 3341924 62.962570677 23.880180991 24 16584.2 11.1 5.21 2629 4.4737 4040 0 72.9 1.11 1.04
6777500 3533400 61.105167689 27.616191408 8 9523.8 6.83 20.6 2654 4.4488 ND 1 70 3.6262343 0.96
7632940 3299950 68.707110614 22.056854594 74 2743.7 4.39 35.5 2629 0.50298 4760 3 75.5 0.45 0.87
7271900 3513800 65.541683928 27.294848342 76 55413.3 2.76 36.2 2647 3.9757 5800 0 71.7 1.84 0.4
6803370 3212890 61.233030882 21.647181620 9 3089.7 4.49 28.3 2692 4.4156 5600 1 67.3 5.3538695 0.76
6717980 3526230 60.571564676 27.475257009 8 9523.8 6.19 22.6 2656 4.4571 ND 1 68.3 3.7702039 0.59
6686150 3225570 60.194188022 22.046729403 14 13371 5.23 26.5 2617 4.7808 ND 1 73.3 1.2327397 0.68
6924530 3381550 62.407006340 24.705161261 15 44421.3 7.2 19 2723 3.3449 5110 3 63.5 5.7497859 0.49
7098430 3536000 63.984191527 27.731795660 39 24592 10.9 6.33 2630 3.8097 4110 0 74.8 0.62 0.65
7463250 3446090 67.253019997 25.747039723 39 24592 2.53 37.5 2606 4.1085 3760 1 72.1 1.3317188 1.04
6797930 3496600 61.289891764 26.933411732 14 13371 9.03 12.4 2605 4.731 4610 0 74.1 0.64156453 0.97
6705330 3400410 60.446546528 25.187572304 14 13371 3.6 31.3 2599 5.7436 5130 0 74.9 0.88541304 0.52
6718820 3301610 60.530926602 23.382260434 14 13371 8.6 14.2 2728 2.739 5720 0 66.2 3.9231716 0.17
7524800 3568100 67.801854124 28.610615725 12 940.7 4.47 31 2608 3.3532 ND 0 74.1 1.2867283 ND
7411860 3550880 66.792899065 28.152737017 60 14280.3 4.59 23.4 2881 4.8638 ND 3 47.6 11.9 2.23
6678600 3320510 60.179408597 23.761900061 19 2296.7 8.15 17.4 2684 2.0667 5920 3 73.9 3.0233616 0.3
7126000 3530230 64.232033431 27.619423703 39 24592 8.29 15.4 2641 3.7599 ND 1 74.4 0.59 ND
7452000 3367150 67.127616319 23.933317638 39 24592 3.91 28.9 2730 4.5733 ND 3 68.1 4.3 0.75
7141191 3356740 64.339551804 24.031845843 24 16584.2 6.05 22.4 2645 4.648 5960 1 73.1 1.73 0.35
7656100 3288480 68.905377123 21.726168773 76 55413.3 3.54 33.2 2629 3.7599 4670 0 74.1 0.86 0.58
7044609 3382183 63.483636590 24.631908543 15 44421.3 7.82 15.7 2808 2.4153 6080 1 62.1 6.22 0.24
6945900 3348360 62.586446076 24.045066220 24 16584.2 4.94 27.9 2607 3.9591 4440 1 73.1 1.6376542 0.75
6710740 3318620 60.466559754 23.698925784 19 2296.7 5.62 22.2 2690 5.0879 6130 0 69.3 2.5014718 0.04
7200290 3515570 64.899350053 27.325163224 75 3114.8 0.77 43.3 2668 3.1208 5890 0 73.2 1.32 0.31
6762680 3400370 60.960971502 25.157628459 14 13371 4.47 28.4 2633 4.4488 5750 0 73.4 1.3407169 0.37
7101550 3552200 64.010129953 28.063690872 53 9371.4 8.91 7.5 3064 2.3738 5530 3 42.9 16.9 1.24
7442800 3439880 67.068518160 25.613781355 39 24592 1.63 40 2598 4.1666 2870 0 74.4 0.39 1.26
6698950 3133560 60.236188399 20.375247395 9 3089.7 6.22 21.8 2658 4.1334 ND 1 70.3 3.6622267 1.07
6690590 3187380 60.206395188 21.354684936 14 13371 4.79 27.5 2640 4.0753 4620 1 72.6 1.4486941 0.49
7166050 3517250 64.592158688 27.356572655 39 24592 2.24 35.7 2697 4.2081 5720 1 67.5 3.69 0.62
7136533 3589152 64.316281924 28.839452006 76 55413.3 4.64 28.7 2658 3.2868 6060 0 68.3 2.43 0.51
6706170 3121640 60.289641277 20.148116500 9 3089.7 6.47 20.3 2676 4.1417 5730 1 70.1 3.7971982 0.53
7044354 3621784 63.480143921 29.440544458 76 55413.3 3.08 34 2666 3.4528 5850 0 69.1 2.61 0.57
6695540 3088110 60.162496092 19.568486370 9 3089.7 6.36 21.8 2595 4.4571 5160 1 72.9 2.5824547 0.95
7108166 3611796 64.055407648 29.286105795 67 6997.8 4.96 26.1 2652 4.1417 5730 0 71.3 2.43 0.76
6680750 3119760 60.061369126 20.161844760 9 3089.7 5.54 24.1 2619 4.4322 4680 1 72.8 2.609449 0.95
7409060 3578980 66.761853867 28.789398238 39 24592 3.07 33.8 2616 4.0753 4580 0 73.6 1.38 1.23
7359170 3357210 66.291963383 23.813809556 53 9371.4 4.27 27.5 2662 4.7725 5570 3 72.2 2.81 0.59
6865840 3266990 61.827961915 22.572351496 24 16584.2 7.43 16.5 2621 4.7725 ND 1 72.9 1.3587131 0.61
7608800 3399380 68.544769183 24.531249834 39 24592 3.29 33 2583 4.4654 ND 0 73.8 1.09 2.07
6697570 3101590 60.193929951 19.805352813 9 3089.7 6.38 20.2 2658 4.3409 5600 1 72.4 3.0953464 0.56
7371250 3379500 66.409554375 24.298225492 39 24592 5.66 23.8 2632 3.9508 5140 3 75.1 1.54 0.56
7029715 3259382 63.288650116 22.197368827 28 22880.6 5.08 24 2749 3.8014 5060 0 63.9 5.99 0.44
6724970 3538400 60.633321757 27.698534329 8 9523.8 5.98 21.6 2664 4.2247 5080 1 69.6 3.7342115 0.61
6944850 3402560 62.595322962 25.099762990 24 16584.2 6.81 18.5 2676 4.0587 4700 1 68.9 4.0221507 0.79
6808970 3531920 61.387684103 27.594048601 14 13371 8.77 12.6 2624 3.6935 5550 1 73.4 1.2417378 0.79
7505240 3408800 67.620192873 24.850015393 39 24592 3.53 33.2 2610 3.0129 4600 0 73.7 1.2 0.88
6705290 3352630 60.431566429 24.320467915 14 13371 1.61 37.1 2605 5.4531 5080 1 73.2 0.9537986 0.49
6756860 3232220 60.830918738 22.070817989 9 3089.7 4.61 26.4 2741 3.2536 5450 1 65.6 7.0815047 0.66
7426350 3443160 66.921688844 25.697085089 39 24592 3.09 30.8 2810 3.2868 4790 3 51.7 8.95 0.73
7719350 3563770 69.546315132 28.630250870 85 3786.1 2.82 33.7 2658 3.8014 5480 3 70.4 2.26 0.55
7398590 3391110 66.658780069 24.533699426 39 24592 1.44 38.6 2619 4.4488 ND 0 71.1 2.09 1.17
6905820 3389160 62.241593804 24.864205530 15 44421.3 6.1 21.3 2601 4.648 4650 1 77.2 0.69735275 0.93
6819450 3284580 61.423073273 22.959902860 23 1768.2 6.47 19.1 2674 4.1417 5300 1 70.7 2.8074072 0.24
7327940 3496510 66.044529092 26.919191920 76 55413.3 4.55 28.6 2611 3.2619 ND 0 74.9 0.65 0.77
6933930 3240370 62.419433372 21.968876401 22 814 6.03 20.1 2702 4.2247 5950 1 61.3 4.768993 0.39
7426660 3458600 66.926972209 26.049758495 39 24592 2.38 36.2 2631 3.2038 4340 0 72.9 1.42 0.89
6700220 3476290 60.412305526 26.566649648 8 9523.8 6.2 19.3 2675 4.5816 5440 1 68.6 3.7342115 0.59
7024750 3492870 63.324987674 26.854283500 15 44421.3 5.32 23.1 2723 3.5358 4850 0 65.9 4.79 0.68
6897740 3306420 62.135660061 23.284368829 15 44421.3 7.15 16.9 2705 3.2536 5510 1 67.6 3.6172362 0.71
6661090 3355400 60.036272450 24.402292520 8 9523.8 3.89 28.4 2661 4.2911 4580 1 70.2 3.0233616 0.45
6712230 3302260 60.472218838 23.400634875 14 13371 5.49 24.9 2666 2.407 6180 3 72.6 1.5476732 0.32
7394660 3515040 66.642509755 27.335913339 39 24592 4.63 26.8 2614 4.067 ND 0 74.3 1.32 0.89
7614600 3296780 68.541018017 22.015558600 84 288.7 4.62 26.7 2666 3.4362 4330 3 69.9 2.84 0.73
7018550 3479550 63.268846922 26.589260615 35 6197.2 11.5 2.97 2753 0.913 5730 3 68.6 5.18 0.37
6711070 3488870 60.510231672 26.794325388 8 9523.8 6.08 20.2 2648 4.4322 ND 1 68.3 3.869183 0.67
6694390 3111850 60.175483050 19.994982167 9 3089.7 6.09 20.5 2631 4.2745 5520 1 71.7 3.2303179 0.84
6968000 3466500 62.814375429 26.339700366 24 16584.2 5.62 21.4 2628 4.8887 5000 1 75.9 1.1517568 0.39
7394940 3399190 66.628832329 24.719247800 39 24592 0.77 41.2 2603 3.901 ND 0 72.7 1.34 0.96
6702720 3115160 60.252827662 20.038388426 9 3089.7 6.22 19.6 2652 4.1749 5690 1 69.1 4.0581431 0.68
6802930 3504930 61.334748617 27.088907870 14 13371 6.69 18.2 2613 4.4156 5150 1 73.6 0.89531095 0.62
6927190 3360210 62.423440330 24.290669125 15 44421.3 6.77 17.3 2650 4.3326 3600 1 69.2 3.4912628 0.98
6984716 3656917 62.932162002 30.086989117 76 55413.3 3.8 28.6 2679 3.6852 5760 0 73.8 1.09 0.35
6904910 3396870 62.235636437 25.012969494 24 16584.2 5.62 21.8 2627 4.3492 4870 1 73.2 1.8446105 0.82
6702140 3104970 60.237912365 19.856917289 9 3089.7 5.97 20.6 2613 4.4156 5280 1 72.1 2.879392 0.76
6953950 3356000 62.661643356 24.186728032 24 16584.2 4.44 26.8 2622 3.901 5040 1 72.4 1.7816238 0.94
6870940 3257430 61.867619342 22.384641293 24 16584.2 6.79 17.5 2613 4.4156 5660 1 74 1.3857074 0.45
6820830 3543770 61.492953490 27.818525992 14 13371 10.6 3.56 2638 3.8927 5840 0 74 1.3587131 0.46
6793850 3233310 61.162378441 22.039348453 9 3089.7 3.42 29 2654 4.5733 4560 1 70.9 3.1673312 0.72
7369570 3569500 66.410159630 28.551965112 39 24592 1.62 35.8 2614 5.0215 ND 0 75.3 1.51 ND
7499630 3368500 67.554674416 23.909780317 45 1560.4 6.19 18.9 2722 3.5275 ND 0 62.5 4.89 1.15
6941890 3333760 62.544241983 23.765308375 24 16584.2 6.33 19.5 2610 4.0919 3540 1 75 1.5476732 1.09
7194550 3531940 64.846714349 27.669561272 53 9371.4 5.29 20.1 3007 1.7679 5560 3 53.8 14.1 0.97
6883920 3649170 62.032189746 29.847239546 14 13371 2.58 33 2616 4.3077 4300 0 73.7 1.6286561 0.65
6984850 3265520 62.891532430 22.383494812 24 16584.2 3.46 28.8 2662 4.3741 5490 1 71.9 3.5722457 0.46
6710970 3131940 60.341881902 20.324297306 9 3089.7 6.09 19.2 2660 4.2164 5290 1 71.1 3.2033236 0.57
7370800 3353920 66.394568590 23.727079613 39 24592 2.45 32.7 2633 4.5816 5610 0 73.5 1.54 0.47
7507920 3353930 67.622003073 23.557764709 39 24592 2.06 35.2 2603 4.1666 ND 0 73.7 0.98 0.91
7385640 3525290 66.560963294 27.565643950 39 24592 2.28 34.3 2659 3.4694 5610 3 68.5 3.07 0.34
6694270 3434820 60.354338604 25.816145738 14 13371 6.01 19.6 2602 4.8389 3250 0 74.4 1.0347815 0.56
7380580 3377400 66.492303932 24.242062083 39 24592 2.24 34.3 2613 4.1749 ND 0 73.6 1.61 1.05
7364650 3361120 66.342794069 23.894735539 39 24592 3.65 29.7 2648 3.1789 4690 0 73.4 2.37 0.81
7183102 3590283 64.733474333 28.891499214 76 55413.3 4.27 27.3 2749 1.8675 5960 0 64.6 5.04 0.72
7098342 3659401 63.948851595 30.249220061 68 1730.9 3.16 30.1 2674 3.6437 5020 1 70.4 2.63 0
7109470 3434980 64.078929299 25.663852854 24 16584.2 6.44 16.7 2664 4.6397 5610 0 68.5 4.15 0.37
7178550 3439730 64.699285321 25.732938774 39 24592 5.36 21.9 2669 3.5109 5700 1 71.2 2.64 0.46
7487040 3466220 67.469274024 26.206287097 39 24592 5.21 24.2 2575 3.4777 ND 0 77.9 0.19345915 1.23
6837100 3498860 61.641404070 26.975283438 28 22880.6 5.88 18.6 2718 3.8761 5680 3 67.2 3.8961773 0.65
7015410 3233253 63.142389500 21.702263430 28 22880.6 1.98 33 2724 3.7931 5740 0 67.8 4.29 0.55
7110600 3528430 64.094052019 27.579445460 39 24592 5.85 22.5 2629 2.1165 4870 0 76.5 0.68 0.64
6789290 3487900 61.212180676 26.771705742 14 13371 5.51 20.3 2617 4.814 4840 0 73 1.3227207 0.76
7499280 3389640 67.560226806 24.405570685 45 1560.4 5.22 19.9 2674 5.1543 5310 3 67.4 4.35 1.46
7381000 3497910 66.520366609 26.949128395 39 24592 9.61 6.83 2611 3.5773 4190 0 74.6 0.43 1.02
6763180 3455500 60.975531841 26.175046969 14 13371 4.03 25.9 2624 4.5982 5610 0 73.5 1.3857074 0.67
6703840 3492530 60.445429005 26.861223211 8 9523.8 5.99 18.2 2695 3.984 5570 1 68.6 3.6352324 0.55
6768540 3209960 60.919677460 21.645837165 9 3089.7 4.2 24.4 2692 4.2911 ND 1 70.4 3.8961773 0.66
6890430 3326410 62.079929542 23.674100172 24 16584.2 5.11 22.3 2629 4.1334 5170 1 73.2 1.7006409 0.44
6764540 3231960 60.899411207 22.055425244 9 3089.7 3.71 26.9 2638 4.4322 5080 1 75.3 2.0065763 0.42
7712100 3566260 69.480747138 28.688911529 12 940.7 3.15 29.8 2654 3.5856 ND 0 70.5 2.29 ND
6714630 3119810 60.363316223 20.099302511 9 3089.7 5.74 19.6 2637 4.1832 5110 1 69.8 3.8511868 0.97
7059923 3384003 63.621502693 24.657150012 25 2327.6 5.83 18 2656 4.7393 6130 0 76.8 1.19 0.16
6762900 3374030 60.955422238 24.671653879 14 13371 5.34 20.7 2622 4.4986 5250 1 73.5 1.3317188 0.52
7394250 3446660 66.634545535 25.791267084 39 24592 4.56 26.6 2715 1.1039 4670 3 63.4 6.28 0.81
6693730 3245300 60.274796626 22.391695966 14 13371 2.92 29.4 2619 4.731 5260 1 73.1 1.1877492 0.45
6774420 3496190 61.078909119 26.926261745 8 9523.8 5.12 19.9 2685 4.7974 ND 0 69.7 3.0863483 0.9
7400160 3369030 66.664226841 24.033455977 39 24592 3.32 28.2 2647 3.9923 3840 0 73 1.9 1.04
6678570 3348680 60.190562953 24.268909513 14 13371 3.49 27.9 2646 3.7433 5750 0 70.1 1.7276352 0.19
7678500 3497920 69.187720131 26.943241978 77 11958.7 0.77 39.3 2720 1.8592 4760 4 63.9 3.7882001 0.53
7185253 3401710 64.750408011 24.931842334 24 16584.2 3.51 27.7 2645 3.8097 5940 1 73.9 1.94 0.48
7272443 3610315 65.528144818 29.382310034 67 6997.8 5.26 21.3 2701 3.0212 ND 3 70.5 2.14 1.28
7392130 3456350 66.617068069 26.010857242 39 24592 4.12 25.5 2713 2.8635 5030 3 66.8 5.33 0.86
7031390 3430510 63.377835575 25.607158221 26 1315.8 6.1 17.2 2648 4.3243 6010 0 71.4 1.91 0.37
7109271 3382810 64.063406398 24.595637841 15 44421.3 6.76 15.6 2644 3.7267 5810 1 73.9 1.68 0.42
7456020 3371920 67.165684879 24.038690253 39 24592 3.09 29.3 2610 4.0753 4860 0 74 1.34 0.93
7062700 3447870 63.661634526 25.943846274 24 16584.2 3.54 26.5 2631 4.5982 5690 0 74.2 1.39 0.68
6774540 3344930 61.049407375 24.125808875 14 13371 6.4 16.6 2632 3.9923 5830 1 74.7 1.439696 0.59
6725620 3512920 60.640773338 27.233022925 8 9523.8 5.51 18.3 2673 4.6065 5190 1 69.4 3.6712248 0.42
6734080 3517300 60.716535391 27.313806673 8 9523.8 4.94 20.4 2662 4.6812 4710 1 68.8 3.5812438 0.75
6764510 3587890 60.980266368 28.620321837 8 9523.8 5.35 19.6 2636 4.4654 5190 0 69.4 3.3832856 0.46
6755270 3537010 60.905362740 27.678858856 8 9523.8 6.35 15.1 2675 4.5484 ND 1 69.5 3.6442305 1.16
