x;y;U;A
578607.2620;7406019.2270;39;3.399137375040
356915.0770;7356146.9490;53;3.398274594000
266732.8442;6862991.2650;24;3.396341599000
399071.3331;7605690.0000;39;3.392522325360
101395.1570;6694781.3620;9;3.390436672560
379197.2228;7368222.8260;39;3.383698778880
259124.9890;7026806.8270;28;3.382107675280
538047.3580;6722176.9630;8;3.381350091840
402253.1293;6941974.5530;24;3.380202137760
531568.3314;6806145.8970;14;3.374458227200
408487.4000;7502166.0540;39;3.369053041200
352344.3718;6702501.0480;14;3.367743687400
231977.2201;6754050.5700;9;3.365776084480
442835.2533;7423303.5630;39;3.363650478400
563404.8050;7716198.2840;85;3.358310489760
390803.1427;7395553.3090;39;3.352493482560
388858.5786;6902958.6540;15;3.349438790400
284317.2947;6816618.4230;23;3.339920017840
496166.0079;7324928.3300;76;3.339035887320
240121.3783;6931056.0880;22;3.338687283120
458269.7664;7423613.4190;39;3.327657859440
475959.7887;6697434.8900;8;3.327057144000
492529.3042;7021846.7190;15;3.324428574320
306148.2086;6894880.2170;15;3.317804982400
355113.6807;6658317.3330;8;3.317464123080
301992.3941;6709437.8930;14;3.316108365600
514689.4989;7391624.6020;39;3.315565186400
296506.5635;7611489.1080;84;3.313634744160
479214.1087;7015648.7500;35;3.310769913200
488535.1201;6708281.1460;8;3.310467530880
111651.5042;6691602.6400;9;3.297486498600
466169.6615;6965116.9640;24;3.292859717280
398880.3428;7391904.5780;39;3.289616216400
114960.1971;6699929.6300;9;3.286333259040
504588.1501;6800107.8000;14;3.283158409440
359918.6301;6924320.4650;15;3.281119972000
656518.0840;6981829.4540;76;3.274179927840
396565.8133;6902049.0870;24;3.269186332320
104773.8415;6699349.7340;9;3.264595657440
355709.7455;6951070.5790;24;3.263138781600
257176.1893;6868089.2710;24;3.261209209440
543413.9940;6818001.7290;14;3.259834530480
233066.2920;6791027.0070;9;3.256815865360
569130.3558;7366543.4430;39;3.255612050800
368201.3223;7496558.3180;45;3.255198970000
333477.8448;6939014.6600;24;3.247398853200
531583.6566;7191585.9610;53;3.246630596440
648775.1302;6881070.2240;14;3.244687479360
265261.5907;6981958.0510;24;3.244686990160
131734.0539;6708176.8220;9;3.239929795200
353626.1505;7367772.8420;39;3.238062557440
353636.4140;7504845.4870;39;3.233523857040
524935.8073;7382607.7800;39;3.233001308080
434504.9176;6691486.3190;14;3.232479483440
377097.9382;7377549.5470;39;3.231273740760
360823.6871;7361625.0080;39;3.226391306560
589905.9796;7180142.3910;76;3.217355377000
658999.6944;7095413.7380;68;3.203967440240
434659.0900;7106535.3130;24;3.202313307840
439406.5794;7175590.6070;39;3.184360733080
465887.1577;7483972.2100;39;3.184080097000
498519.9259;6834265.2890;28;3.182300393040
233005.5175;7012506.6950;28;3.174265977120
528075.4764;7107666.2670;39;3.172083571800
487564.5016;6786472.6400;14;3.171173826400
389333.9912;7496208.3010;45;3.170705233360
497565.5581;7377969.4540;39;3.170302414440
455176.4103;6760371.6260;14;3.166415856640
492193.9241;6701053.8410;8;3.166116184000
209725.1790;6765725.9750;9;3.159897273760
326131.2602;6887573.2450;24;3.157939867280
231717.1985;6761727.7350;9;3.155239413280
565893.7582;7708950.8710;12;3.151728187520
119608.3576;6711835.3260;9;3.148006720320
383701.0389;7057005.6030;25;3.136055107840
373735.9975;6760090.0060;14;3.132868592160
446333.8775;7391214.8310;39;3.131719159800
245053.2493;6690944.2570;14;3.130393273200
495851.6819;6771608.2700;8;3.124839301200
368730.8267;7397122.7260;39;3.115296757880
348395.9575;6675790.8850;14;3.113693306640
497577.8074;7675363.7420;77;3.111908915200
401399.9281;7182290.9400;24;3.110122086200
609930.8686;7269451.1200;67;3.109309521760
456020.4300;7389095.5700;39;3.105500019400
430191.6525;7028483.4030;26;3.102199894720
382507.6692;7106335.8480;15;3.100357467040
371619.9212;7452963.3470;39;3.095638628400
447545.0029;7059782.3790;24;3.092544122160
344646.3135;6771725.3910;14;3.087788809280
512576.4009;6722826.2740;8;3.082873008600
516954.7508;6731283.2760;8;3.075764669120
587518.8347;6761703.3570;8;3.074830525120
536657.4116;6752465.8450;8;3.074549556000
558396.8787;7731132.9990;84;3.072756848160
506518.2903;6742618.9710;8;3.071730921840
366681.6346;7359515.7930;53;3.065302184800
384186.2146;7571712.1630;39;3.063865981680
544244.3538;6769919.5670;8;3.063524618880
640648.0280;6886598.1100;14;3.061225357360
369235.2604;6925540.1450;15;3.050722133280
120378.3520;6694131.8160;9;3.050456640000
495327.7453;7065031.2590;53;3.047826636400
529750.3393;6720707.3390;8;3.045921065880
414855.1748;7183645.5830;39;3.044496271440
504853.8467;7107845.8100;39;3.043866906280
315624.4727;6921170.8300;24;3.043479843160
519543.3552;6761812.1290;8;3.039352611840
410583.7199;6681349.5470;19;3.030906854400
292695.5782;6728740.6020;14;3.023636276000
470055.5496;7448984.4820;39;3.016243020000
508655.2580;6905289.3810;15;3.008559553400
361317.9355;6936136.1760;24;2.997095512520
369717.1205;6784591.0470;18;2.995986654360
389228.5811;6894891.6100;24;2.991660624840
222858.1887;6884322.8140;26;2.991348899840
589186.1938;7218967.3690;76;2.990753027560
466016.9379;7398912.1070;39;2.984222727400
358032.5926;6663395.4900;8;2.983195791360
526068.2333;6955561.3100;24;2.977076732480
256677.7638;6793036.5470;15;2.974701174680
635630.5494;6835586.7370;18;2.974641334560
519243.7336;6745078.2760;8;2.970726994200
656654.3440;7123292.6410;67;2.969081915520
356785.1044;7360975.2140;53;2.963422438000
523796.2873;7301446.7060;39;2.962937678400
361783.4991;7485272.2040;45;2.960395348960
454197.6957;6694875.3930;8;2.957243212800
502618.9588;6793010.4100;14;2.953745576320
351971.5869;6916982.9940;15;2.950320613240
298174.1108;6670082.4760;19;2.947882504640
514530.5520;7553507.4950;12;2.947632914160
688739.7523;6937480.1400;76;2.944039764240
544624.8935;6730703.9960;8;2.940925322720
513460.9896;7557855.9620;12;2.937994917600
435932.5705;6844900.4230;15;2.935846313280
243094.2702;6651938.6260;19;2.935518556960
202288.9889;6678868.3020;18;2.932800082600
348823.8905;6835482.5860;23;2.929385409600
418093.7844;7429871.3180;39;2.927410628160
561833.0053;7397522.3190;39;2.922717871920
458290.5543;7552788.1560;39;2.922631055200
253316.6651;6929276.8900;24;2.921753086880
455416.5682;6733551.2640;8;2.920820359320
220141.1259;6782240.0550;9;2.914584799720
264922.6904;6916341.7690;24;2.907534568400
291316.3529;6700141.2550;14;2.907034942680
355651.1766;6853786.1080;23;2.906349630880
475689.1694;6751015.3410;8;2.906154504760
574663.3670;6770509.8690;8;2.905543915360
366141.7505;7386986.2290;39;2.902242161280
532543.1571;7398312.2030;39;2.899004685760
493473.1022;6729713.4500;8;2.896452963360
372044.8692;6886874.3140;24;2.895864879960
447976.9869;6922932.1100;15;2.895755014320
243339.3498;6983907.0290;15;2.893733951400
129305.2212;6687934.2080;9;2.889939748360
461438.6314;7432490.2930;39;2.888884593520
392468.0824;7183254.5320;24;2.887567832240
513550.0738;7197253.8130;76;2.884083444840
378175.2776;6675321.2910;14;2.883399014160
402989.8731;7583887.7350;39;2.881460466000
336932.7539;7614437.7760;60;2.879303787760
564662.5767;7084324.9680;53;2.871158293600
467302.0300;6763740.6020;8;2.867823600960
513210.0123;7325538.1120;76;2.866035372200
561583.7617;7511861.8620;67;2.861611308000
498985.9799;7545200.5590;12;2.861064043200
631275.9006;7071286.3050;76;2.857727270880
250274.9501;7036459.2510;28;2.856279571680
253522.0924;7019023.5750;28;2.855227476800
381207.1412;7178183.2210;39;2.850385483400
320935.7580;6684417.4280;18;2.848090864800
471645.4703;7139803.7370;39;2.844850363680
522097.7270;7099649.1220;39;2.840988087200
589130.4655;7125000.4130;67;2.832873004800
369730.4702;7401011.3830;39;2.831788237920
321085.9095;6663405.2160;19;2.831419163560
514379.6965;7407458.9880;39;2.829150911400
208333.1776;6898337.5230;28;2.826972692640
353658.0632;7101839.0160;28;2.826946379760
528877.0789;6964178.2150;76;2.826366792480
470245.1883;7298357.7620;76;2.820252284400
411992.2107;6751063.9570;14;2.819000844800
574429.3753;7539991.7850;76;2.817218631000
447323.7781;7178819.5970;39;2.815264821960
507257.4586;6779625.4420;18;2.815114205120
359292.9685;7106698.3350;15;2.813155475680
246111.4246;6800193.8220;15;2.808406618160
461488.7750;7177940.1030;39;2.807045185600
666048.2401;6930322.4130;53;2.805742077000
372593.9605;6930558.3520;15;2.802270922160
332651.0467;6742156.1020;14;2.799726282480
468967.5343;7035061.5790;38;2.799617371160
443081.1924;6722704.9390;8;2.798663381120
401409.4572;7373611.0060;53;2.796503911080
521117.8271;7117772.5140;39;2.796184107920
407962.6447;6846579.3580;24;2.794728418680
436447.3737;7401061.3580;39;2.794450582000
488618.8613;7434189.6250;60;2.793418103920
433479.9557;7071338.0530;24;2.791071564960
542819.8195;7148331.6390;47;2.787737726520
604918.2948;7482022.2230;74;2.786430296000
619998.5964;7024284.3460;76;2.784784433440
186324.0740;6739685.5410;14;2.779919722040
368261.0296;7378399.2330;39;2.779711345920
640778.2378;6864636.0810;14;2.779498009000
554660.7038;6762222.5880;8;2.779404364800
544359.1231;7185298.2910;63;2.779055007800
375665.4973;6738777.8590;14;2.773932392520
585974.8985;7471386.1000;76;2.773610798000
664998.3920;7118300.5390;67;2.769039471960
462950.0709;7672715.1020;78;2.768288590720
365252.5698;7548510.3470;39;2.767944064000
435881.4893;6914485.0470;15;2.766879238720
496691.5032;6763141.3630;8;2.765673379560
356355.8740;7579589.6870;39;2.765502330560
593473.9760;7114616.1740;67;2.762068501920
461438.5303;7392524.3590;39;2.760452244600
505222.7923;7362454.9370;39;2.758388756760
441815.4723;7395213.4210;39;2.754172973320
127646.0815;6668901.1730;15;2.754073574800
629559.3177;7085439.0700;68;2.753896329520
514103.4464;6890694.8310;15;2.753355865920
445510.1717;6729662.4340;8;2.745984732240
433350.4320;7034441.2950;15;2.744282528640
561123.3740;7430450.5490;39;2.744246732200
266783.2753;6835351.3480;28;2.743611802960
297984.2811;6659336.3890;18;2.743025398320
395893.7898;7047866.0700;15;2.740541207360
444576.5849;7015648.2350;15;2.734146120840
479712.9367;7550438.8280;76;2.733571535760
436052.1057;6873499.9780;24;2.733518668640
528540.1209;6764261.3550;8;2.732279081280
484080.5632;7458770.9880;39;2.731826488560
389444.6581;7604390.5860;39;2.731175974800
273778.5999;6979838.9380;24;2.723976769600
436567.2386;7385696.7670;39;2.723401638840
651597.1640;7119090.1170;76;2.722600198400
274622.7885;6655717.4400;14;2.717583084160
379647.9678;7593884.4300;39;2.716845314280
460621.5044;6973363.8640;24;2.713851571200
277516.5319;7027125.9830;28;2.712047607480
559124.4004;7473665.3910;76;2.708981117080
521467.5777;7485951.2520;39;2.708220438080
230987.2758;6775132.8050;9;2.707518750720
569335.2835;6771039.5670;8;2.707305754600
524926.2374;7146901.9780;57;2.706436423680
438918.2380;7050905.4750;15;2.701687007040
379224.2130;6736768.6590;18;2.700008063520
387348.9378;6913544.7600;15;2.699891780040
385128.9052;6969304.2480;24;2.697371144560
125566.6455;6682676.0850;9;2.697310092000
374698.8159;7360325.5810;53;2.696805851200
395191.6603;7445755.8600;39;2.696194082160
309209.7754;6709407.9780;14;2.693863170960
471464.9332;7386746.3850;39;2.692166560720
454424.9152;6907537.7900;24;2.689056739200
362640.2180;6742826.1530;20;2.688398360520
465270.4669;6939376.3600;22;2.684754544160
265515.6620;6707178.3550;18;2.683862291600
442716.9552;7041199.0230;24;2.683562350680
553789.6012;6867703.7380;18;2.680507852000
438828.2094;7632979.7520;76;2.677288333440
505153.8395;7548579.3030;12;2.675924605760
506375.0663;6972524.8760;35;2.673821095800
393176.0632;6963716.4140;24;2.671423671040
206625.5400;6805131.4000;14;2.669764143200
202057.8500;6772993.2080;18;2.669625616000
427405.4374;6860904.4390;24;2.669477105680
307449.7922;6762298.4370;15;2.669384692000
318723.3990;6919041.6580;24;2.666092181280
514549.4747;7365094.0080;53;2.665966392960
274359.3142;6915332.2510;24;2.665285430080
436887.1598;7391024.8910;39;2.663550704000
545664.6412;6721557.3290;8;2.659187823040
313286.5546;6828474.5980;15;2.657645713360
482312.4987;7051835.7450;35;2.650547449680
384632.1520;6745025.7260;14;2.648366001160
348342.1706;6966854.6600;15;2.647233568640
346915.3497;6780882.1280;15;2.646977484800
523366.4925;7218926.1490;75;2.645858241120
103713.9530;6714654.1310;9;2.644433486120
382516.0709;7363494.4920;39;2.639394152000
451622.0564;7227912.5280;53;2.637520597480
579278.9454;7706011.7270;85;2.636829179600
327280.5214;6907346.0600;15;2.635980079760
491930.9145;6934728.4100;22;2.631578677200
491300.2640;6986289.6250;15;2.630729433840
368902.2209;7067338.7120;26;2.629597835520
415644.8516;7486441.4870;39;2.629295359920
676303.9668;6967439.0520;67;2.627536340160
427584.8532;6890313.7620;24;2.622854005920
514834.3737;6805016.1130;14;2.622152674600
430606.4357;6683639.1000;8;2.621989978000
526245.6924;7163675.9130;75;2.619142877760
354885.7215;7041671.8640;24;2.617389933000
520347.4778;7254783.3900;39;2.616180890560
537026.7682;6782234.8710;18;2.616166358400
525008.3928;7704153.1300;80;2.615767824320
455932.0663;7048756.4610;24;2.613611820600
613156.8267;7136744.3520;76;2.612465082000
315517.4873;6713576.4930;18;2.611714008080
435083.4005;6799556.8910;18;2.611234243520
442425.4920;7487531.0460;39;2.611178371800
272747.1460;7030430.7140;28;2.610719649440
476065.9260;6974113.8170;15;2.610715274520
520467.5823;7427181.9820;60;2.609335888040
360101.1094;6745145.2760;18;2.607303816160
654253.2182;6873453.0610;14;2.606607043960
413025.5224;7447055.3690;39;2.605898262960
373700.0138;7592105.1520;39;2.605849319040
232406.6300;6784579.3510;9;2.604966611000
589125.5499;7710250.0390;84;2.602627993680
371880.2049;7525308.3210;39;2.602040837280
397947.3311;6743066.6840;18;2.600730098360
218212.2517;6754980.0660;9;2.598993313560
482251.9326;7544410.9680;12;2.598623172120
221179.2352;6854743.4960;15;2.598558253200
274030.8762;6823745.6820;15;2.596450500000
684111.4650;6937350.1150;76;2.594238694320
413241.5173;6778094.1100;14;2.593310447400
335828.1344;6862942.4220;24;2.591728905880
218708.4463;6963294.1400;28;2.591225100800
464148.3828;7119960.7680;35;2.590328924800
564817.0804;6758764.0480;15;2.590286951040
375083.2206;7053365.8300;15;2.589346938880
242111.2622;6890380.9580;24;2.589201693120
461538.6610;7448994.4910;39;2.589019881800
154435.9663;6702829.0730;19;2.585807493440
442245.4113;7409718.3160;39;2.580649154880
