x;y;U;A
434243.1206;6849428.7410;24;1.933410372800
572233.1258;6860306.7100;15;1.933374589600
569490.8241;7085794.4660;76;1.933343618400
212218.7524;7016967.8190;28;1.932978848400
247210.3830;6832861.8820;15;1.932821220960
395695.2077;7022694.1740;24;1.928502728400
397845.9911;6863523.0940;24;1.928166868400
322697.6483;7076767.6670;28;1.928084336640
603075.3473;7330569.2080;57;1.927834491440
229065.1018;6942981.6410;24;1.927794462320
336968.6078;6797805.8680;28;1.926298572320
341736.4009;6836292.1580;27;1.923776937120
508356.2533;6843232.1250;18;1.923216527120
408798.9746;7061402.3620;15;1.922669197440
478564.0346;7617824.5800;78;1.922603528600
349388.4230;7602231.9350;39;1.920754757400
327240.9917;6878586.5450;15;1.918761674720
564596.6808;6797699.5110;15;1.918667855520
293147.0195;7025642.7290;28;1.918038873760
486210.1736;7147381.3200;76;1.917335022400
363080.1439;6734949.0720;15;1.916742886560
318402.9633;6958757.2110;28;1.916304310200
286209.5738;7019238.9440;28;1.915721854080
503703.3728;7378869.1220;39;1.915548347520
264613.8604;6847246.9500;28;1.915491971960
337189.8477;6691784.8370;18;1.915188660000
356565.3223;7488541.1010;56;1.914491040000
402003.5146;7053944.9600;28;1.914363492080
433131.9254;6947323.0300;15;1.913083716960
583239.7969;6815723.2140;18;1.912995359320
531676.0136;6970635.9090;53;1.912404270480
424137.3949;6801126.0490;18;1.911679182200
397836.2374;6848268.6090;24;1.910880453120
591123.5421;7552027.2080;60;1.909774919520
389513.6279;7361275.3040;53;1.909106606880
290008.8146;7618006.8790;84;1.908406422440
429444.8561;6850328.3340;28;1.908028362240
330188.8261;6953379.3650;28;1.906615719920
567910.8702;7169524.1610;76;1.906569327000
472916.4296;7009670.8430;35;1.906178119040
483950.5761;7451193.6520;39;1.905572391200
599434.1813;6795970.8450;18;1.905322167880
394918.2062;7109093.9620;28;1.905194463360
466771.7520;6810923.3220;18;1.903811341000
458099.5623;7365753.7830;53;1.903507228800
488859.6493;7105066.5290;53;1.903263672240
273341.4478;6809340.8290;28;1.902500152800
562532.8733;7133917.0310;75;1.900794981960
371927.3094;6705950.0310;19;1.900751804400
618662.9026;7351638.6290;60;1.899016819920
566835.0000;6862355.8540;18;1.898771487840
513540.1300;7474945.1630;60;1.898340562000
570834.9199;6757544.6110;7;1.897728083920
346576.3941;6703950.4070;18;1.896857757360
575982.3231;6825289.5880;18;1.896752112640
623305.3731;6805887.4550;18;1.895937892200
234474.6289;6849445.6430;28;1.895569735000
525320.5359;6809024.7630;18;1.895437082880
586378.0141;6864365.4670;18;1.894973353600
259446.2716;6818807.2060;28;1.894834724800
616271.6474;7045929.4620;68;1.894652425440
415804.8231;7490550.0420;62;1.893932813264
307898.5698;6824196.0450;15;1.892812747360
625584.4398;6812654.9860;14;1.892676347400
289264.0867;6907405.3730;24;1.892614739280
527787.6103;6955081.5080;76;1.892507586200
233600.7089;6989237.9810;15;1.891721176800
473366.8695;6975743.1840;24;1.890379985520
237722.5185;6912332.9200;26;1.888042517760
378202.3748;6905757.4910;15;1.887686203920
354792.0408;6817659.0150;28;1.887456061600
263192.9625;6942012.3850;28;1.886743173280
468467.4185;7061082.2000;35;1.885838203880
677424.4099;6905171.7260;53;1.885725995200
257371.7630;7017859.0570;28;1.885658812440
471487.3207;6989228.2390;35;1.885600152800
401559.4715;7428671.7730;60;1.885499651360
255765.2466;6964154.3250;15;1.884487893120
323303.8407;6778962.5660;19;1.884307544400
559955.5867;6991108.8320;76;1.884287861600
283048.4656;6771064.9150;18;1.884220763040
519051.3614;6915335.8100;20;1.883435529600
414690.8849;7059424.1520;15;1.883065896360
340056.9622;6838881.1920;25;1.882734232320
545063.2457;6830287.2500;18;1.882525780200
276894.1602;6998818.1710;28;1.881567137520
396821.0610;7366353.5490;60;1.881230131200
219798.8488;6917220.8750;28;1.879761318400
414701.4830;6734050.3040;15;1.879423078000
374453.7276;7035899.1420;15;1.878750536160
538781.0716;7411727.3840;39;1.878493727040
596045.0866;6824570.1710;18;1.878130275840
342757.1350;6762178.8500;18;1.878089781400
256386.8036;6848196.4560;28;1.877869457760
466851.3090;6845450.7160;28;1.877716118080
531286.2092;6965117.9080;53;1.877677351640
320993.4250;6863062.1180;15;1.877161000000
443037.2278;7008900.6450;24;1.876243392000
166071.6907;6717773.5960;15;1.875841376640
616038.1818;6795181.3360;18;1.875543686680
518448.7660;7119171.9650;74;1.874815379200
419017.2677;6932838.1430;15;1.873974437280
359029.7159;6873369.0620;28;1.873828569760
404864.4233;6992110.2230;15;1.873756238880
247100.9869;6804442.2880;28;1.873337447520
532693.7979;7499596.3850;76;1.873269850560
669996.7226;6934251.0520;76;1.873034221800
276270.7574;7038347.9070;28;1.872769673200
719368.1427;6964890.6420;67;1.871383825680
467566.8971;7147001.0830;35;1.871127370720
526075.8515;7140574.2830;57;1.869487761600
331039.3506;6897779.6130;15;1.869096179520
519967.7449;7209999.3040;75;1.866558517200
259727.8514;6698031.6980;18;1.866389251200
352391.4853;6914164.0280;27;1.865003678240
333372.5780;7032899.7380;28;1.863873723360
289904.5247;6863581.4680;26;1.863670179840
260204.7493;6890471.1810;24;1.862682886800
486291.0231;7056384.1840;24;1.862424084080
279949.0774;7058511.6830;28;1.862420853600
410190.7539;7110986.3950;15;1.862396188800
210585.1863;6746882.9870;18;1.862108817600
388180.0427;6823327.4840;28;1.861797233920
420022.9775;7293799.2430;76;1.861690761080
481364.9361;6922252.7910;24;1.861585234560
554045.9094;7441596.7130;39;1.861490817600
413320.7936;6842201.0280;15;1.860686414640
246013.0236;6670811.6720;19;1.860595177480
375703.3929;6898820.0000;24;1.860438392400
256152.3190;7010216.8110;28;1.860284876200
247222.1322;6721662.7720;18;1.860149916000
497059.6159;6895342.8520;28;1.860016855200
336398.3120;6833303.1880;15;1.859977569480
243111.6677;6842408.3350;15;1.859734096200
272849.7534;6922729.5280;15;1.859465440720
269692.1270;6840549.4960;23;1.859267807280
516921.6720;6947474.1190;35;1.858081816800
428426.1178;6763939.5570;18;1.857309832560
601319.9380;7296774.3120;76;1.857149360680
555175.3707;7157058.5950;41;1.856671721280
600069.8824;7461739.5060;67;1.855364958000
508874.5995;6946324.4290;24;1.855227406480
287638.1494;6648680.1390;14;1.853913104640
337219.9444;6679019.6000;19;1.852386809000
488040.7262;7033672.3800;35;1.852210369680
370905.4756;6868610.9370;28;1.851733189800
410871.4863;6854586.4800;23;1.851672406080
339436.6000;6882545.3560;25;1.850872438080
343900.1860;7587277.1220;39;1.850770991520
427680.2000;7303905.6930;76;1.850596182720
476387.9101;6841562.2770;23;1.850576387880
485310.3611;7170193.1360;55;1.850318948760
268811.4667;7033462.5610;28;1.849126081920
467841.4268;6804875.5310;10;1.848331634000
412344.9086;7045483.1410;15;1.847680300000
638464.6246;7156578.3060;76;1.847420260920
386628.3006;6976631.5900;15;1.846828948800
226509.7096;6722152.3450;18;1.846652169600
320949.3852;7008523.3060;24;1.846559725400
553900.4197;6805636.3710;18;1.845445605120
224736.8725;6929956.3100;15;1.844772114360
495911.2581;6802926.6840;18;1.844128600440
224228.5786;6833201.3960;28;1.843539465600
581708.3279;7095837.8930;68;1.842428471840
304208.2332;6944392.1930;28;1.842375425720
347154.1157;6861553.1550;15;1.842143731560
347593.5262;6892711.7570;15;1.841663325600
278361.0031;6706178.8640;15;1.839476448880
328520.7227;6864011.8810;15;1.837570201600
461821.0039;6976632.6820;24;1.836351525600
419980.2392;6691985.8650;18;1.835887561600
309496.9340;6899528.5800;16;1.835456935000
574902.3505;6851859.8680;18;1.835211642880
201447.8110;6785968.4480;18;1.835199574240
239794.8093;6725031.4400;15;1.834608890400
386694.6201;7441947.1710;39;1.834497726360
531813.4966;7329466.7040;39;1.834405361360
293061.9169;6966623.9740;28;1.833535870000
343064.5220;6931667.4950;26;1.833363225000
363738.3658;6847848.3550;26;1.832877929640
238264.5530;6780970.7430;6;1.832413388520
377133.9361;6825356.5980;28;1.832284490400
545088.8136;7210329.3290;76;1.831427788800
479631.8691;7328347.0910;76;1.830493369760
556259.2537;6830367.3370;18;1.829390023200
444129.4370;6855056.8450;24;1.828210246800
476273.0593;7349229.6290;76;1.827256597200
377045.3893;6708239.2360;18;1.826690304560
572883.0398;6853209.3330;14;1.826109579840
533346.2508;6913636.6770;24;1.825074575800
458890.8244;7609637.8450;77;1.825022068200
306969.8423;6771575.0350;20;1.824733599520
387461.5001;6713697.3170;19;1.824356985880
465020.8118;6923931.9590;28;1.823925895680
221210.8650;6773913.1230;9;1.823592827280
573761.7062;6910108.5490;15;1.823578964160
520201.0883;6905389.5090;18;1.823223703840
487614.2857;6801607.0330;18;1.820860134960
298740.4252;7059742.4870;24;1.819577302080
303318.0970;6977610.1740;28;1.818845223360
298312.0319;6824485.8000;26;1.818517902760
373236.8682;6697473.1800;19;1.818326202720
383641.7311;6818339.2030;24;1.817690582400
461893.5560;6806854.7330;18;1.816421328600
439067.6465;7096538.9820;24;1.815778622840
499706.3269;7053635.4390;53;1.815692295600
236904.0890;6831652.1320;15;1.815337008000
289347.3250;6670512.1990;19;1.815304671360
298751.1492;6876806.7340;24;1.814843315520
470915.4349;7489100.4070;60;1.814726197680
521197.4752;7170643.3370;75;1.812328000080
555085.4139;7413306.7180;39;1.811814044040
534217.4949;6800128.1710;18;1.811543567680
450622.4891;7441027.3280;39;1.811358465000
612169.2548;6833527.0330;18;1.810794371120
256440.5417;7671988.3680;1;1.810478296080
243052.1317;6819966.5480;28;1.810422465480
386861.6905;7133085.1170;24;1.809841014000
542380.0362;7451593.2400;56;1.808737075440
418716.8139;6965226.2260;24;1.808465594240
633659.4682;6970177.4290;53;1.808247911600
339538.7875;6724662.6170;14;1.806890574840
579165.8018;7316753.2000;76;1.806315500880
526265.7653;7144802.7530;75;1.805139007080
541013.3500;6924452.8060;15;1.804641658880
644095.7026;6968558.1920;53;1.804450109440
272832.9985;7036480.5310;28;1.803756661680
376343.7711;6854316.1680;23;1.803532374120
617403.3721;7359595.7820;60;1.802989021680
259320.4830;7052739.5250;28;1.801524492040
309608.7064;7053454.8950;28;1.799386828960
340638.7944;6669623.1050;19;1.797827108360
479386.9032;6835664.4810;23;1.797787220600
513299.9257;7361385.3260;39;1.796845999440
456605.6959;6782833.4190;15;1.796676375000
313188.3084;6714716.0420;14;1.796399171400
502907.5600;6889195.2000;28;1.795960059000
282079.7654;6694403.3050;15;1.795914027200
657142.4495;6853430.4870;20;1.795880920680
277438.8770;6870478.7280;23;1.795770756800
367387.4661;6821647.7940;28;1.795176261560
436979.6770;6991976.7290;15;1.795081260720
440891.7548;6741098.1470;15;1.794884302720
482812.6059;7630639.9630;77;1.794431382240
305024.0234;7069248.1390;28;1.793928683720
387524.5775;7063401.3520;27;1.792964562640
206532.8732;6957246.1250;28;1.792071846400
349462.6045;6909345.7250;27;1.792039659840
386839.4763;6892892.3070;26;1.791642021120
259815.6924;6841798.8570;28;1.789987211280
199110.1570;6676649.1040;18;1.789929662400
632761.6180;6835536.6950;19;1.789125675120
342506.4056;6813840.2080;28;1.788730859360
342098.0412;6696842.9970;18;1.788450620160
517648.8752;7141074.0160;39;1.788157992880
472794.6591;7478694.0400;60;1.787192241000
399873.6280;6964596.1800;26;1.786754412800
355355.6377;7346160.5110;45;1.785730238320
320992.9633;6894040.7920;26;1.784015402400
173459.1407;6703938.7810;14;1.783610535000
357200.8944;6835212.8060;27;1.782576124960
300711.1917;6822826.4250;26;1.782301072400
502565.1127;7572420.7830;77;1.781964003600
235643.5169;6893239.8010;15;1.781447880960
429534.3653;6877748.3560;15;1.781169112800
280947.0535;6908814.7340;15;1.780821437000
356110.5443;6889063.2670;26;1.779862750680
597484.6895;6812794.5930;18;1.778875785600
483900.3554;7316161.4470;76;1.778441904360
272482.4202;6760268.7570;15;1.778331326640
379552.3277;6874468.9140;28;1.778283191560
322304.8165;6737927.5500;18;1.777965127680
443149.1771;6895691.9840;15;1.776757896480
570480.6838;7523417.7080;76;1.773138388840
400789.6777;7364254.3110;53;1.772742127200
431025.6226;6722794.6670;18;1.772712969160
502796.7409;6949123.3210;15;1.771216267440
487163.7682;6859905.7120;23;1.771076922000
467527.2191;7115412.4630;35;1.769949708800
461741.6196;6946673.6630;24;1.769929326880
420272.9888;7399961.7340;39;1.769355075000
426716.4674;6790629.8790;14;1.769203343520
478462.5197;7217366.4290;53;1.769141126680
659760.5708;6929722.5390;53;1.768974324000
513301.4084;7058933.7220;44;1.768813575840
521929.8364;6949823.3400;35;1.768782839040
440348.0526;7021226.1640;26;1.767200171840
363034.4787;7058555.8260;24;1.767091817400
334949.4328;6792277.8620;28;1.767014194400
316987.1737;6685047.1520;18;1.766677000000
483462.6435;7660189.4010;77;1.766058710800
373282.3130;7024764.1500;26;1.765614648240
280836.2684;6968563.0880;28;1.765524524400
230208.7146;6688085.1570;14;1.765011328320
238825.6464;6677239.2490;18;1.764977796000
508713.8961;7680761.7240;83;1.763950827520
245221.7517;6799823.9460;28;1.763723072000
374322.7814;6973232.6940;24;1.763627494640
603972.1938;6840234.4080;18;1.763537335040
478073.1756;7514331.5860;60;1.763457562880
630770.4376;6975225.5180;53;1.763205833400
633241.5518;6822451.5280;18;1.763139473000
334730.2361;7023416.1610;28;1.762412186000
382611.8377;6835363.0910;25;1.760860750320
376199.2976;7612188.1730;60;1.759550864000
447435.4164;7025944.5470;35;1.759494211200
371217.3125;6720344.6440;20;1.759256446800
612838.2524;6874702.0430;47;1.759217694080
496620.4039;6855017.6410;28;1.758809083320
520427.5319;7404160.1420;39;1.758596735520
182146.1837;6688244.7020;15;1.758456634400
398967.3484;6714587.1470;18;1.755931645200
527527.2309;6994407.2330;57;1.755725925400
563087.2580;6794660.6310;14;1.755505649040
497777.5068;7016848.6150;35;1.755324595640
558364.1836;7329856.5510;57;1.752865773680
370930.2529;7316451.0160;53;1.751967862600
362608.6144;6858064.6470;15;1.750120636800
268441.2798;6991675.6130;28;1.750097919600
563716.5615;6834296.0580;18;1.750065109200
277629.6049;7019259.8150;28;1.749402795520
707852.9343;6930163.2600;74;1.747645651120
606387.7089;7011456.8970;76;1.746999104040
397077.3779;6776354.4700;18;1.746722578560
301221.2845;6807651.8370;28;1.746531521280
362902.8017;7398762.1540;39;1.746485690000
555237.6201;6970586.2610;76;1.746471403480
581406.0944;7368212.8040;39;1.746352460160
562983.3705;7073079.0630;76;1.746134897760
299582.9838;7009772.5490;28;1.746113490000
583889.4358;6831577.3930;18;1.745924226480
337724.6931;7108495.4560;28;1.745827793600
363118.6726;6842100.4130;15;1.745755531800
441651.0237;6793279.3040;18;1.745427081600
296750.6765;6960796.1190;28;1.745382361800
442868.1680;6960328.3900;15;1.745003624000
344992.4277;7086801.3350;28;1.743807043440
204573.8399;6992758.3410;28;1.743574514640
502563.9184;7430910.7330;60;1.743556922960
421452.8029;7106382.1940;27;1.743468712960
274034.4839;7663221.3220;76;1.743459618320
305801.3666;6667083.6710;18;1.742872730880
432282.3300;6942124.9300;24;1.740548618640
341358.2843;6700531.6160;18;1.740354837120
296986.7525;7075472.7930;24;1.739503006200
437447.4955;7155467.7240;24;1.739462606880
556185.1545;7436968.3070;39;1.738903035200
402039.2341;7367273.2520;53;1.738555823000
435930.8724;6949772.1700;15;1.738117608800
497978.3185;6957540.1710;15;1.738036456200
423421.8920;7454192.8330;39;1.737571764960
346046.3016;6735608.6380;18;1.737206128160
383545.7298;7354397.7030;57;1.737156517200
515681.9484;6958230.2020;35;1.736490418520
225953.0370;7012313.6650;28;1.735706704000
224760.4964;6709896.8840;18;1.734757985880
390117.7249;6925820.3050;26;1.734406234560
551196.9327;7447494.6570;65;1.734086645760
519249.5628;7043159.4620;41;1.734016540480
449003.1430;7202711.3260;53;1.732868684640
520949.4842;7002034.3560;44;1.732289026240
553739.9958;6842862.7520;18;1.732032305280
359070.7605;7127039.0210;15;1.731836557880
607380.9963;6820581.8540;18;1.731759934080
444228.5231;6911786.1270;24;1.731079237560
312772.1880;7074981.1740;28;1.730162346240
460211.9401;6958609.2680;15;1.730010286000
371999.9463;7305734.8220;45;1.729883054720
464871.3558;6891393.8090;15;1.729705587480
304018.0685;6961176.1020;28;1.728933495520
439030.2660;6919783.1560;15;1.727484048000
544059.5656;7123390.7010;57;1.726917062640
437378.1704;7102696.7320;15;1.726612151360
367321.4575;7324288.2010;53;1.726533824400
673995.8291;6890546.9730;53;1.726110111680
573312.8735;7275040.1040;76;1.726034252000
543992.6108;6899891.8810;37;1.725626136960
402506.5692;6682229.1060;19;1.725424032000
306609.8010;6781721.3160;18;1.725403959800
291515.3460;6779491.9300;15;1.725355436480
547142.0649;6862955.3920;18;1.725312924240
559836.7338;6909538.5760;15;1.724889959600
353760.9341;7053966.3990;26;1.724853804800
367441.4082;7350688.9620;53;1.724347428480
314336.3166;6819867.6780;28;1.723915354000
384968.7855;6985062.5680;27;1.723751764200
568283.4044;7733422.0630;84;1.723685824000
427322.8546;7015947.9030;24;1.723519353400
428629.9737;7380108.7420;39;1.722225628640
200319.5755;6693043.0410;14;1.721692361480
506145.4567;6952971.9560;35;1.721609691200
311515.5044;6952759.2890;28;1.721517811200
370226.5563;6814980.2180;28;1.721238190560
285598.4673;7038911.8340;28;1.721101555200
582890.7948;7105791.2790;68;1.721040370560
555235.3152;7176411.5670;76;1.720766237520
602268.7223;7360125.6250;60;1.720759826240
526955.2772;7204441.3300;75;1.719306812160
566281.6003;7122611.1170;76;1.718402011200
578417.6695;7485381.1430;76;1.717007157120
580211.2675;6779736.5350;18;1.716175711360
611298.9127;6868124.4230;18;1.715435164800
209791.9107;6945890.2950;28;1.715347550160
382710.0229;6950741.0550;24;1.714740534400
586136.7992;7719226.9120;85;1.713669308800
560786.7640;6884297.7800;18;1.713601384000
501916.0373;7658420.0020;77;1.712533730560
514833.8977;6844611.6920;18;1.712301169680
463417.9034;7216666.5650;53;1.712171719440
401919.3380;7436888.9280;39;1.711032309760
342938.0575;6658297.2730;19;1.710882160640
584882.7200;7209447.8070;76;1.710269657880
284506.9135;6831603.0490;25;1.709628420080
323603.3302;6800314.7650;28;1.709465218960
440366.8143;7558206.4030;39;1.709429396400
373275.2264;6830634.6540;16;1.709422466920
220489.0565;6882533.4220;15;1.709136747760
390993.1049;7435149.5480;39;1.708784748000
546922.7099;6820250.9350;18;1.708530410280
279621.1690;6638693.7690;15;1.708463022600
264692.3571;6946850.6520;15;1.707925206960
360721.6416;6661716.1290;19;1.707606285280
391300.6722;6671022.9750;18;1.705870032800
418328.8297;6853626.9410;15;1.705512269440
269701.2302;6898508.3600;24;1.705376126240
297921.8624;6847557.4520;28;1.705241964000
581848.3743;6951903.4290;76;1.705219418240
540911.8941;7038731.3340;76;1.704838811520
233822.9708;6969672.0540;28;1.704434796880
484430.6525;7174491.5980;55;1.704265515640
310505.6113;6971772.3780;28;1.703930897360
335913.8642;7020036.3910;28;1.703604065200
441576.0924;7149649.8330;35;1.703125306200
409088.7501;7139612.0600;15;1.702171976400
382683.2322;6713337.3990;18;1.702057869520
416090.6237;6765088.8840;15;1.702045089680
317617.3325;6651539.5150;18;1.701497517440
615747.9544;6823240.9690;18;1.701363476160
256428.5640;6737506.9750;20;1.700550118800
512941.0737;7544850.5580;76;1.700478974880
546570.2134;7662148.0380;85;1.700316812800
558806.8412;6933629.7420;24;1.700287314360
304632.8776;7029309.5570;28;1.699911228240
404743.3970;6871550.2760;28;1.697112494880
352732.6299;6826265.9570;25;1.696988585280
290155.6675;6793046.9440;28;1.696743256240
449374.8118;7667257.2430;76;1.696165577240
552820.2223;6850679.8950;18;1.695493662720
296291.7508;7090073.5300;24;1.695230618240
391610.5391;6672382.4900;15;1.695088752080
384655.2763;7406049.6540;39;1.694628987040
461878.5237;7479093.9390;60;1.693610646720
638109.6597;6834337.2390;15;1.693356249120
617687.2969;6813644.5640;18;1.693334795040
563612.8557;7477064.1660;76;1.693188903960
381292.4421;6826446.2680;28;1.693083847920
212822.0009;6866699.0240;15;1.692978522400
571759.4526;7355457.4010;60;1.692740317400
458240.0592;7160796.0840;39;1.692392525240
253399.1013;6777952.0250;15;1.691557120000
335697.9411;6881735.5730;15;1.691038127680
446829.2266;6779734.3230;15;1.690940076280
253249.1303;6781230.8220;18;1.690904878720
354421.3110;7012514.3220;28;1.690456962000
315856.6594;7043230.6740;28;1.690362100240
390878.8378;6839631.6460;26;1.689347130720
384428.1286;7097387.1260;16;1.689180546560
594675.7953;6804807.5180;18;1.688790654720
484961.4424;7060182.7960;15;1.688411651520
446775.9241;7004502.2900;26;1.688183027200
569541.9190;7010721.8110;53;1.687826145000
437881.7232;6854386.9880;28;1.687646070880
411099.6206;6962727.0310;24;1.687178527680
430799.9893;7143741.8180;35;1.687088734080
362529.3116;6815150.0280;28;1.686777731200
385872.4222;6686257.4060;14;1.686268725240
383945.5433;7376689.8610;53;1.686044763600
457340.5452;7144521.8190;35;1.685357955000
336999.4074;7024610.7650;24;1.684121271840
652440.7841;7129841.2060;67;1.683795219200
515281.0591;7634928.0910;77;1.683580807920
523788.8120;6972405.1520;41;1.682677180560
335929.2799;6991656.5840;28;1.682537903600
393688.5694;6779843.1280;15;1.682287701600
548459.8838;7691357.4950;85;1.681429332000
629722.8998;6815733.9070;18;1.681081367760
464932.8365;6767999.0180;18;1.680986535160
487914.1565;6803226.4410;15;1.680805961280
225496.0314;6963414.2100;28;1.680285022200
243032.3323;6810520.0310;28;1.680201235800
312346.3330;6876327.1410;23;1.679984866040
516948.8434;7436298.7690;60;1.679304968560
533776.6777;6871402.1610;18;1.678596965920
262276.3948;6739786.1890;15;1.678319387640
444434.5359;7230441.6320;53;1.677983331800
448952.8392;7372931.2640;53;1.675392620000
649803.7249;6960841.1210;67;1.674551607640
221361.8602;6697961.4130;18;1.674332034240
340505.6737;6916922.8110;16;1.673941092720
591317.4589;6987423.5430;47;1.673859493680
249597.8390;6941722.3300;24;1.672770823920
251899.5668;6787808.3970;28;1.672577615200
214121.5957;6862360.6160;28;1.672263174000
321044.0023;6814239.7770;28;1.672250643200
554970.2372;6788852.6940;18;1.671777496920
460844.0156;6800357.1090;15;1.671526675720
321971.5248;6971432.6590;28;1.670347822080
635179.7331;6905111.2330;47;1.669723681360
248938.3594;6920040.2020;24;1.669721422560
367701.2135;7431680.7640;39;1.669160849600
455045.7626;6834014.7130;28;1.669033111200
280236.2965;6981148.5580;28;1.668926181600
446079.0640;6831815.3520;28;1.668769225200
239251.4806;6943361.6190;15;1.668443286000
547362.1594;6851279.6150;18;1.668324140560
455826.0959;6768668.5920;14;1.668064027080
299650.4846;6898788.6850;15;1.666082290240
656841.7794;6915677.6400;47;1.665738402600
348058.0388;7104504.9920;28;1.665555752160
402395.3964;6784141.7390;18;1.665393411880
410522.8457;6742287.1740;18;1.665325987360
354133.6388;6713736.8670;19;1.664999374080
294903.4642;6814009.4850;28;1.663910540880
568230.8665;7409408.0580;39;1.663440712440
386621.9166;6706509.9930;19;1.663260585320
422358.7869;6720325.3910;15;1.663049840400
533442.8715;7351648.7960;39;1.662377695680
485331.6732;7621982.9900;77;1.662339533120
306407.5109;6939673.9460;25;1.661987594520
354623.1770;6737617.9850;18;1.661742815040
593734.4960;6994161.0980;76;1.660626986400
342684.8042;6995915.1460;28;1.658259582280
561932.8917;7363774.4390;39;1.657998239520
416045.6050;7115884.6960;24;1.657208493440
379722.7012;6846139.1640;15;1.656866769920
403784.7287;6800995.7240;18;1.656078012160
338657.2296;7117431.2520;28;1.655959280160
503008.4255;6824338.9540;18;1.654842080720
313255.4173;6913223.6730;27;1.654707254280
390953.4289;7495858.3970;56;1.653091920360
628743.3656;7030549.1610;76;1.652274750000
487129.8697;7142802.9750;76;1.652171150040
423931.3803;7073561.1380;15;1.651956352800
329624.2417;7011421.3920;91;1.651048749720
409822.2071;6831434.8720;28;1.650864717600
470657.7884;6979181.8880;15;1.650327030000
327531.0392;6866810.8410;28;1.650202122240
309426.3712;6943982.4380;15;1.650068535880
528978.3059;6875250.6940;18;1.649707906560
232237.7699;6708957.2950;18;1.649477631400
457950.0059;7192754.9100;53;1.649085500720
567403.3394;6965868.1590;47;1.648784734240
496607.3524;7598971.2560;77;1.648529626000
232947.0894;6740645.5620;18;1.648452084160
453374.1776;6970424.8360;24;1.647680481600
368031.0223;7413667.0090;39;1.647521072160
351565.5936;6997882.5710;15;1.647479018760
678608.8124;6995174.8480;67;1.646674162400
513429.8974;7352518.4820;76;1.646517639000
427591.9892;7079495.0290;26;1.646412143040
244463.1812;6718543.9030;14;1.645872801720
526079.9013;6840663.2560;18;1.645762675680
566934.6563;6878300.0140;15;1.645491235800
525599.7052;6863904.7760;18;1.645342896000
433879.6631;7084193.3970;38;1.644262425600
209333.1138;6876085.5670;28;1.642054807000
314426.5818;7017388.0280;28;1.641937478720
298435.3429;7069657.9060;28;1.641382319080
363525.7611;7088181.1100;28;1.641373952640
463168.8937;7105276.0980;35;1.641262402800
548837.4140;7359815.9010;39;1.641219094000
613187.1938;6941197.7750;47;1.640289505920
500747.4977;6948273.6050;35;1.639654006760
351182.0962;6902108.3770;15;1.639495165000
512974.6699;6837694.1970;19;1.639472388120
482041.0150;7338283.5440;76;1.638921326400
543519.8844;7483032.1470;76;1.638853688640
447027.0229;6941375.3870;15;1.638816666600
284417.3652;6811790.1540;28;1.638782526520
527016.5647;7599670.8070;77;1.638567476640
433781.4730;6958768.8300;15;1.638217608400
379264.9112;6672202.4440;18;1.637819839800
600596.1999;7154115.9590;74;1.637004216000
264101.4916;7011631.3970;28;1.635208828200
627079.7239;7150734.3640;76;1.634959577000
533144.7837;7644324.6780;80;1.633558444440
173059.2083;6711465.9760;15;1.632739066840
470546.4313;7573650.6390;76;1.632303562240
392148.2463;7177564.4850;15;1.631230401000
303524.4302;7076317.5740;28;1.631099210480
583288.7025;7033032.8420;76;1.630821457920
361944.0361;7588996.4110;76;1.630022242080
406597.6510;7356876.9500;53;1.629804406000
455706.1140;6771237.6460;18;1.629738626040
342436.3052;6823196.9010;28;1.628659764000
263424.1747;6985724.6720;28;1.628464937720
256966.5162;6853014.7290;15;1.628456894200
444459.9623;6800496.7540;18;1.628407582400
384102.0607;6774694.8360;18;1.628232874200
234554.2858;6867369.1710;28;1.627886087840
598242.1398;6977404.3000;76;1.627722715080
462768.9667;7111783.7260;35;1.627488514400
392842.4559;7364784.0820;53;1.627035116800
242499.7485;6978389.0120;28;1.626941367120
478192.6446;7211778.3940;76;1.626535075120
233081.7228;6998833.5490;28;1.625822749760
361038.2738;7111451.6460;25;1.625793566400
610999.4429;6845942.4920;18;1.625747461200
473214.8284;7152349.2840;15;1.625654575640
240674.8891;6686995.6730;18;1.625380958760
501055.6386;7071459.0290;76;1.625132509200
419382.9707;7076447.0360;24;1.625096826000
485752.7022;6959219.3900;35;1.624651243040
434533.6267;6788450.8490;18;1.624104045200
331091.7287;6733659.2070;14;1.624002980160
215512.1753;6809759.8570;6;1.623972524680
528797.8746;6914336.3420;35;1.623247836480
427233.7415;6964166.7460;24;1.623177967880
561892.8950;7295228.8820;76;1.623117775000
262033.0944;6958696.3630;28;1.622926764800
523077.8619;7593802.8950;77;1.622782409160
333714.5678;7083277.4690;28;1.622166036000
414788.9331;6923771.3960;24;1.621977168240
357622.4783;6706429.6670;18;1.621961361600
435093.3062;6806444.4340;15;1.620944556440
457123.7105;6921282.8200;15;1.618485094200
209256.1138;6715714.6930;18;1.617494473520
501388.7905;6842632.2590;23;1.616735529000
567111.1214;7178400.9390;67;1.616511578600
553576.0877;7444845.5790;65;1.616333268640
200584.9123;6961874.3500;28;1.614969937000
423182.3247;7174573.8340;35;1.613945889600
409733.1052;7097877.1550;28;1.613656724520
523369.4488;6941196.4480;24;1.611677435760
471176.1757;7568412.4940;76;1.611594492240
491091.3747;6925181.8610;15;1.610829737280
