num_neurons1,activation_function1,num_neurons2,activation_function2,min_absolute_error,mean_absolute_error,max_absolute_error,mean_relative_error,max_relative_error
3,tanh,7,tanh,-0.059880,-0.003914,0.058465,0.062792,0.229598
3,tanh,8,selu,-0.050041,-0.003405,0.048543,0.056967,0.185155
3,tanh,8,relu,-0.030674,0.003459,0.045106,0.040125,0.149927
3,tanh,8,tanh,-0.030045,0.008454,0.069949,0.049426,0.216277
4,selu,,,-0.034882,0.000264,0.042010,0.037381,0.137045
4,selu,3,selu,-0.031409,0.000823,0.038704,0.036656,0.130303
4,selu,3,relu,-0.033544,0.002607,0.042996,0.045788,0.153993
4,selu,3,tanh,-0.046671,-0.007804,0.034886,0.042791,0.149369
4,selu,4,selu,-0.030274,0.004592,0.050173,0.042703,0.160703
4,selu,4,relu,-0.034955,0.001963,0.046364,0.041894,0.161781
4,selu,4,tanh,-0.044672,-0.003352,0.039870,0.039956,0.145466
4,selu,5,selu,-0.037909,0.000912,0.048365,0.041915,0.162455
4,selu,5,relu,-0.031089,0.001537,0.043893,0.039466,0.146338
4,selu,5,tanh,-0.052448,-0.008550,0.039968,0.054546,0.167080
4,selu,6,selu,-0.039647,-0.000796,0.042286,0.045995,0.159905
4,selu,6,relu,-0.035707,0.000883,0.040914,0.039132,0.142165
4,selu,6,tanh,-0.043642,-0.000783,0.051497,0.043405,0.169303
4,selu,7,selu,-0.035404,0.000427,0.044830,0.037894,0.143401
4,selu,7,relu,-0.040280,-0.003884,0.037598,0.039701,0.149481
4,selu,7,tanh,-0.035776,0.008980,0.062733,0.052860,0.196230
4,selu,8,selu,-0.051527,-0.006020,0.043678,0.050354,0.171181
4,selu,8,relu,-0.042006,-0.005916,0.035274,0.038115,0.141994
4,selu,8,tanh,-0.043616,0.001000,0.050824,0.053803,0.188276
4,relu,,,-0.033623,0.004554,0.047443,0.040922,0.154111
4,relu,3,selu,-0.036548,0.001208,0.044127,0.043889,0.160705
4,relu,3,relu,-0.036378,-0.001873,0.039243,0.045182,0.152141
4,relu,3,tanh,-0.043735,-0.003427,0.040764,0.049546,0.163970
4,relu,4,selu,-0.032996,-0.000338,0.039383,0.039297,0.139688
4,relu,4,relu,-0.034889,-0.001204,0.040426,0.036319,0.132264
4,relu,4,tanh,-0.036295,0.003110,0.045573,0.044437,0.147307
4,relu,5,selu,-0.039508,0.000786,0.042387,0.046542,0.161899
4,relu,5,relu,-0.356240,0.005605,0.406135,0.513271,1.233544
4,relu,5,tanh,-0.041976,-0.003463,0.037726,0.043963,0.151579
4,relu,6,selu,-0.028429,0.005360,0.043988,0.041320,0.148783
4,relu,6,relu,-0.028423,0.004524,0.048687,0.042375,0.154447
4,relu,6,tanh,-0.036348,0.002057,0.051833,0.037431,0.169511
4,relu,7,selu,-0.035196,0.001277,0.042817,0.037573,0.151516
4,relu,7,relu,-0.036156,-0.001200,0.034953,0.039378,0.138243
4,relu,7,tanh,-0.032581,0.004089,0.049998,0.041686,0.163114
4,relu,8,selu,-0.035296,-0.000371,0.041727,0.042999,0.149498
4,relu,8,relu,-0.040948,-0.007672,0.032627,0.044033,0.143963
4,relu,8,tanh,-0.034399,0.004978,0.052778,0.052630,0.192754
4,tanh,,,-0.035642,-0.000180,0.041557,0.037796,0.139506
4,tanh,3,selu,-0.036015,0.001928,0.044721,0.040837,0.144110
4,tanh,3,relu,-0.035557,0.002716,0.049024,0.040511,0.154724
4,tanh,3,tanh,-0.034493,0.007379,0.055588,0.050015,0.173516
4,tanh,4,selu,-0.036621,0.003053,0.048224,0.044627,0.166843
4,tanh,4,relu,-0.041147,-0.003778,0.043743,0.039984,0.148144
4,tanh,4,tanh,-0.047685,-0.005769,0.047431,0.055352,0.182901
4,tanh,5,selu,-0.040431,-0.000712,0.043302,0.042908,0.151390
4,tanh,5,relu,-0.044023,-0.000093,0.049209,0.053614,0.174004
4,tanh,5,tanh,-0.034422,0.012686,0.074314,0.066786,0.233651
4,tanh,6,selu,-0.038980,-0.001452,0.044212,0.038460,0.145469
4,tanh,6,relu,-0.043046,-0.001978,0.042423,0.045867,0.160688
4,tanh,6,tanh,-0.032232,0.008687,0.057464,0.048227,0.177655
4,tanh,7,selu,-0.036290,0.007182,0.053239,0.049828,0.178419
4,tanh,7,relu,-0.039721,-0.001236,0.042813,0.042416,0.147956
4,tanh,7,tanh,-0.069765,-0.013657,0.046431,0.064173,0.219674
4,tanh,8,selu,-0.036049,0.002888,0.050594,0.042386,0.167944
4,tanh,8,relu,-0.036809,-0.002163,0.040378,0.036796,0.146593
4,tanh,8,tanh,-0.051230,-0.001578,0.059300,0.054946,0.201732
5,selu,,,-0.036440,-0.000948,0.039682,0.039110,0.143530
5,selu,3,selu,-0.040957,-0.005129,0.037213,0.039545,0.135449
5,selu,3,relu,-0.038793,-0.002051,0.038361,0.037913,0.143297
5,selu,3,tanh,-0.044441,-0.004504,0.039589,0.052955,0.167153
5,selu,4,selu,-0.035812,0.005918,0.053479,0.044109,0.172396
5,selu,4,relu,-0.036613,-0.003310,0.034256,0.041149,0.138562
5,selu,4,tanh,-0.046634,-0.001249,0.047646,0.042387,0.179740
5,selu,5,selu,-0.041131,0.005484,0.053735,0.051417,0.170249
5,selu,5,relu,-0.035428,0.001432,0.041323,0.035203,0.137642
