x,y,k_rock,Cp_rock,rho_rock,T_surface,q_geothermal,E_borehole,E_hectare
25498197.204600,6672876.051090,3.20,721,2640,6.986,40.675,5.11,127.8
25498397.204600,6672876.051090,3.20,721,2640,6.983,40.681,5.11,127.8
25498497.204600,6672876.051090,3.20,721,2640,6.982,40.684,5.11,127.7
25498597.204600,6672876.051090,3.20,721,2640,6.981,40.687,5.11,127.7
25500697.204600,6672876.051090,2.66,731,2906,6.936,40.758,5.13,128.4
25500897.204600,6672876.051090,2.87,725,2707,6.928,40.766,4.98,124.6
25500997.204600,6672876.051090,2.87,725,2707,6.926,40.769,4.98,124.6
25501097.204600,6672876.051090,2.87,725,2707,6.923,40.773,4.98,124.5
25501197.204600,6672876.051090,2.87,725,2707,6.921,40.777,4.98,124.4
25501297.204600,6672876.051090,2.87,725,2707,6.919,40.780,4.98,124.4
25501397.204600,6672876.051090,2.87,725,2707,6.918,40.784,4.98,124.4
25501497.204600,6672876.051090,2.87,725,2707,6.916,40.788,4.97,124.3
25501597.204600,6672876.051090,2.87,725,2707,6.914,40.792,4.97,124.3
25501697.204600,6672876.051090,2.87,725,2707,6.913,40.795,4.97,124.3
25501797.204600,6672876.051090,2.87,725,2707,6.911,40.799,4.97,124.2
25501897.204600,6672876.051090,3.17,731,2675,6.910,40.803,5.12,128.1
25501997.204600,6672876.051090,3.17,731,2675,6.910,40.806,5.12,128.1
25502097.204600,6672876.051090,3.17,731,2675,6.911,40.810,5.12,128.1
25502197.204600,6672876.051090,3.17,731,2675,6.913,40.814,5.12,128.1
25502297.204600,6672876.051090,3.17,731,2675,6.917,40.817,5.13,128.2
25502397.204600,6672876.051090,3.17,731,2675,6.920,40.821,5.13,128.2
25502497.204600,6672876.051090,3.17,731,2675,6.924,40.825,5.13,128.3
25502597.204600,6672876.051090,3.17,731,2675,6.928,40.829,5.13,128.3
25502697.204600,6672876.051090,3.17,731,2675,6.932,40.832,5.14,128.4
25502797.204600,6672876.051090,3.17,731,2675,6.936,40.837,5.14,128.4
25502897.204600,6672876.051090,3.17,731,2675,6.939,40.840,5.14,128.5
25502997.204600,6672876.051090,3.17,731,2675,6.943,40.844,5.14,128.5
25503097.204600,6672876.051090,3.17,731,2675,6.945,40.848,5.14,128.6
25503197.204600,6672876.051090,3.17,731,2675,6.948,40.852,5.14,128.6
25503297.204600,6672876.051090,3.17,731,2675,6.950,40.856,5.15,128.6
25503397.204600,6672876.051090,3.17,731,2675,6.952,40.860,5.15,128.7
25503497.204600,6672876.051090,3.17,731,2675,6.954,40.864,5.15,128.7
25503597.204600,6672876.051090,3.17,731,2675,6.956,40.868,5.15,128.7
25503697.204600,6672876.051090,3.17,731,2675,6.958,40.872,5.15,128.8
25504297.204600,6672876.051090,3.17,731,2675,6.956,40.897,5.15,128.7
25504397.204600,6672876.051090,3.17,731,2675,6.955,40.900,5.15,128.7
25504497.204600,6672876.051090,3.17,731,2675,6.953,40.904,5.15,128.7
25504597.204600,6672876.051090,3.17,731,2675,6.951,40.908,5.15,128.7
25504697.204600,6672876.051090,3.17,731,2675,6.949,40.912,5.15,128.6
25504997.204600,6672876.051090,3.17,731,2675,6.948,40.925,5.15,128.6
25505097.204600,6672876.051090,3.17,731,2675,6.949,40.928,5.15,128.7
25491997.204600,6672976.051090,3.20,721,2640,6.995,40.549,5.11,127.9
25492097.204600,6672976.051090,2.66,731,2906,6.998,40.549,5.16,129.0
25492297.204600,6672976.051090,2.66,731,2906,7.004,40.549,5.16,129.0
25495397.204600,6672976.051090,2.87,725,2707,6.949,40.601,5.00,125.0
25495497.204600,6672976.051090,2.87,725,2707,6.946,40.604,5.00,125.0
25495597.204600,6672976.051090,2.87,725,2707,6.943,40.606,5.00,124.9
25495697.204600,6672976.051090,2.87,725,2707,6.939,40.608,4.99,124.8
25495797.204600,6672976.051090,2.87,725,2707,6.935,40.611,4.99,124.7
25495897.204600,6672976.051090,2.87,725,2707,6.932,40.613,4.98,124.6
25495997.204600,6672976.051090,2.87,725,2707,6.929,40.616,4.98,124.6
25496097.204600,6672976.051090,2.87,725,2707,6.929,40.618,4.98,124.6
25496197.204600,6672976.051090,2.87,725,2707,6.932,40.620,4.98,124.6
25496297.204600,6672976.051090,3.20,721,2640,6.936,40.623,5.08,127.0
25496397.204600,6672976.051090,3.20,721,2640,6.940,40.625,5.08,127.1
25496497.204600,6672976.051090,3.20,721,2640,6.944,40.627,5.09,127.2
25496597.204600,6672976.051090,3.20,721,2640,6.949,40.630,5.09,127.3
25496697.204600,6672976.051090,3.20,721,2640,6.953,40.633,5.09,127.3
25496797.204600,6672976.051090,3.20,721,2640,6.958,40.636,5.10,127.4
25496897.204600,6672976.051090,3.20,721,2640,6.964,40.639,5.10,127.5
25496997.204600,6672976.051090,3.20,721,2640,6.969,40.642,5.10,127.6
25497097.204600,6672976.051090,2.87,725,2707,6.972,40.645,5.02,125.5
25497197.204600,6672976.051090,2.87,725,2707,6.973,40.648,5.02,125.5
25497297.204600,6672976.051090,3.20,721,2640,6.974,40.650,5.10,127.6
25497397.204600,6672976.051090,3.20,721,2640,6.975,40.653,5.11,127.6
25497497.204600,6672976.051090,3.20,721,2640,6.977,40.656,5.11,127.7
25497597.204600,6672976.051090,3.20,721,2640,6.979,40.659,5.11,127.7
25497697.204600,6672976.051090,3.20,721,2640,6.981,40.662,5.11,127.7
25500597.204600,6672976.051090,2.66,731,2906,6.936,40.758,5.13,128.4
25500697.204600,6672976.051090,2.66,731,2906,6.933,40.761,5.13,128.3
25500797.204600,6672976.051090,2.66,731,2906,6.929,40.764,5.13,128.3
25500897.204600,6672976.051090,2.66,731,2906,6.925,40.768,5.13,128.2
25500997.204600,6672976.051090,2.66,731,2906,6.921,40.772,5.13,128.2
25501097.204600,6672976.051090,3.10,723,2794,6.919,40.775,5.18,129.4
25501197.204600,6672976.051090,3.10,723,2794,6.917,40.779,5.17,129.4
25501297.204600,6672976.051090,3.10,723,2794,6.916,40.783,5.17,129.4
25501397.204600,6672976.051090,3.10,723,2794,6.915,40.787,5.17,129.3
25501497.204600,6672976.051090,3.10,723,2794,6.913,40.790,5.17,129.3
25501597.204600,6672976.051090,3.17,731,2675,6.911,40.794,5.12,128.1
25501697.204600,6672976.051090,2.87,725,2707,6.909,40.798,4.97,124.2
25501797.204600,6672976.051090,3.17,731,2675,6.907,40.802,5.12,128.0
25501897.204600,6672976.051090,3.17,731,2675,6.905,40.805,5.12,128.0
25501997.204600,6672976.051090,3.17,731,2675,6.904,40.809,5.12,128.0
25502097.204600,6672976.051090,3.17,731,2675,6.906,40.813,5.12,128.0
25502197.204600,6672976.051090,3.17,731,2675,6.909,40.816,5.12,128.1
25502297.204600,6672976.051090,3.17,731,2675,6.914,40.820,5.13,128.1
25502397.204600,6672976.051090,3.17,731,2675,6.918,40.824,5.13,128.2
25502497.204600,6672976.051090,3.17,731,2675,6.923,40.828,5.13,128.3
25502597.204600,6672976.051090,3.17,731,2675,6.927,40.831,5.13,128.3
25502697.204600,6672976.051090,3.17,731,2675,6.932,40.835,5.14,128.4
25502797.204600,6672976.051090,3.17,731,2675,6.936,40.839,5.14,128.4
25502897.204600,6672976.051090,3.17,731,2675,6.940,40.843,5.14,128.5
25502997.204600,6672976.051090,3.17,731,2675,6.943,40.847,5.14,128.5
25503097.204600,6672976.051090,3.17,731,2675,6.946,40.851,5.14,128.6
25503197.204600,6672976.051090,3.17,731,2675,6.949,40.855,5.14,128.6
25503297.204600,6672976.051090,3.17,731,2675,6.951,40.859,5.15,128.7
25503397.204600,6672976.051090,3.17,731,2675,6.953,40.863,5.15,128.7
25503497.204600,6672976.051090,3.17,731,2675,6.955,40.867,5.15,128.7
25503597.204600,6672976.051090,3.17,731,2675,6.957,40.871,5.15,128.7
25503697.204600,6672976.051090,3.17,731,2675,6.959,40.875,5.15,128.8
25504197.204600,6672976.051090,3.17,731,2675,6.959,40.896,5.15,128.8
25504297.204600,6672976.051090,3.17,731,2675,6.957,40.899,5.15,128.8
25504397.204600,6672976.051090,3.17,731,2675,6.955,40.903,5.15,128.7
25504497.204600,6672976.051090,3.17,731,2675,6.952,40.907,5.15,128.7
25504597.204600,6672976.051090,3.17,731,2675,6.950,40.911,5.15,128.7
25504697.204600,6672976.051090,3.17,731,2675,6.948,40.915,5.15,128.6
25494897.204600,6673076.051090,2.87,725,2707,6.961,40.591,5.01,125.3
25495197.204600,6673076.051090,2.87,725,2707,6.951,40.598,5.00,125.1
25495297.204600,6673076.051090,2.87,725,2707,6.949,40.600,5.00,125.0
25495397.204600,6673076.051090,2.87,725,2707,6.946,40.603,5.00,125.0
25495497.204600,6673076.051090,2.87,725,2707,6.943,40.605,5.00,124.9
25495597.204600,6673076.051090,2.87,725,2707,6.940,40.607,4.99,124.8
25495697.204600,6673076.051090,2.87,725,2707,6.937,40.610,4.99,124.7
25495797.204600,6673076.051090,2.87,725,2707,6.934,40.612,4.99,124.7
25495897.204600,6673076.051090,2.87,725,2707,6.931,40.615,4.98,124.6
25495997.204600,6673076.051090,3.20,721,2640,6.929,40.617,5.07,126.8
25496097.204600,6673076.051090,3.20,721,2640,6.930,40.619,5.08,126.9
25496197.204600,6673076.051090,3.20,721,2640,6.932,40.622,5.08,127.0
25496297.204600,6673076.051090,3.20,721,2640,6.936,40.624,5.08,127.0
25496397.204600,6673076.051090,3.20,721,2640,6.940,40.626,5.08,127.1
25496497.204600,6673076.051090,3.20,721,2640,6.944,40.629,5.09,127.2
25496597.204600,6673076.051090,3.20,721,2640,6.949,40.631,5.09,127.3
25496697.204600,6673076.051090,2.87,725,2707,6.954,40.634,5.01,125.2
25496797.204600,6673076.051090,3.20,721,2640,6.959,40.637,5.10,127.4
25496897.204600,6673076.051090,3.20,721,2640,6.964,40.640,5.10,127.5
25496997.204600,6673076.051090,2.66,731,2906,6.969,40.643,5.15,128.7
25497097.204600,6673076.051090,2.87,725,2707,6.972,40.646,5.02,125.5
25497197.204600,6673076.051090,2.87,725,2707,6.973,40.649,5.02,125.5
25497297.204600,6673076.051090,2.87,725,2707,6.974,40.652,5.02,125.6
25497397.204600,6673076.051090,2.87,725,2707,6.975,40.655,5.02,125.6
25497497.204600,6673076.051090,3.20,721,2640,6.976,40.658,5.11,127.7
25497597.204600,6673076.051090,3.20,721,2640,6.978,40.661,5.11,127.7
25497697.204600,6673076.051090,3.20,721,2640,6.980,40.664,5.11,127.7
25499197.204600,6673076.051090,2.87,725,2707,6.967,40.713,5.02,125.5
25500597.204600,6673076.051090,2.66,731,2906,6.934,40.760,5.13,128.3
25500697.204600,6673076.051090,2.66,731,2906,6.931,40.763,5.13,128.3
25500797.204600,6673076.051090,2.66,731,2906,6.927,40.767,5.13,128.3
25500897.204600,6673076.051090,2.66,731,2906,6.922,40.771,5.13,128.2
25500997.204600,6673076.051090,2.66,731,2906,6.918,40.774,5.13,128.1
25501097.204600,6673076.051090,3.10,723,2794,6.915,40.778,5.17,129.3
25501197.204600,6673076.051090,3.10,723,2794,6.915,40.782,5.17,129.3
25501297.204600,6673076.051090,3.10,723,2794,6.914,40.786,5.17,129.3
25501397.204600,6673076.051090,3.10,723,2794,6.912,40.789,5.17,129.3
25501497.204600,6673076.051090,3.17,731,2675,6.911,40.793,5.12,128.1
25501597.204600,6673076.051090,3.17,731,2675,6.909,40.797,5.12,128.1
25501697.204600,6673076.051090,3.17,731,2675,6.907,40.801,5.12,128.0
25501797.204600,6673076.051090,3.17,731,2675,6.904,40.804,5.12,128.0
25501897.204600,6673076.051090,3.17,731,2675,6.901,40.808,5.12,128.0
25501997.204600,6673076.051090,3.17,731,2675,6.899,40.812,5.12,127.9
25502097.204600,6673076.051090,3.17,731,2675,6.901,40.816,5.12,128.0
25502197.204600,6673076.051090,3.17,731,2675,6.906,40.819,5.12,128.0
25502297.204600,6673076.051090,3.17,731,2675,6.912,40.823,5.12,128.1
25502397.204600,6673076.051090,3.17,731,2675,6.917,40.827,5.13,128.2
25502497.204600,6673076.051090,3.17,731,2675,6.922,40.831,5.13,128.3
25502597.204600,6673076.051090,3.17,731,2675,6.927,40.835,5.13,128.3
25502697.204600,6673076.051090,3.17,731,2675,6.932,40.838,5.14,128.4
25502797.204600,6673076.051090,3.17,731,2675,6.936,40.843,5.14,128.4
25502897.204600,6673076.051090,3.17,731,2675,6.941,40.847,5.14,128.5
25502997.204600,6673076.051090,3.17,731,2675,6.945,40.850,5.14,128.6
25503097.204600,6673076.051090,3.17,731,2675,6.948,40.855,5.14,128.6
25503197.204600,6673076.051090,3.17,731,2675,6.950,40.859,5.15,128.6
25503297.204600,6673076.051090,3.17,731,2675,6.952,40.863,5.15,128.7
25503397.204600,6673076.051090,3.17,731,2675,6.954,40.867,5.15,128.7
25503497.204600,6673076.051090,3.17,731,2675,6.956,40.871,5.15,128.7
25503597.204600,6673076.051090,3.17,731,2675,6.958,40.875,5.15,128.8
25503697.204600,6673076.051090,3.17,731,2675,6.960,40.878,5.15,128.8
25504197.204600,6673076.051090,3.17,731,2675,6.961,40.899,5.15,128.8
25504297.204600,6673076.051090,3.17,731,2675,6.958,40.903,5.15,128.8
25504397.204600,6673076.051090,3.17,731,2675,6.955,40.906,5.15,128.7
25504497.204600,6673076.051090,3.17,731,2675,6.952,40.910,5.15,128.7
25504597.204600,6673076.051090,3.17,731,2675,6.949,40.915,5.15,128.6
25504697.204600,6673076.051090,3.17,731,2675,6.946,40.919,5.14,128.6
25494397.204600,6673176.051090,2.87,725,2707,6.978,40.581,5.02,125.6
25494797.204600,6673176.051090,2.87,725,2707,6.962,40.590,5.01,125.3
25494897.204600,6673176.051090,2.87,725,2707,6.959,40.592,5.01,125.3
25494997.204600,6673176.051090,2.87,725,2707,6.955,40.594,5.01,125.2
25495097.204600,6673176.051090,2.87,725,2707,6.952,40.597,5.00,125.1
25495197.204600,6673176.051090,2.87,725,2707,6.949,40.599,5.00,125.0
25495297.204600,6673176.051090,2.87,725,2707,6.947,40.601,5.00,125.0
25495397.204600,6673176.051090,3.17,731,2675,6.944,40.604,5.14,128.4
25495497.204600,6673176.051090,3.17,731,2675,6.941,40.606,5.14,128.4
25495597.204600,6673176.051090,2.87,725,2707,6.938,40.609,4.99,124.8
25495697.204600,6673176.051090,2.87,725,2707,6.936,40.611,4.99,124.7
25495797.204600,6673176.051090,2.87,725,2707,6.933,40.613,4.99,124.6
25495897.204600,6673176.051090,2.87,725,2707,6.931,40.616,4.98,124.6
25495997.204600,6673176.051090,2.87,725,2707,6.930,40.618,4.98,124.6
25496097.204600,6673176.051090,2.87,725,2707,6.931,40.621,4.98,124.6
25496197.204600,6673176.051090,3.20,721,2640,6.933,40.623,5.08,127.0
25496297.204600,6673176.051090,3.20,721,2640,6.936,40.626,5.08,127.0
25496397.204600,6673176.051090,3.20,721,2640,6.940,40.628,5.08,127.1
25496497.204600,6673176.051090,3.20,721,2640,6.944,40.630,5.09,127.2
25496597.204600,6673176.051090,3.20,721,2640,6.948,40.633,5.09,127.3
25496697.204600,6673176.051090,3.20,721,2640,6.953,40.636,5.09,127.3
25496797.204600,6673176.051090,2.66,731,2906,6.958,40.639,5.14,128.6
25496897.204600,6673176.051090,2.66,731,2906,6.963,40.642,5.14,128.6
25496997.204600,6673176.051090,3.20,721,2640,6.967,40.645,5.10,127.5
25497097.204600,6673176.051090,2.66,731,2906,6.970,40.648,5.15,128.7
25497197.204600,6673176.051090,2.87,725,2707,6.971,40.651,5.02,125.5
25497297.204600,6673176.051090,3.20,721,2640,6.973,40.654,5.10,127.6
25497397.204600,6673176.051090,3.20,721,2640,6.974,40.657,5.11,127.6
25497497.204600,6673176.051090,3.20,721,2640,6.975,40.660,5.11,127.6
25497597.204600,6673176.051090,3.20,721,2640,6.976,40.663,5.11,127.7
25497697.204600,6673176.051090,3.20,721,2640,6.978,40.666,5.11,127.7
25497797.204600,6673176.051090,3.20,721,2640,6.980,40.669,5.11,127.7
25499297.204600,6673176.051090,2.87,725,2707,6.964,40.717,5.02,125.4
25500597.204600,6673176.051090,2.66,731,2906,6.933,40.762,5.13,128.3
25500697.204600,6673176.051090,2.66,731,2906,6.929,40.766,5.13,128.3
25500797.204600,6673176.051090,2.66,731,2906,6.925,40.769,5.13,128.2
25500897.204600,6673176.051090,2.66,731,2906,6.921,40.773,5.13,128.2
25500997.204600,6673176.051090,2.66,731,2906,6.916,40.777,5.12,128.1
25501097.204600,6673176.051090,3.10,723,2794,6.914,40.781,5.17,129.3
25501197.204600,6673176.051090,3.10,723,2794,6.913,40.785,5.17,129.3
25501297.204600,6673176.051090,3.10,723,2794,6.913,40.788,5.17,129.3
25501397.204600,6673176.051090,3.10,723,2794,6.911,40.792,5.17,129.3
25501497.204600,6673176.051090,3.17,731,2675,6.910,40.796,5.12,128.1
25501597.204600,6673176.051090,3.17,731,2675,6.908,40.800,5.12,128.0
25501697.204600,6673176.051090,3.17,731,2675,6.906,40.803,5.12,128.0
25501797.204600,6673176.051090,3.17,731,2675,6.903,40.807,5.12,128.0
25501897.204600,6673176.051090,3.17,731,2675,6.900,40.811,5.12,128.0
25501997.204600,6673176.051090,3.17,731,2675,6.897,40.815,5.12,127.9
25502097.204600,6673176.051090,3.17,731,2675,6.900,40.818,5.12,128.0
25502197.204600,6673176.051090,3.17,731,2675,6.905,40.822,5.12,128.0
25502297.204600,6673176.051090,3.17,731,2675,6.911,40.826,5.12,128.1
25502397.204600,6673176.051090,3.17,731,2675,6.917,40.830,5.13,128.2
25502497.204600,6673176.051090,3.17,731,2675,6.922,40.834,5.13,128.3
25502597.204600,6673176.051090,3.17,731,2675,6.927,40.837,5.13,128.3
25502697.204600,6673176.051090,3.17,731,2675,6.932,40.841,5.14,128.4
25502797.204600,6673176.051090,3.17,731,2675,6.937,40.845,5.14,128.5
25502897.204600,6673176.051090,3.17,731,2675,6.941,40.849,5.14,128.5
25502997.204600,6673176.051090,3.17,731,2675,6.945,40.853,5.14,128.6
25503097.204600,6673176.051090,3.17,731,2675,6.948,40.858,5.14,128.6
25503197.204600,6673176.051090,3.17,731,2675,6.951,40.862,5.15,128.7
25503297.204600,6673176.051090,3.17,731,2675,6.953,40.866,5.15,128.7
25503397.204600,6673176.051090,3.17,731,2675,6.954,40.869,5.15,128.7
25503497.204600,6673176.051090,3.17,731,2675,6.957,40.874,5.15,128.7
25503597.204600,6673176.051090,3.17,731,2675,6.959,40.877,5.15,128.8
25504297.204600,6673176.051090,3.17,731,2675,6.958,40.906,5.15,128.8
25504397.204600,6673176.051090,3.17,731,2675,6.955,40.910,5.15,128.7
25504497.204600,6673176.051090,3.17,731,2675,6.952,40.914,5.15,128.7
25504597.204600,6673176.051090,3.17,731,2675,6.948,40.918,5.15,128.6
25494597.204600,6673276.051090,2.87,725,2707,6.968,40.586,5.02,125.4
25494697.204600,6673276.051090,2.87,725,2707,6.964,40.588,5.01,125.3
25494797.204600,6673276.051090,2.87,725,2707,6.961,40.590,5.01,125.3
25494897.204600,6673276.051090,2.87,725,2707,6.957,40.593,5.01,125.2
25494997.204600,6673276.051090,2.87,725,2707,6.954,40.595,5.01,125.2
25495097.204600,6673276.051090,2.87,725,2707,6.951,40.598,5.00,125.1
25495197.204600,6673276.051090,2.87,725,2707,6.948,40.600,5.00,125.0
25495297.204600,6673276.051090,2.87,725,2707,6.945,40.603,5.00,124.9
25495397.204600,6673276.051090,2.87,725,2707,6.942,40.605,4.99,124.9
25495497.204600,6673276.051090,2.87,725,2707,6.940,40.608,4.99,124.8
25495597.204600,6673276.051090,2.87,725,2707,6.937,40.610,4.99,124.7
25495697.204600,6673276.051090,3.10,723,2794,6.935,40.612,5.18,129.6
25495797.204600,6673276.051090,3.10,723,2794,6.933,40.615,5.18,129.5
25495897.204600,6673276.051090,3.10,723,2794,6.931,40.617,5.18,129.5
25495997.204600,6673276.051090,3.10,723,2794,6.931,40.620,5.18,129.5
25496097.204600,6673276.051090,3.10,723,2794,6.932,40.622,5.18,129.5
25496197.204600,6673276.051090,3.10,723,2794,6.934,40.625,5.18,129.5
25496297.204600,6673276.051090,3.10,723,2794,6.936,40.627,5.18,129.6
25496397.204600,6673276.051090,3.20,721,2640,6.940,40.629,5.08,127.1
25496497.204600,6673276.051090,3.20,721,2640,6.944,40.632,5.09,127.2
25496597.204600,6673276.051090,3.20,721,2640,6.948,40.635,5.09,127.3
25496697.204600,6673276.051090,3.20,721,2640,6.952,40.638,5.09,127.3
25496797.204600,6673276.051090,3.20,721,2640,6.957,40.641,5.10,127.4
25496897.204600,6673276.051090,3.20,721,2640,6.961,40.644,5.10,127.4
25496997.204600,6673276.051090,2.66,731,2906,6.965,40.647,5.15,128.6
25497097.204600,6673276.051090,2.66,731,2906,6.967,40.650,5.15,128.7
25497197.204600,6673276.051090,2.66,731,2906,6.969,40.653,5.15,128.7
25497297.204600,6673276.051090,2.66,731,2906,6.971,40.656,5.15,128.7
25497397.204600,6673276.051090,2.87,725,2707,6.972,40.659,5.02,125.5
25497497.204600,6673276.051090,2.87,725,2707,6.973,40.662,5.02,125.5
25497597.204600,6673276.051090,2.87,725,2707,6.974,40.665,5.02,125.6
25497697.204600,6673276.051090,2.87,725,2707,6.975,40.668,5.02,125.6
25497797.204600,6673276.051090,2.87,725,2707,6.976,40.671,5.02,125.6
25499097.204600,6673276.051090,3.10,723,2794,6.962,40.714,5.21,130.1
25500697.204600,6673276.051090,2.66,731,2906,6.928,40.768,5.13,128.3
25500797.204600,6673276.051090,2.66,731,2906,6.925,40.772,5.13,128.2
25500897.204600,6673276.051090,2.66,731,2906,6.921,40.776,5.13,128.2
25500997.204600,6673276.051090,2.66,731,2906,6.918,40.780,5.13,128.1
25501097.204600,6673276.051090,2.66,731,2906,6.915,40.783,5.12,128.1
25501197.204600,6673276.051090,3.10,723,2794,6.914,40.787,5.17,129.3
25501297.204600,6673276.051090,3.10,723,2794,6.913,40.791,5.17,129.3
25501397.204600,6673276.051090,3.10,723,2794,6.912,40.795,5.17,129.3
25501497.204600,6673276.051090,3.10,723,2794,6.910,40.799,5.17,129.3
25501597.204600,6673276.051090,3.17,731,2675,6.908,40.802,5.12,128.0
25501697.204600,6673276.051090,3.17,731,2675,6.906,40.806,5.12,128.0
25501797.204600,6673276.051090,3.17,731,2675,6.904,40.810,5.12,128.0
25501897.204600,6673276.051090,3.17,731,2675,6.902,40.814,5.12,128.0
25501997.204600,6673276.051090,3.17,731,2675,6.901,40.818,5.12,128.0
25502097.204600,6673276.051090,3.17,731,2675,6.903,40.821,5.12,128.0
25502197.204600,6673276.051090,3.17,731,2675,6.907,40.825,5.12,128.0
25502297.204600,6673276.051090,3.17,731,2675,6.912,40.829,5.12,128.1
25502397.204600,6673276.051090,3.17,731,2675,6.918,40.833,5.13,128.2
25502497.204600,6673276.051090,3.17,731,2675,6.923,40.837,5.13,128.3
25502597.204600,6673276.051090,3.17,731,2675,6.928,40.840,5.13,128.3
25502697.204600,6673276.051090,3.17,731,2675,6.933,40.844,5.14,128.4
25502797.204600,6673276.051090,3.17,731,2675,6.937,40.849,5.14,128.5
25502897.204600,6673276.051090,3.17,731,2675,6.942,40.853,5.14,128.5
25502997.204600,6673276.051090,3.17,731,2675,6.946,40.857,5.14,128.6
25503097.204600,6673276.051090,3.17,731,2675,6.949,40.861,5.15,128.6
25503197.204600,6673276.051090,3.17,731,2675,6.951,40.865,5.15,128.7
25503297.204600,6673276.051090,3.17,731,2675,6.953,40.869,5.15,128.7
25503497.204600,6673276.051090,3.17,731,2675,6.957,40.876,5.15,128.7
25504397.204600,6673276.051090,3.17,731,2675,6.954,40.914,5.15,128.7
25504497.204600,6673276.051090,3.17,731,2675,6.951,40.917,5.15,128.7
25494597.204600,6673376.051090,2.87,725,2707,6.966,40.587,5.02,125.4
25494697.204600,6673376.051090,2.87,725,2707,6.962,40.589,5.01,125.3
25494797.204600,6673376.051090,2.87,725,2707,6.959,40.592,5.01,125.3
25494897.204600,6673376.051090,2.87,725,2707,6.955,40.594,5.01,125.2
25494997.204600,6673376.051090,2.87,725,2707,6.952,40.597,5.00,125.1
25495097.204600,6673376.051090,2.87,725,2707,6.949,40.599,5.00,125.0
25495197.204600,6673376.051090,2.87,725,2707,6.946,40.602,5.00,125.0
25495297.204600,6673376.051090,3.10,723,2794,6.943,40.604,5.19,129.7
25495397.204600,6673376.051090,3.10,723,2794,6.941,40.606,5.19,129.6
25495497.204600,6673376.051090,3.10,723,2794,6.938,40.609,5.18,129.6
25495597.204600,6673376.051090,3.10,723,2794,6.936,40.611,5.18,129.6
25495697.204600,6673376.051090,3.10,723,2794,6.934,40.614,5.18,129.5
25495797.204600,6673376.051090,3.10,723,2794,6.932,40.616,5.18,129.5
25495897.204600,6673376.051090,3.10,723,2794,6.932,40.619,5.18,129.5
25495997.204600,6673376.051090,3.10,723,2794,6.931,40.621,5.18,129.5
25496097.204600,6673376.051090,3.10,723,2794,6.932,40.624,5.18,129.5
25496197.204600,6673376.051090,3.10,723,2794,6.934,40.626,5.18,129.5
25496297.204600,6673376.051090,3.20,721,2640,6.937,40.629,5.08,127.0
25496397.204600,6673376.051090,3.20,721,2640,6.940,40.631,5.08,127.1
25496497.204600,6673376.051090,3.20,721,2640,6.943,40.633,5.09,127.2
25496597.204600,6673376.051090,3.20,721,2640,6.947,40.636,5.09,127.2
25496697.204600,6673376.051090,3.20,721,2640,6.951,40.639,5.09,127.3
25496797.204600,6673376.051090,3.20,721,2640,6.955,40.642,5.09,127.4
25496897.204600,6673376.051090,3.20,721,2640,6.959,40.645,5.10,127.4
25496997.204600,6673376.051090,3.20,721,2640,6.962,40.648,5.10,127.5
25497097.204600,6673376.051090,3.20,721,2640,6.965,40.651,5.10,127.5
25497197.204600,6673376.051090,3.20,721,2640,6.967,40.654,5.10,127.5
25497297.204600,6673376.051090,2.66,731,2906,6.968,40.657,5.15,128.7
25497397.204600,6673376.051090,2.66,731,2906,6.970,40.660,5.15,128.7
25497497.204600,6673376.051090,2.66,731,2906,6.970,40.664,5.15,128.7
25497597.204600,6673376.051090,3.20,721,2640,6.971,40.667,5.10,127.6
25497697.204600,6673376.051090,2.87,725,2707,6.972,40.670,5.02,125.5
25497797.204600,6673376.051090,2.87,725,2707,6.973,40.673,5.02,125.5
25498897.204600,6673376.051090,2.87,725,2707,6.961,40.708,5.01,125.3
25498997.204600,6673376.051090,2.87,725,2707,6.960,40.712,5.01,125.3
25499097.204600,6673376.051090,2.87,725,2707,6.960,40.715,5.01,125.3
25499197.204600,6673376.051090,2.87,725,2707,6.959,40.718,5.01,125.3
25499297.204600,6673376.051090,3.10,723,2794,6.957,40.722,5.20,130.0
25500797.204600,6673376.051090,2.66,731,2906,6.925,40.775,5.13,128.2
25500897.204600,6673376.051090,2.66,731,2906,6.922,40.778,5.13,128.2
25500997.204600,6673376.051090,2.66,731,2906,6.919,40.782,5.13,128.1
25501097.204600,6673376.051090,2.66,731,2906,6.917,40.786,5.12,128.1
25501197.204600,6673376.051090,2.66,731,2906,6.916,40.790,5.12,128.1
25501297.204600,6673376.051090,3.10,723,2794,6.914,40.794,5.17,129.3
25501397.204600,6673376.051090,3.10,723,2794,6.913,40.798,5.17,129.3
25501497.204600,6673376.051090,3.10,723,2794,6.911,40.801,5.17,129.3
25501597.204600,6673376.051090,3.17,731,2675,6.910,40.805,5.12,128.1
25501697.204600,6673376.051090,3.17,731,2675,6.908,40.809,5.12,128.1
25501797.204600,6673376.051090,3.17,731,2675,6.906,40.813,5.12,128.0
25501897.204600,6673376.051090,3.17,731,2675,6.905,40.817,5.12,128.0
25501997.204600,6673376.051090,3.17,731,2675,6.906,40.821,5.12,128.0
25502097.204600,6673376.051090,3.17,731,2675,6.907,40.824,5.12,128.0
25502197.204600,6673376.051090,3.17,731,2675,6.911,40.828,5.12,128.1
