x,y,k_rock,Cp_rock,rho_rock,T_surface,q_geothermal
25499649.522400,6684408.985010,2.870000,725.000000,2707.000000,6.764952,41.145763
25499749.522400,6684408.985010,2.870000,725.000000,2707.000000,6.763203,41.152134
25499849.522400,6684408.985010,2.870000,725.000000,2707.000000,6.761407,41.158504
25499949.522400,6684408.985010,2.870000,725.000000,2707.000000,6.759563,41.164875
25500049.522400,6684408.985010,2.870000,725.000000,2707.000000,6.757690,41.171246
25500149.522400,6684408.985010,2.870000,725.000000,2707.000000,6.755829,41.177616
25500249.522400,6684408.985010,2.870000,725.000000,2707.000000,6.754055,41.183987
25500349.522400,6684408.985010,2.870000,725.000000,2707.000000,6.752483,41.190357
25500449.522400,6684408.985010,2.870000,725.000000,2707.000000,6.751243,41.196728
25500549.522400,6684408.985010,2.870000,725.000000,2707.000000,6.750320,41.203098
25500649.522400,6684408.985010,2.870000,725.000000,2707.000000,6.749557,41.209469
25500749.522400,6684408.985010,2.870000,725.000000,2707.000000,6.748813,41.215839
25500849.522400,6684408.985010,2.870000,725.000000,2707.000000,6.748009,41.222210
25500949.522400,6684408.985010,2.870000,725.000000,2707.000000,6.747092,41.228580
25501049.522400,6684408.985010,2.870000,725.000000,2707.000000,6.746042,41.234951
25501149.522400,6684408.985010,2.870000,725.000000,2707.000000,6.744858,41.241322
25501249.522400,6684408.985010,2.870000,725.000000,2707.000000,6.743549,41.247875
25501349.522400,6684408.985010,2.870000,725.000000,2707.000000,6.742154,41.254505
25501449.522400,6684408.985010,2.870000,725.000000,2707.000000,6.740706,41.261135
25501549.522400,6684408.985010,2.870000,725.000000,2707.000000,6.739186,41.267769
25501649.522400,6684408.985010,2.870000,725.000000,2707.000000,6.737523,41.274399
25501749.522400,6684408.985010,3.200000,721.000000,2640.000000,6.735651,41.281029
25501849.522400,6684408.985010,3.200000,721.000000,2640.000000,6.733531,41.287659
25501949.522400,6684408.985010,3.200000,721.000000,2640.000000,6.731143,41.294292
25502049.522400,6684408.985010,3.200000,721.000000,2640.000000,6.728467,41.300922
25502149.522400,6684408.985010,3.200000,721.000000,2640.000000,6.725492,41.307552
25502249.522400,6684408.985010,3.200000,721.000000,2640.000000,6.722207,41.314182
25502349.522400,6684408.985010,3.200000,721.000000,2640.000000,6.718610,41.320816
25502449.522400,6684408.985010,3.200000,721.000000,2640.000000,6.714703,41.327446
25502549.522400,6684408.985010,3.200000,721.000000,2640.000000,6.710507,41.334076
25502649.522400,6684408.985010,3.200000,721.000000,2640.000000,6.706053,41.340706
25502749.522400,6684408.985010,3.200000,721.000000,2640.000000,6.701378,41.347340
25502849.522400,6684408.985010,3.200000,721.000000,2640.000000,6.696534,41.353970
25502949.522400,6684408.985010,3.200000,721.000000,2640.000000,6.691581,41.360600
25503049.522400,6684408.985010,3.200000,721.000000,2640.000000,6.686595,41.367229
25503149.522400,6684408.985010,3.200000,721.000000,2640.000000,6.681661,41.373863
25503249.522400,6684408.985010,3.200000,721.000000,2640.000000,6.676904,41.380562
25503349.522400,6684408.985010,2.870000,725.000000,2707.000000,6.672504,41.387299
25503449.522400,6684408.985010,2.870000,725.000000,2707.000000,6.668632,41.394035
25503549.522400,6684408.985010,2.870000,725.000000,2707.000000,6.665309,41.400772
25503649.522400,6684408.985010,2.870000,725.000000,2707.000000,6.662443,41.407509
25503749.522400,6684408.985010,2.870000,725.000000,2707.000000,6.659959,41.414246
25503849.522400,6684408.985010,2.870000,725.000000,2707.000000,6.657798,41.420982
25503949.522400,6684408.985010,3.200000,721.000000,2640.000000,6.655927,41.427719
25504049.522400,6684408.985010,3.200000,721.000000,2640.000000,6.654357,41.434456
25504149.522400,6684408.985010,3.200000,721.000000,2640.000000,6.653131,41.441193
25504249.522400,6684408.985010,3.200000,721.000000,2640.000000,6.652320,41.447929
25504349.522400,6684408.985010,3.200000,721.000000,2640.000000,6.652042,41.454666
25504449.522400,6684408.985010,3.200000,721.000000,2640.000000,6.652404,41.461403
25504549.522400,6684408.985010,2.870000,725.000000,2707.000000,6.653423,41.468140
25504649.522400,6684408.985010,2.870000,725.000000,2707.000000,6.655019,41.474876
25508549.522400,6684408.985010,3.100000,723.000000,2794.000000,6.660970,41.716938
25508649.522400,6684408.985010,3.100000,723.000000,2794.000000,6.658948,41.722824
25508749.522400,6684408.985010,3.100000,723.000000,2794.000000,6.657203,41.728710
25508849.522400,6684408.985010,3.100000,723.000000,2794.000000,6.655603,41.734596
25508949.522400,6684408.985010,3.100000,723.000000,2794.000000,6.654098,41.740482
25509049.522400,6684408.985010,3.100000,723.000000,2794.000000,6.652695,41.746365
25509149.522400,6684408.985010,3.100000,723.000000,2794.000000,6.651479,41.752251
25509249.522400,6684408.985010,3.100000,723.000000,2794.000000,6.650645,41.758118
25509349.522400,6684408.985010,3.100000,723.000000,2794.000000,6.650533,41.763966
25509449.522400,6684408.985010,3.100000,723.000000,2794.000000,6.651473,41.769814
25509549.522400,6684408.985010,3.100000,723.000000,2794.000000,6.653428,41.775658
25509649.522400,6684408.985010,3.100000,723.000000,2794.000000,6.656035,41.781506
25509749.522400,6684408.985010,3.100000,723.000000,2794.000000,6.658933,41.787350
25509849.522400,6684408.985010,3.100000,723.000000,2794.000000,6.661896,41.793198
25509949.522400,6684408.985010,3.100000,723.000000,2794.000000,6.664803,41.799046
25510049.522400,6684408.985010,3.100000,723.000000,2794.000000,6.667591,41.804890
25510149.522400,6684408.985010,3.100000,723.000000,2794.000000,6.670232,41.810738
25510249.522400,6684408.985010,3.100000,723.000000,2794.000000,6.672752,41.816582
25510349.522400,6684408.985010,3.100000,723.000000,2794.000000,6.675233,41.822430
25510449.522400,6684408.985010,3.100000,723.000000,2794.000000,6.677765,41.828274
25510549.522400,6684408.985010,3.100000,723.000000,2794.000000,6.680342,41.834122
25510649.522400,6684408.985010,3.100000,723.000000,2794.000000,6.682841,41.839970
25510749.522400,6684408.985010,3.100000,723.000000,2794.000000,6.685139,41.845814
25510849.522400,6684408.985010,3.100000,723.000000,2794.000000,6.687177,41.851662
25510949.522400,6684408.985010,3.100000,723.000000,2794.000000,6.688939,41.857506
25511049.522400,6684408.985010,3.100000,723.000000,2794.000000,6.690443,41.863354
25511149.522400,6684408.985010,3.100000,723.000000,2794.000000,6.691713,41.869202
25511249.522400,6684408.985010,3.100000,723.000000,2794.000000,6.692791,41.875034
25511349.522400,6684408.985010,3.100000,723.000000,2794.000000,6.693749,41.880852
25511449.522400,6684408.985010,3.100000,723.000000,2794.000000,6.694664,41.886669
25511549.522400,6684408.985010,3.100000,723.000000,2794.000000,6.695542,41.892487
25511649.522400,6684408.985010,3.100000,723.000000,2794.000000,6.696341,41.898304
25511749.522400,6684408.985010,3.100000,723.000000,2794.000000,6.697010,41.904125
25511849.522400,6684408.985010,3.100000,723.000000,2794.000000,6.697526,41.909943
25511949.522400,6684408.985010,3.100000,723.000000,2794.000000,6.697882,41.915760
25512049.522400,6684408.985010,3.100000,723.000000,2794.000000,6.698094,41.921577
25512149.522400,6684408.985010,3.100000,723.000000,2794.000000,6.698208,41.927395
25512249.522400,6684408.985010,3.100000,723.000000,2794.000000,6.698278,41.933212
25512349.522400,6684408.985010,3.100000,723.000000,2794.000000,6.698401,41.939030
25512449.522400,6684408.985010,3.100000,723.000000,2794.000000,6.698664,41.944847
25512549.522400,6684408.985010,3.100000,723.000000,2794.000000,6.699053,41.950665
25512649.522400,6684408.985010,3.100000,723.000000,2794.000000,6.699489,41.956482
25512749.522400,6684408.985010,3.100000,723.000000,2794.000000,6.699878,41.962299
25512849.522400,6684408.985010,3.200000,721.000000,2640.000000,6.700159,41.968117
25512949.522400,6684408.985010,3.100000,723.000000,2794.000000,6.700300,41.973934
25513049.522400,6684408.985010,3.100000,723.000000,2794.000000,6.700300,41.979752
25513149.522400,6684408.985010,3.100000,723.000000,2794.000000,6.700200,41.985573
25513249.522400,6684408.985010,3.100000,723.000000,2794.000000,6.700077,41.991375
25513349.522400,6684408.985010,3.100000,723.000000,2794.000000,6.700059,41.997147
25513449.522400,6684408.985010,3.100000,723.000000,2794.000000,6.700280,42.002914
25495149.522400,6684308.985010,2.870000,725.000000,2707.000000,6.689804,40.880573
25495249.522400,6684308.985010,2.870000,725.000000,2707.000000,6.692479,40.885921
25495349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.695550,40.891350
25495449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.699320,40.896782
25495549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.703739,40.902210
25495649.522400,6684308.985010,2.870000,725.000000,2707.000000,6.708481,40.907639
25495749.522400,6684308.985010,2.870000,725.000000,2707.000000,6.713378,40.913067
25495849.522400,6684308.985010,2.870000,725.000000,2707.000000,6.718345,40.918499
25495949.522400,6684308.985010,2.870000,725.000000,2707.000000,6.723333,40.923927
25496049.522400,6684308.985010,2.870000,725.000000,2707.000000,6.728315,40.929356
25496149.522400,6684308.985010,2.870000,725.000000,2707.000000,6.733269,40.934784
25496249.522400,6684308.985010,2.870000,725.000000,2707.000000,6.738159,40.940216
25496349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.742944,40.945644
25496449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.747556,40.951073
25496549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.751988,40.956505
25496649.522400,6684308.985010,2.870000,725.000000,2707.000000,6.756281,40.961933
25496749.522400,6684308.985010,2.870000,725.000000,2707.000000,6.760453,40.967361
25496849.522400,6684308.985010,2.870000,725.000000,2707.000000,6.764517,40.972790
25496949.522400,6684308.985010,2.870000,725.000000,2707.000000,6.768481,40.978222
25497049.522400,6684308.985010,2.870000,725.000000,2707.000000,6.772345,40.983650
25497149.522400,6684308.985010,2.870000,725.000000,2707.000000,6.776084,40.989079
25497249.522400,6684308.985010,2.870000,725.000000,2707.000000,6.779613,40.994961
25497349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.782681,41.000927
25497449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.784832,41.006897
25497549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.786105,41.012867
25498749.522400,6684308.985010,2.870000,725.000000,2707.000000,6.782788,41.084503
25498849.522400,6684308.985010,2.870000,725.000000,2707.000000,6.780891,41.090473
25498949.522400,6684308.985010,2.870000,725.000000,2707.000000,6.778943,41.096439
25499049.522400,6684308.985010,2.870000,725.000000,2707.000000,6.776951,41.102409
25499149.522400,6684308.985010,2.870000,725.000000,2707.000000,6.774923,41.108379
25499249.522400,6684308.985010,2.870000,725.000000,2707.000000,6.772868,41.114643
25499349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.770808,41.120991
25499449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.768866,41.127338
25499549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.767052,41.133690
25499649.522400,6684308.985010,2.870000,725.000000,2707.000000,6.765241,41.140038
25499749.522400,6684308.985010,2.870000,725.000000,2707.000000,6.763362,41.146385
25499849.522400,6684308.985010,2.870000,725.000000,2707.000000,6.761408,41.152737
25499949.522400,6684308.985010,2.870000,725.000000,2707.000000,6.759381,41.159084
25500049.522400,6684308.985010,2.870000,725.000000,2707.000000,6.757292,41.165432
25500149.522400,6684308.985010,2.870000,725.000000,2707.000000,6.755171,41.171783
25500249.522400,6684308.985010,3.200000,721.000000,2640.000000,6.753081,41.178131
25500349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.751207,41.184479
25500449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.749897,41.190830
25500549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.749111,41.197178
25500649.522400,6684308.985010,2.870000,725.000000,2707.000000,6.748488,41.203526
25500749.522400,6684308.985010,2.870000,725.000000,2707.000000,6.747849,41.209877
25500849.522400,6684308.985010,2.870000,725.000000,2707.000000,6.747113,41.216225
25500949.522400,6684308.985010,2.870000,725.000000,2707.000000,6.746241,41.222572
25501049.522400,6684308.985010,2.870000,725.000000,2707.000000,6.745208,41.228924
25501149.522400,6684308.985010,2.870000,725.000000,2707.000000,6.744019,41.235271
25501249.522400,6684308.985010,2.870000,725.000000,2707.000000,6.742692,41.241810
25501349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.741298,41.248425
25501449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.739964,41.255039
25501549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.738658,41.261654
25501649.522400,6684308.985010,2.870000,725.000000,2707.000000,6.737217,41.268272
25501749.522400,6684308.985010,3.200000,721.000000,2640.000000,6.735552,41.274887
25501849.522400,6684308.985010,2.870000,725.000000,2707.000000,6.733625,41.281502
25501949.522400,6684308.985010,2.870000,725.000000,2707.000000,6.731420,41.288116
25502049.522400,6684308.985010,2.870000,725.000000,2707.000000,6.728923,41.294735
25502149.522400,6684308.985010,3.200000,721.000000,2640.000000,6.726122,41.301350
25502249.522400,6684308.985010,3.200000,721.000000,2640.000000,6.723008,41.307964
25502349.522400,6684308.985010,3.200000,721.000000,2640.000000,6.719574,41.314579
25502449.522400,6684308.985010,3.200000,721.000000,2640.000000,6.715815,41.321198
25502549.522400,6684308.985010,3.200000,721.000000,2640.000000,6.711748,41.327812
25502649.522400,6684308.985010,3.200000,721.000000,2640.000000,6.707414,41.334427
25502749.522400,6684308.985010,3.200000,721.000000,2640.000000,6.702849,41.341042
25502849.522400,6684308.985010,3.200000,721.000000,2640.000000,6.698097,41.347660
25502949.522400,6684308.985010,3.200000,721.000000,2640.000000,6.693214,41.354275
25503049.522400,6684308.985010,3.200000,721.000000,2640.000000,6.688259,41.360889
25503149.522400,6684308.985010,3.200000,721.000000,2640.000000,6.683303,41.367504
25503249.522400,6684308.985010,2.870000,725.000000,2707.000000,6.678452,41.374195
25503349.522400,6684308.985010,2.870000,725.000000,2707.000000,6.673938,41.380924
25503449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.670117,41.387653
25503549.522400,6684308.985010,2.870000,725.000000,2707.000000,6.666996,41.394382
25503649.522400,6684308.985010,2.870000,725.000000,2707.000000,6.664299,41.401108
25503749.522400,6684308.985010,3.200000,721.000000,2640.000000,6.661911,41.407837
25503849.522400,6684308.985010,3.200000,721.000000,2640.000000,6.659796,41.414566
25503949.522400,6684308.985010,3.200000,721.000000,2640.000000,6.657927,41.421295
25504049.522400,6684308.985010,3.200000,721.000000,2640.000000,6.656326,41.428024
25504149.522400,6684308.985010,3.200000,721.000000,2640.000000,6.655034,41.434753
25504249.522400,6684308.985010,3.200000,721.000000,2640.000000,6.654111,41.441483
25504349.522400,6684308.985010,3.200000,721.000000,2640.000000,6.653724,41.448212
25504449.522400,6684308.985010,2.870000,725.000000,2707.000000,6.654115,41.454941
25504549.522400,6684308.985010,3.200000,721.000000,2640.000000,6.655285,41.461670
25504649.522400,6684308.985010,3.200000,721.000000,2640.000000,6.657037,41.468399
25504749.522400,6684308.985010,3.200000,721.000000,2640.000000,6.659244,41.475128
25504849.522400,6684308.985010,3.200000,721.000000,2640.000000,6.661869,41.481857
25508349.522400,6684308.985010,3.100000,723.000000,2794.000000,6.667133,41.697842
25508449.522400,6684308.985010,3.100000,723.000000,2794.000000,6.663929,41.703693
25508549.522400,6684308.985010,3.100000,723.000000,2794.000000,6.661884,41.709549
25508649.522400,6684308.985010,3.100000,723.000000,2794.000000,6.660317,41.715405
25508749.522400,6684308.985010,3.100000,723.000000,2794.000000,6.658876,41.721260
25508849.522400,6684308.985010,3.100000,723.000000,2794.000000,6.657441,41.727112
25508949.522400,6684308.985010,3.100000,723.000000,2794.000000,6.655973,41.732967
25509049.522400,6684308.985010,3.100000,723.000000,2794.000000,6.654473,41.738823
25509149.522400,6684308.985010,3.100000,723.000000,2794.000000,6.652997,41.744675
25509249.522400,6684308.985010,3.100000,723.000000,2794.000000,6.651709,41.750515
25509349.522400,6684308.985010,3.100000,723.000000,2794.000000,6.651137,41.756340
25509449.522400,6684308.985010,3.100000,723.000000,2794.000000,6.652204,41.762161
25509549.522400,6684308.985010,3.100000,723.000000,2794.000000,6.654813,41.767986
25509649.522400,6684308.985010,3.100000,723.000000,2794.000000,6.658042,41.773808
25509749.522400,6684308.985010,3.100000,723.000000,2794.000000,6.661397,41.779633
25509849.522400,6684308.985010,3.100000,723.000000,2794.000000,6.664674,41.785454
25509949.522400,6684308.985010,3.100000,723.000000,2794.000000,6.667790,41.791275
25510049.522400,6684308.985010,3.100000,723.000000,2794.000000,6.670704,41.797100
25510149.522400,6684308.985010,3.100000,723.000000,2794.000000,6.673390,41.802921
25510249.522400,6684308.985010,3.100000,723.000000,2794.000000,6.675883,41.808746
25510349.522400,6684308.985010,3.100000,723.000000,2794.000000,6.678345,41.814568
25510449.522400,6684308.985010,3.100000,723.000000,2794.000000,6.681098,41.820393
25510549.522400,6684308.985010,3.100000,723.000000,2794.000000,6.684102,41.826214
25510649.522400,6684308.985010,3.100000,723.000000,2794.000000,6.687026,41.832039
25510749.522400,6684308.985010,3.100000,723.000000,2794.000000,6.689693,41.837860
25510849.522400,6684308.985010,3.100000,723.000000,2794.000000,6.692048,41.843681
25510949.522400,6684308.985010,3.100000,723.000000,2794.000000,6.694078,41.849506
25511049.522400,6684308.985010,3.100000,723.000000,2794.000000,6.695797,41.855328
25511149.522400,6684308.985010,3.100000,723.000000,2794.000000,6.697234,41.861153
25511249.522400,6684308.985010,3.100000,723.000000,2794.000000,6.698419,41.866966
25511349.522400,6684308.985010,3.100000,723.000000,2794.000000,6.699448,41.872765
25511449.522400,6684308.985010,3.100000,723.000000,2794.000000,6.700481,41.878567
25511549.522400,6684308.985010,3.100000,723.000000,2794.000000,6.701521,41.884365
25511649.522400,6684308.985010,3.100000,723.000000,2794.000000,6.702447,41.890163
25511749.522400,6684308.985010,3.100000,723.000000,2794.000000,6.703198,41.895966
25511849.522400,6684308.985010,3.100000,723.000000,2794.000000,6.703756,41.901764
25511949.522400,6684308.985010,3.100000,723.000000,2794.000000,6.704113,41.907562
25512049.522400,6684308.985010,3.100000,723.000000,2794.000000,6.704281,41.913364
25512149.522400,6684308.985010,3.100000,723.000000,2794.000000,6.704298,41.919163
25512249.522400,6684308.985010,3.100000,723.000000,2794.000000,6.704219,41.924965
25512349.522400,6684308.985010,3.100000,723.000000,2794.000000,6.704171,41.930763
25512449.522400,6684308.985010,3.100000,723.000000,2794.000000,6.704352,41.936562
25512549.522400,6684308.985010,3.200000,721.000000,2640.000000,6.704742,41.942364
25512649.522400,6684308.985010,3.200000,721.000000,2640.000000,6.705153,41.948162
25512749.522400,6684308.985010,3.200000,721.000000,2640.000000,6.705476,41.953960
25512849.522400,6684308.985010,3.200000,721.000000,2640.000000,6.705650,41.959763
25512949.522400,6684308.985010,3.100000,723.000000,2794.000000,6.705640,41.965561
25494849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.684313,40.862591
25494949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.686297,40.867165
25495049.522400,6684208.985010,2.870000,725.000000,2707.000000,6.688469,40.871742
25495149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.690804,40.876316
25495249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.693281,40.881626
25495349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.695976,40.887016
25495449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.699759,40.892406
25495549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.704483,40.897797
25495649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.709365,40.903187
25495749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.714323,40.908577
25495849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.719315,40.913967
25495949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.724313,40.919357
25496049.522400,6684208.985010,2.870000,725.000000,2707.000000,6.729297,40.924747
25496149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.734254,40.930138
25496249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.739169,40.935528
25496349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.744024,40.940922
25496449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.748643,40.946312
25496549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.753038,40.951702
25496649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.757348,40.957092
25496749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.761573,40.962482
25496849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.765717,40.967873
25496949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.769787,40.973263
25497049.522400,6684208.985010,2.870000,725.000000,2707.000000,6.773793,40.978653
25497149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.777742,40.984043
25497249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.781620,40.989895
25497349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.785307,40.995834
25497449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.787468,41.001774
25497549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.788304,41.007717
25497649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.788967,41.013657
25498749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.784672,41.079002
25498849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.782606,41.084942
25498949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.780491,41.090885
25499049.522400,6684208.985010,2.870000,725.000000,2707.000000,6.778324,41.096825
25499149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.776101,41.102764
25499249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.773809,41.109005
25499349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.771437,41.115330
25499449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.769359,41.121658
25499549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.767534,41.127987
25499649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.765639,41.134312
25499749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.763644,41.140640
25499849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.761553,41.146969
25499949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.759371,41.153294
25500049.522400,6684208.985010,3.200000,721.000000,2640.000000,6.757104,41.159622
25500149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.754765,41.165951
25500249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.752359,41.172276
25500349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.749985,41.178604
25500449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.748651,41.184933
25500549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.748199,41.191257
25500649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.747738,41.197586
25500749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.747179,41.203911
25500849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.746495,41.210239
25500949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.745664,41.216568
25501049.522400,6684208.985010,2.870000,725.000000,2707.000000,6.744666,41.222893
25501149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.743489,41.229221
25501249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.742145,41.235741
25501349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.740662,41.242344
25501449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.739460,41.248943
25501549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.738449,41.255543
25501649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.737234,41.262142
25501749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.735765,41.268745
25501849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.734023,41.275345
25501949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.731996,41.281944
25502049.522400,6684208.985010,3.200000,721.000000,2640.000000,6.729673,41.288544
25502149.522400,6684208.985010,3.200000,721.000000,2640.000000,6.727045,41.295147
25502249.522400,6684208.985010,3.200000,721.000000,2640.000000,6.724102,41.301746
25502349.522400,6684208.985010,3.200000,721.000000,2640.000000,6.720838,41.308346
25502449.522400,6684208.985010,3.200000,721.000000,2640.000000,6.717222,41.314945
25502549.522400,6684208.985010,3.200000,721.000000,2640.000000,6.713274,41.321548
25502649.522400,6684208.985010,3.200000,721.000000,2640.000000,6.709053,41.328148
25502749.522400,6684208.985010,3.200000,721.000000,2640.000000,6.704593,41.334747
25502849.522400,6684208.985010,3.200000,721.000000,2640.000000,6.699933,41.341347
25502949.522400,6684208.985010,3.200000,721.000000,2640.000000,6.695118,41.347950
25503049.522400,6684208.985010,2.870000,725.000000,2707.000000,6.690197,41.354549
25503149.522400,6684208.985010,2.870000,725.000000,2707.000000,6.685223,41.361149
25503249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.680248,41.367828
25503349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.675412,41.374550
25503449.522400,6684208.985010,2.870000,725.000000,2707.000000,6.671654,41.381271
25503549.522400,6684208.985010,2.870000,725.000000,2707.000000,6.668875,41.387989
25503649.522400,6684208.985010,2.870000,725.000000,2707.000000,6.666333,41.394711
25503749.522400,6684208.985010,2.870000,725.000000,2707.000000,6.663997,41.401432
25503849.522400,6684208.985010,2.870000,725.000000,2707.000000,6.661880,41.408154
25503949.522400,6684208.985010,2.870000,725.000000,2707.000000,6.659982,41.414875
25504049.522400,6684208.985010,3.200000,721.000000,2640.000000,6.658329,41.421597
25504149.522400,6684208.985010,3.200000,721.000000,2640.000000,6.656947,41.428318
25504249.522400,6684208.985010,2.870000,725.000000,2707.000000,6.655875,41.435036
25504349.522400,6684208.985010,2.870000,725.000000,2707.000000,6.655217,41.441757
25504449.522400,6684208.985010,3.200000,721.000000,2640.000000,6.655619,41.448479
25504549.522400,6684208.985010,3.200000,721.000000,2640.000000,6.657009,41.455200
25504649.522400,6684208.985010,3.200000,721.000000,2640.000000,6.658877,41.461922
25504749.522400,6684208.985010,3.200000,721.000000,2640.000000,6.661153,41.468643
25504849.522400,6684208.985010,3.200000,721.000000,2640.000000,6.663831,41.475365
25508049.522400,6684208.985010,3.200000,721.000000,2640.000000,6.682954,41.673042
25508149.522400,6684208.985010,3.200000,721.000000,2640.000000,6.677902,41.678864
25508249.522400,6684208.985010,3.100000,723.000000,2794.000000,6.672728,41.684689
25508349.522400,6684208.985010,3.100000,723.000000,2794.000000,6.667646,41.690514
25508449.522400,6684208.985010,3.100000,723.000000,2794.000000,6.664679,41.696335
25508549.522400,6684208.985010,3.100000,723.000000,2794.000000,6.663532,41.702160
25508649.522400,6684208.985010,3.100000,723.000000,2794.000000,6.662459,41.707981
25508749.522400,6684208.985010,3.100000,723.000000,2794.000000,6.661306,41.713806
25508849.522400,6684208.985010,3.100000,723.000000,2794.000000,6.660041,41.719631
25508949.522400,6684208.985010,3.100000,723.000000,2794.000000,6.658649,41.725452
25509049.522400,6684208.985010,3.100000,723.000000,2794.000000,6.657128,41.731277
25509149.522400,6684208.985010,3.100000,723.000000,2794.000000,6.655480,41.737103
25509249.522400,6684208.985010,3.100000,723.000000,2794.000000,6.653724,41.742912
25509349.522400,6684208.985010,3.100000,723.000000,2794.000000,6.652125,41.748714
25509449.522400,6684208.985010,3.100000,723.000000,2794.000000,6.653415,41.754513
25509549.522400,6684208.985010,3.100000,723.000000,2794.000000,6.657171,41.760311
25509649.522400,6684208.985010,3.100000,723.000000,2794.000000,6.661016,41.766113
25509749.522400,6684208.985010,3.100000,723.000000,2794.000000,6.664738,41.771912
25509849.522400,6684208.985010,3.100000,723.000000,2794.000000,6.668258,41.777710
25509949.522400,6684208.985010,3.100000,723.000000,2794.000000,6.671546,41.783508
25510049.522400,6684208.985010,3.100000,723.000000,2794.000000,6.674575,41.789310
25510149.522400,6684208.985010,3.100000,723.000000,2794.000000,6.677315,41.795109
25510249.522400,6684208.985010,3.100000,723.000000,2794.000000,6.679751,41.800907
