x,y,k_rock,Cp_rock,rho_rock,T_surface,q_geothermal
25513949.522400,6686308.985010,3.200000,721.000000,2640.000000,6.665061,42.198757
25500849.522400,6686208.985010,3.200000,721.000000,2640.000000,6.761300,41.333920
25500949.522400,6686208.985010,3.200000,721.000000,2640.000000,6.760767,41.340664
25501049.522400,6686208.985010,3.200000,721.000000,2640.000000,6.760192,41.347408
25501149.522400,6686208.985010,3.200000,721.000000,2640.000000,6.759580,41.354153
25501249.522400,6686208.985010,3.200000,721.000000,2640.000000,6.758923,41.361004
25511249.522400,6686208.985010,3.200000,721.000000,2640.000000,6.612895,42.024178
25511349.522400,6686208.985010,3.200000,721.000000,2640.000000,6.613203,42.030327
25511449.522400,6686208.985010,3.200000,721.000000,2640.000000,6.614025,42.036472
25511549.522400,6686208.985010,3.100000,723.000000,2794.000000,6.615291,42.042622
25511649.522400,6686208.985010,3.100000,723.000000,2794.000000,6.616600,42.048771
25511749.522400,6686208.985010,3.100000,723.000000,2794.000000,6.617917,42.054920
25511849.522400,6686208.985010,3.100000,723.000000,2794.000000,6.619230,42.061069
25511949.522400,6686208.985010,3.100000,723.000000,2794.000000,6.620547,42.067215
25512049.522400,6686208.985010,3.100000,723.000000,2794.000000,6.621879,42.073364
25512149.522400,6686208.985010,3.100000,723.000000,2794.000000,6.623233,42.079514
25512249.522400,6686208.985010,3.100000,723.000000,2794.000000,6.624591,42.085663
25512349.522400,6686208.985010,3.100000,723.000000,2794.000000,6.625992,42.091812
25512449.522400,6686208.985010,3.100000,723.000000,2794.000000,6.627832,42.097961
25512549.522400,6686208.985010,3.100000,723.000000,2794.000000,6.630082,42.104107
25512649.522400,6686208.985010,3.100000,723.000000,2794.000000,6.632444,42.110256
25512749.522400,6686208.985010,3.100000,723.000000,2794.000000,6.634892,42.116405
25512849.522400,6686208.985010,3.100000,723.000000,2794.000000,6.637418,42.122555
25512949.522400,6686208.985010,3.100000,723.000000,2794.000000,6.640026,42.128704
25513049.522400,6686208.985010,3.100000,723.000000,2794.000000,6.642728,42.134850
25513149.522400,6686208.985010,3.100000,723.000000,2794.000000,6.645522,42.140999
25513249.522400,6686208.985010,3.100000,723.000000,2794.000000,6.648387,42.147102
25513349.522400,6686208.985010,3.100000,723.000000,2794.000000,6.651289,42.153114
25513449.522400,6686208.985010,3.200000,721.000000,2640.000000,6.653893,42.159122
25513549.522400,6686208.985010,3.200000,721.000000,2640.000000,6.656265,42.165131
25513649.522400,6686208.985010,3.200000,721.000000,2640.000000,6.658716,42.171139
25513749.522400,6686208.985010,3.200000,721.000000,2640.000000,6.661289,42.177147
25513849.522400,6686208.985010,3.200000,721.000000,2640.000000,6.663995,42.183159
25500549.522400,6686108.985010,3.200000,721.000000,2640.000000,6.763849,41.306705
25500749.522400,6686108.985010,3.200000,721.000000,2640.000000,6.763042,41.320156
25500849.522400,6686108.985010,3.200000,721.000000,2640.000000,6.762547,41.326885
25500949.522400,6686108.985010,3.200000,721.000000,2640.000000,6.762003,41.333611
25501049.522400,6686108.985010,3.200000,721.000000,2640.000000,6.761417,41.340336
25501149.522400,6686108.985010,3.200000,721.000000,2640.000000,6.760790,41.347065
25501249.522400,6686108.985010,3.200000,721.000000,2640.000000,6.760110,41.353901
25501349.522400,6686108.985010,3.200000,721.000000,2640.000000,6.759274,41.360786
25511249.522400,6686108.985010,3.200000,721.000000,2640.000000,6.616280,42.015083
25511349.522400,6686108.985010,3.200000,721.000000,2640.000000,6.616490,42.021210
25511449.522400,6686108.985010,3.100000,723.000000,2794.000000,6.617214,42.027340
25511549.522400,6686108.985010,3.100000,723.000000,2794.000000,6.618390,42.033466
25511649.522400,6686108.985010,3.100000,723.000000,2794.000000,6.619617,42.039597
25511749.522400,6686108.985010,3.100000,723.000000,2794.000000,6.620864,42.045723
25511849.522400,6686108.985010,3.100000,723.000000,2794.000000,6.622120,42.051853
25511949.522400,6686108.985010,3.100000,723.000000,2794.000000,6.623380,42.057980
25512049.522400,6686108.985010,3.100000,723.000000,2794.000000,6.624657,42.064110
25512149.522400,6686108.985010,3.100000,723.000000,2794.000000,6.625960,42.070236
25512249.522400,6686108.985010,3.100000,723.000000,2794.000000,6.627287,42.076366
25512349.522400,6686108.985010,3.100000,723.000000,2794.000000,6.628667,42.082497
25512449.522400,6686108.985010,3.100000,723.000000,2794.000000,6.630482,42.088623
25512549.522400,6686108.985010,3.100000,723.000000,2794.000000,6.632696,42.094753
25512649.522400,6686108.985010,3.100000,723.000000,2794.000000,6.635024,42.100880
25512749.522400,6686108.985010,3.100000,723.000000,2794.000000,6.637443,42.107010
25512849.522400,6686108.985010,3.100000,723.000000,2794.000000,6.639946,42.113136
25512949.522400,6686108.985010,3.100000,723.000000,2794.000000,6.642537,42.119267
25513049.522400,6686108.985010,3.100000,723.000000,2794.000000,6.645209,42.125393
25513149.522400,6686108.985010,3.100000,723.000000,2794.000000,6.647961,42.131523
25513249.522400,6686108.985010,3.100000,723.000000,2794.000000,6.650776,42.137608
25513349.522400,6686108.985010,3.200000,721.000000,2640.000000,6.653608,42.143604
25513449.522400,6686108.985010,3.200000,721.000000,2640.000000,6.656130,42.149597
25513549.522400,6686108.985010,3.200000,721.000000,2640.000000,6.658401,42.155594
25513649.522400,6686108.985010,3.200000,721.000000,2640.000000,6.660728,42.161587
25513749.522400,6686108.985010,3.200000,721.000000,2640.000000,6.663152,42.167583
25500449.522400,6686008.985010,3.200000,721.000000,2640.000000,6.764256,41.293011
25500549.522400,6686008.985010,3.200000,721.000000,2640.000000,6.764379,41.299721
25500649.522400,6686008.985010,3.200000,721.000000,2640.000000,6.764153,41.306427
25500749.522400,6686008.985010,3.200000,721.000000,2640.000000,6.763766,41.313137
25500849.522400,6686008.985010,3.200000,721.000000,2640.000000,6.763285,41.319847
25500949.522400,6686008.985010,3.200000,721.000000,2640.000000,6.762726,41.326557
25501049.522400,6686008.985010,3.200000,721.000000,2640.000000,6.762092,41.333267
25501149.522400,6686008.985010,3.200000,721.000000,2640.000000,6.761361,41.339977
25501249.522400,6686008.985010,3.200000,721.000000,2640.000000,6.760472,41.346798
25501349.522400,6686008.985010,3.200000,721.000000,2640.000000,6.759234,41.353668
25501449.522400,6686008.985010,3.200000,721.000000,2640.000000,6.757332,41.360538
25501949.522400,6686008.985010,3.200000,721.000000,2640.000000,6.742723,41.394894
25502049.522400,6686008.985010,3.200000,721.000000,2640.000000,6.739509,41.401764
25502149.522400,6686008.985010,3.200000,721.000000,2640.000000,6.736205,41.408634
25511349.522400,6686008.985010,3.200000,721.000000,2640.000000,6.620410,42.012096
25511449.522400,6686008.985010,3.100000,723.000000,2794.000000,6.621009,42.018204
25511549.522400,6686008.985010,3.100000,723.000000,2794.000000,6.621908,42.024311
25511649.522400,6686008.985010,3.100000,723.000000,2794.000000,6.622958,42.030418
25511749.522400,6686008.985010,3.100000,723.000000,2794.000000,6.624080,42.036530
25511849.522400,6686008.985010,3.100000,723.000000,2794.000000,6.625247,42.042637
25511949.522400,6686008.985010,3.100000,723.000000,2794.000000,6.626436,42.048744
25512049.522400,6686008.985010,3.100000,723.000000,2794.000000,6.627662,42.054855
25512149.522400,6686008.985010,3.100000,723.000000,2794.000000,6.628934,42.060963
25512249.522400,6686008.985010,3.100000,723.000000,2794.000000,6.630284,42.067070
25512349.522400,6686008.985010,3.100000,723.000000,2794.000000,6.631770,42.073177
25512449.522400,6686008.985010,3.100000,723.000000,2794.000000,6.633525,42.079288
25512549.522400,6686008.985010,3.100000,723.000000,2794.000000,6.635555,42.085396
25512649.522400,6686008.985010,3.100000,723.000000,2794.000000,6.637757,42.091503
25512749.522400,6686008.985010,3.100000,723.000000,2794.000000,6.640083,42.097610
25512849.522400,6686008.985010,3.100000,723.000000,2794.000000,6.642511,42.103722
25512949.522400,6686008.985010,3.100000,723.000000,2794.000000,6.645034,42.109829
25513049.522400,6686008.985010,3.100000,723.000000,2794.000000,6.647633,42.115936
25513149.522400,6686008.985010,3.100000,723.000000,2794.000000,6.650286,42.122044
25513249.522400,6686008.985010,3.200000,721.000000,2640.000000,6.652959,42.128113
25513349.522400,6686008.985010,3.200000,721.000000,2640.000000,6.655572,42.134094
25513449.522400,6686008.985010,3.200000,721.000000,2640.000000,6.658013,42.140076
25513549.522400,6686008.985010,3.200000,721.000000,2640.000000,6.660297,42.146057
25513649.522400,6686008.985010,3.200000,721.000000,2640.000000,6.662548,42.152039
25500049.522400,6685908.985010,3.200000,721.000000,2640.000000,6.758889,41.259274
25500149.522400,6685908.985010,3.200000,721.000000,2640.000000,6.760683,41.265965
25500249.522400,6685908.985010,3.200000,721.000000,2640.000000,6.762259,41.272659
25500349.522400,6685908.985010,3.200000,721.000000,2640.000000,6.763479,41.279350
25500449.522400,6685908.985010,3.200000,721.000000,2640.000000,6.764206,41.286041
25500549.522400,6685908.985010,3.200000,721.000000,2640.000000,6.764450,41.292736
25500649.522400,6685908.985010,3.200000,721.000000,2640.000000,6.764348,41.299427
25500749.522400,6685908.985010,3.200000,721.000000,2640.000000,6.764030,41.306118
25500849.522400,6685908.985010,3.200000,721.000000,2640.000000,6.763570,41.312813
25500949.522400,6685908.985010,3.200000,721.000000,2640.000000,6.762995,41.319504
25501049.522400,6685908.985010,3.200000,721.000000,2640.000000,6.762298,41.326195
25501149.522400,6685908.985010,3.200000,721.000000,2640.000000,6.761445,41.332890
25501249.522400,6685908.985010,3.200000,721.000000,2640.000000,6.760362,41.339695
25501349.522400,6685908.985010,3.200000,721.000000,2640.000000,6.758920,41.346554
25501449.522400,6685908.985010,3.200000,721.000000,2640.000000,6.756993,41.353413
25501549.522400,6685908.985010,3.200000,721.000000,2640.000000,6.754593,41.360268
25501949.522400,6685908.985010,3.200000,721.000000,2640.000000,6.742574,41.387699
25502049.522400,6685908.985010,3.200000,721.000000,2640.000000,6.739210,41.394554
25502149.522400,6685908.985010,3.200000,721.000000,2640.000000,6.735679,41.401413
25511249.522400,6685908.985010,3.200000,721.000000,2640.000000,6.624208,41.996891
25511349.522400,6685908.985010,3.200000,721.000000,2640.000000,6.624494,42.002979
25511449.522400,6685908.985010,3.100000,723.000000,2794.000000,6.624985,42.009068
25511549.522400,6685908.985010,3.100000,723.000000,2794.000000,6.625686,42.015156
25511649.522400,6685908.985010,3.100000,723.000000,2794.000000,6.626556,42.021244
25511749.522400,6685908.985010,3.100000,723.000000,2794.000000,6.627537,42.027332
25511849.522400,6685908.985010,3.100000,723.000000,2794.000000,6.628590,42.033421
25511949.522400,6685908.985010,3.100000,723.000000,2794.000000,6.629699,42.039509
25512049.522400,6685908.985010,3.100000,723.000000,2794.000000,6.630867,42.045597
25512149.522400,6685908.985010,3.100000,723.000000,2794.000000,6.632104,42.051685
25512249.522400,6685908.985010,3.100000,723.000000,2794.000000,6.633451,42.057774
25512349.522400,6685908.985010,3.100000,723.000000,2794.000000,6.634949,42.063862
25512449.522400,6685908.985010,3.100000,723.000000,2794.000000,6.636641,42.069950
25512549.522400,6685908.985010,3.100000,723.000000,2794.000000,6.638539,42.076038
25512649.522400,6685908.985010,3.100000,723.000000,2794.000000,6.640604,42.082127
25512749.522400,6685908.985010,3.100000,723.000000,2794.000000,6.642807,42.088215
25512849.522400,6685908.985010,3.100000,723.000000,2794.000000,6.645125,42.094303
25512949.522400,6685908.985010,3.100000,723.000000,2794.000000,6.647544,42.100391
25513049.522400,6685908.985010,3.100000,723.000000,2794.000000,6.650032,42.106480
25513149.522400,6685908.985010,3.200000,721.000000,2640.000000,6.652559,42.112568
25513249.522400,6685908.985010,3.200000,721.000000,2640.000000,6.655076,42.118618
25513349.522400,6685908.985010,3.200000,721.000000,2640.000000,6.657525,42.124584
25513449.522400,6685908.985010,3.200000,721.000000,2640.000000,6.659856,42.130550
25513549.522400,6685908.985010,3.200000,721.000000,2640.000000,6.662077,42.136520
25500049.522400,6685808.985010,3.200000,721.000000,2640.000000,6.759714,41.252602
25500149.522400,6685808.985010,3.200000,721.000000,2640.000000,6.761183,41.259277
25500249.522400,6685808.985010,3.200000,721.000000,2640.000000,6.762441,41.265949
25500349.522400,6685808.985010,3.200000,721.000000,2640.000000,6.763404,41.272625
25500449.522400,6685808.985010,3.200000,721.000000,2640.000000,6.764010,41.279297
25500549.522400,6685808.985010,3.200000,721.000000,2640.000000,6.764258,41.285973
25500649.522400,6685808.985010,3.200000,721.000000,2640.000000,6.764208,41.292645
25500749.522400,6685808.985010,3.200000,721.000000,2640.000000,6.763935,41.299320
25500849.522400,6685808.985010,3.200000,721.000000,2640.000000,6.763488,41.305996
25500949.522400,6685808.985010,3.200000,721.000000,2640.000000,6.762892,41.312668
25501049.522400,6685808.985010,3.200000,721.000000,2640.000000,6.762139,41.319344
25501149.522400,6685808.985010,3.200000,721.000000,2640.000000,6.761190,41.326015
25501249.522400,6685808.985010,3.200000,721.000000,2640.000000,6.759978,41.332809
25501349.522400,6685808.985010,3.200000,721.000000,2640.000000,6.758425,41.339653
25501449.522400,6685808.985010,3.200000,721.000000,2640.000000,6.756471,41.346497
25501549.522400,6685808.985010,3.200000,721.000000,2640.000000,6.754125,41.353340
25501649.522400,6685808.985010,3.200000,721.000000,2640.000000,6.751456,41.360184
25501749.522400,6685808.985010,3.200000,721.000000,2640.000000,6.748534,41.367031
25501849.522400,6685808.985010,3.200000,721.000000,2640.000000,6.745406,41.373875
25501949.522400,6685808.985010,3.200000,721.000000,2640.000000,6.742095,41.380718
25502049.522400,6685808.985010,3.200000,721.000000,2640.000000,6.738597,41.387562
25502149.522400,6685808.985010,3.200000,721.000000,2640.000000,6.734881,41.394405
25502249.522400,6685808.985010,3.200000,721.000000,2640.000000,6.730886,41.401249
25510549.522400,6685808.985010,3.200000,721.000000,2640.000000,6.627951,41.944828
25511149.522400,6685808.985010,3.200000,721.000000,2640.000000,6.628343,41.981876
25511249.522400,6685808.985010,3.200000,721.000000,2640.000000,6.628446,41.988010
25511349.522400,6685808.985010,3.100000,723.000000,2794.000000,6.628680,41.994080
25511449.522400,6685808.985010,3.100000,723.000000,2794.000000,6.629075,42.000149
25511549.522400,6685808.985010,3.100000,723.000000,2794.000000,6.629633,42.006218
25511649.522400,6685808.985010,3.100000,723.000000,2794.000000,6.630347,42.012283
25511749.522400,6685808.985010,3.100000,723.000000,2794.000000,6.631189,42.018353
25511849.522400,6685808.985010,3.100000,723.000000,2794.000000,6.632124,42.024422
25511949.522400,6685808.985010,3.100000,723.000000,2794.000000,6.633141,42.030491
25512049.522400,6685808.985010,3.100000,723.000000,2794.000000,6.634236,42.036560
25512149.522400,6685808.985010,3.100000,723.000000,2794.000000,6.635420,42.042629
25512249.522400,6685808.985010,3.100000,723.000000,2794.000000,6.636724,42.048695
25512349.522400,6685808.985010,3.100000,723.000000,2794.000000,6.638180,42.054764
25512449.522400,6685808.985010,3.100000,723.000000,2794.000000,6.639801,42.060833
25512549.522400,6685808.985010,3.100000,723.000000,2794.000000,6.641590,42.066902
25512649.522400,6685808.985010,3.100000,723.000000,2794.000000,6.643532,42.072971
25512749.522400,6685808.985010,3.100000,723.000000,2794.000000,6.645607,42.079041
25512849.522400,6685808.985010,3.100000,723.000000,2794.000000,6.647801,42.085106
25512949.522400,6685808.985010,3.200000,721.000000,2640.000000,6.650091,42.091175
25513049.522400,6685808.985010,3.200000,721.000000,2640.000000,6.652449,42.097244
25513149.522400,6685808.985010,3.200000,721.000000,2640.000000,6.654837,42.103313
25513249.522400,6685808.985010,3.200000,721.000000,2640.000000,6.657207,42.109344
25513349.522400,6685808.985010,3.200000,721.000000,2640.000000,6.659511,42.115299
25513449.522400,6685808.985010,3.200000,721.000000,2640.000000,6.661718,42.121250
25499949.522400,6685708.985010,3.200000,721.000000,2640.000000,6.759040,41.240139
25500049.522400,6685708.985010,3.200000,721.000000,2640.000000,6.760333,41.246792
25500149.522400,6685708.985010,3.200000,721.000000,2640.000000,6.761493,41.253445
25500249.522400,6685708.985010,3.200000,721.000000,2640.000000,6.762471,41.260098
25500349.522400,6685708.985010,3.200000,721.000000,2640.000000,6.763215,41.266747
25500449.522400,6685708.985010,3.200000,721.000000,2640.000000,6.763687,41.273399
25500549.522400,6685708.985010,3.200000,721.000000,2640.000000,6.763883,41.280052
25500649.522400,6685708.985010,3.200000,721.000000,2640.000000,6.763829,41.286705
25500749.522400,6685708.985010,3.200000,721.000000,2640.000000,6.763565,41.293358
